"Service","EC2-Other($)","Tax($)","Glue($)","S3($)","Support (Business)($)","CloudWatch($)","Savings Plans for  Compute usage($)","Relational Database Service($)","Cognito($)","CloudFront($)","CloudTrail($)","EC2-Instances($)","ElastiCache($)","MQ($)","VPC($)","Managed Streaming for Apache Kafka($)","Systems Manager($)","OpenSearch Service($)","Elastic Load Balancing($)","Elastic Container Service for Kubernetes($)","DynamoDB($)","DocumentDB (with MongoDB compatibility)($)","Certificate Manager($)","Route 53($)","API Gateway($)","QuickSight($)","EC2 Container Registry (ECR)($)","Hardened Red Hat Enterprise 7 (RHEL 7)($)","CIS  Linux 2 Benchmark - Level 2($)","CIS Ubuntu Linux 20.04 LTS Benchmark - Level 1($)","Redshift($)","DMS($)","Elastic MapReduce($)","Key Management Service($)","SQS($)","Managed Workflows for Apache Airflow($)","WAF($)","Kinesis($)","Lambda($)","Kinesis Firehose($)","Athena($)","Secrets Manager($)","Cost Explorer($)","SNS($)","CIS Ubuntu Linux 22.04 LTS Benchmark - Level 1($)","Service Catalog($)","SES($)","Direct Connect($)","CloudWatch Events($)","Budgets($)","Config($)","Glacier($)","Simple Workflow Service($)","Step Functions($)","X-Ray($)","CloudShell($)","CodeArtifact($)","Refund($)","Total costs($)"
"2023-10-19","499.3704324596","","282.2031448168","137.0119149593","","111.6595081254","111.6","76.0309023618","0","31.2583323034","50.371125","0.5370858081","32.0515201474","30.5084165121","33.6770673684","31.6721391719","0.246758202","9.7924795033","11.8087422468","11.16","0.1189570902","6.7454882181","","8.370364932","3.0752563785","5.039999916","1.5074895347","2.88","1.92","1.92","","","","1.39013355","0.157511682","","0.8558750928","","0.0026294059","0.0552161203","0.54494745","0.1154319","0.1767","0.0246200963","","0.001302","0.002072048","","0.000103344","","","0.0000020627","0.0000003454","0.0000003055","","","","","1495.8636704587"
"2023-10-20","502.6458905578","","295.2226811152","127.9016436623","","107.2927466668","111.6","76.0337269942","0","31.5806700797","42.2784324","0.5516581748","32.0515201492","30.5089031151","28.1968251157","31.6725835992","0.366564522","14.7415819714","11.6646575426","11.16","0.1189687444","5.453927288","","8.370357492","3.1055311335","5.039999916","1.5195454943","2.88","1.92","1.92","","","","1.38973737","0.152427186","","0.8487641268","0.672408124","0.0017103106","0.527045509","0.06968955","0.1192902","0.1674","0.02409533","","0.001302","0.0020250125","","0.000103344","","","0.0000020832","0.0000002512","0.0000002191","","","","","1489.7744163506"
"2023-10-21","500.8460681249","","266.4685091951","122.6102611976","","110.9884405632","111.6","76.0084246078","0","31.1043842231","41.4060366","0.5255794608","32.0515201421","30.5103914963","43.4012371237","31.6733823817","0.288422574","18.2766895537","11.591349197","11.16","0.1189668829","5.428869735","","8.370363444","2.8561525635","5.039999916","1.5198054552","2.88","1.92","1.92","","","","1.41044874","0.15446277","","0.8498840328","1.153944","0.0017162831","0.926209842","","0.1189089","0.186","0.0248881711","","0.001302","0.0006109988","","0.000103344","","","0.0000021087","0.0000001884","0.000000187","","","","","1475.3933360035"
"2023-10-22","487.1535031362","","221.7563048842","118.052744573","","100.3766741221","111.6","75.9366248399","0","25.386541978","39.9105966","0.4202685537","32.0515201445","30.4959511064","20.4164112964","31.673355289","0.143315418","18.2766816997","11.3603774698","11.16","0.1189288514","5.395493094","","8.370335916","2.3976044385","5.039999916","1.5198054552","2.88","1.92","1.92","","","","1.42013355","0.12229221","","0.8488121148","1.153944","0.0017230642","0.9257113299","","0.11836485","0.1488","0.0225982815","","0.001302","0.002462249","","0.000103344","","","0.0000021263","0.0000002355","0.0000002781","","","","","1370.4992884153"
"2023-10-23","472.4501378034","","286.4975467986","122.6655481405","","101.4885776433","111.6","75.973711944","0","30.2296280899","40.237752","0.5147864813","32.0515201474","30.510673172","35.9073010653","31.6733049661","0.243776622","18.2766758066","11.5615793686","11.16","0.1189244401","5.4099359124","","8.370369024","2.5832045385","5.039999916","1.5198054552","2.88","1.94","1.92","","","","1.42319139","0.147550824","","0.8603736888","1.153944","0.0017211077","0.9261317658","0.1174683","0.1187229","0.1767","0.0241856092","","0.001302","0.002992214","","0.000103344","","","0.0000021033","0.0000002826","0.0000003034","","","","","1447.779149168"
"2023-10-24","456.996801602","","270.631860029","116.1477790821","","95.9531704687","111.6","75.9506430854","0","25.7912054297","38.7058746","0.4315445931","32.0515201502","30.5058683432","17.4894307421","31.6733160646","0.120992256","18.276673866","11.3527302166","11.16","0.1189244864","5.3892129644","","8.370350796","2.3055302535","5.039999916","1.5198346283","2.88","1.92","1.92","","","","1.41634473","0.136671591","","0.8559969228","1.153944","0.001704109","0.9257200059","","0.11823465","0.2139","0.0234962118","","0.001302","0.0024206396","","0.000103344","","","0.0000020778","0.0000002512","0.0000002755","","","","","1379.1531043819"
"2023-10-25","444.6262687932","","253.6023220097","134.2178158376","","101.4866005214","111.6","75.9850319674","0","17.2943676046","41.5225284","0.3145437638","32.0515201459","30.509819073","36.8431453797","31.6730845646","0.165641184","18.2766798406","11.3342027547","11.16","0.1189266239","5.4316468671","","8.370374604","2.7673659285","5.039999916","1.519897042","2.94","1.92","1.92","","","1.124928","1.42126071","0.1149560526","","0.8715924648","1.153944","0.0017067665","0.9268376978","0.062403","0.1177278","0.2139","0.0254874142","","0.001302","0.0027945072","","0.000103344","","","0.0000022595","0.0000003611","0.0000002216","0.0000093","","","","1388.730738721"
"2023-10-26","465.6987114828","","289.0410605112","141.6943872296","","112.2614995516","111.6","76.1471705882","0","37.0478362736","44.393178","0.6046942053","32.0515201435","30.526493312","53.8465931151","31.6732486274","0.038394492","18.276672988","11.7587234139","11.16","0.1189559641","5.4437828332","","8.370398412","3.3988880085","5.039999916","1.5230597749","2.88","1.9","1.92","","","1.928448","1.46962369","0.162424593","","1.0096602648","1.153944","0.0016996624","0.930075847","0.2572752","0.1175511","0.1488","0.0288439081","","0.001302","0.0023011478","","0.000103344","","","0.0000024655","0.0000000943","0.0000001654","","","","","1505.6273243252"
"2023-10-27","484.3113162433","","323.9367814381","137.0807085974","","111.2632624986","111.6","76.1269456947","0","33.0171646709","44.4246306","0.5675919537","32.0515201416","30.5158642077","44.6096523498","31.6753528625","0.088257558","18.2766783826","11.6278196321","11.16","0.1190480591","5.4401438103","","8.370354516","3.3490539585","5.039999916","1.5346333779","2.88","1.92","1.92","","","1.928448","1.47748113","0.167547777","","0.9989721468","1.153944","0.0017003527","0.9309209526","0.60005925","0.1176906","0.1488","0.0280188421","","0.001302","0.0030746665","","0.000103344","","","0.0000026694","0.0000002355","0.000000276","","","","","1540.4648467114"
"2023-10-28","481.204141344","","220.6074679057","114.9088331617","","100.5005650356","111.6","76.0254974166","0","26.484682419","41.211648","0.4915545338","32.0515201421","30.513175096","59.6692999997","31.6755918828","0.077830956","18.2766827523","11.4538214878","11.16","0.1190418243","5.4093022189","","8.370348192","2.7600714735","5.039999916","1.5365890272","2.86","1.92","1.92","","","1.928448","1.44983781","0.157936227","","0.8675177628","1.153944","0.0016896711","0.9293161516","","0.11862525","0.1488","0.0251341927","","0.003906","0.002002027","","0.000103344","","","0.000002389","0.0000002512","0.0000003055","","","","","1404.6349281669"
"2023-10-29","484.7927071777","","281.3005869829","126.0516984192","","111.6515782623","111.6","75.9863401122","0","24.1706815676","40.2762726","0.4642591034","32.0515201445","30.5044094295","45.2096677328","31.6757728704","0.120985002","18.276680694","11.3742399136","11.16","0.1190462927","5.3950527938","","8.37035898","2.4627369885","5.039999916","1.5365890272","2.88","1.9","1.92","","","0.6359495198","1.44639216","0.152103732","","0.8605319748","1.153944","0.0016939695","0.9289080056","","0.1188996","0.1488","0.0249024197","","0.003906","0.001401373","","0.000103344","","","0.0000024295","0.0000002512","0.0000002823","","","","","1471.7687230717"
"2023-10-30","493.1344318887","","314.9659775045","136.6310440306","","82.7496104393","111.6","76.0404466243","0","31.5394443433","42.3763242","0.5740565905","32.0515201469","30.5182093206","57.6607496545","31.6760020169","0.109836348","18.2766806919","11.6537042657","11.16","0.4631080662","5.4570761134","","8.37038502","3.0153513585","5.039999916","1.5365890272","2.88","2.2","1.94","","","","1.44587322","0.162409806","","0.8586098508","1.153944","0.0065021857","0.9310194338","0.00068355","0.1187694","0.1581","0.0256680528","","0.003906","0.0025691389","","0.000103344","","","0.0000023328","0.0000002826","0.000000298","","","","","1518.4887084624"
"2023-10-31","486.5298804627","","281.4006200458","133.8876435538","","80.8737358373","111.6","76.1696878388","0","32.0466033598","51.212775","0.5491905478","32.0515201483","30.5164367976","47.5319608441","31.6763900266","0.1410903","18.2766745267","11.5884067625","11.16","0.6046764936","5.4586816672","","8.3645404513","3.6520326135","5.039999916","1.5366862632","2.88","2.26","1.96","","","","1.48709826","0.166898823","","0.9965636328","1.153944","0.0189294213","0.9339656434","0.56637","0.1184532","0.2418","0.0285376259","","0.001953","0.0260867479","","0.000103344","","","0.0000022915","0.0000002669","0.0000002665","","","","","1474.7099399798"
"2023-11-01","506.5184716341","8938.43","296.7625170576","158.5902461825","3772.9464382275","111.9678374666","111.6","76.1658092443","0","0.0980029161","47.4969786","0.6707098044","32.0515201532","30.6063768727","60.7754337931","31.74751178","6.558814956","18.3323057978","11.6197727201","11.16","0.5120208","5.4796985302","372","8.7316444918","3.6114527382","5.2080000336","1.5880184904","2.88","2.38","1.92","","","","1.4569766513","0.166518053","","0.919567764","1.153944","0.0021978028","0.9338404009","0.04635585","0.11752875","0.1767","0.0170263119","","0","0.0025973435","","0.0001086072","","","0.0000023525","0.0000003297","0.0000002714","","","","-264.11","14369.2929467784"
"2023-11-02","507.4554081999","","283.8777717936","148.9011875122","","111.9459344331","111.6","76.1105747851","0","0.1066171745","45.073566","0.7042817908","32.0515201608","30.6109546199","41.681338068","31.7498059841","0.114299418","18.3322921956","11.6946307315","11.16","0.60451488","5.9510797519","","8.37037758","3.8345894982","5.2080000336","31.3582880394","2.88","2.4","1.92","","","","1.4569733448","0.162558978","","0.893595654","1.153944","0.002206213","0.9332119114","0.1515435","0.1219695","0.186","0.0266352109","","0","0.0029846671","","0.000108384","","","0.0000024154","0.0000002983","0.0000002012","","","","","1530.7887669283"
"2023-11-03","509.8603493892","","299.8896961836","150.2483909714","","116.1580223739","111.6","76.1507125014","0","1.6931689314","12.9862224","0.759681408","36.7610401356","30.6150066566","46.5077405265","31.7598457254","0.066672072","18.3322857643","11.9529330245","11.16","0.6047562147","5.4761208543","","8.370392088","3.5896637682","5.2080000336","27.5023444058","2.9","2.4","1.92","","","","1.4563428048","0.167606274","","0.907872456","1.153944","0.0143512803","0.9349213811","0.0070401","0.1216347","0.2046","0.0284587656","","0","0.0034494653","","0.000108384","","","0.0000026315","0.0000003611","0.0000002958","","","","","1529.4733783279"
"2023-11-04","505.026485855","","246.3333485256","130.4398852532","","110.3908421614","111.6","76.119763139","0","41.5244874468","0","0.6193348022","41.4705601104","30.6168793041","42.2005704172","31.7607244359","0.178292532","18.3322841004","12.1453954477","11.16","0.6047494748","5.4688361122","","8.370388368","3.3606710535","5.2080000336","25.5714234554","2.88","2.4","1.92","","","","1.4545041948","0.166298694","","0.891630192","1.153944","0.001720872","0.9357869816","","0.1219695","0.1488","0.0268594108","","0","0.0024607544","","0.000103344","","","0.0000025808","0.0000003297","0.0000002947","","","","","1470.6070031772"
"2023-11-05","496.9034961845","","240.9573496056","132.7789417484","","105.3811455468","111.6","76.0769784658","0","29.1104653355","0","0.4853232304","41.4705601089","30.6032886531","34.406030211","31.7536727162","0.189451416","18.3322845071","11.6629474769","11.16","0.6047521696","5.4309467119","","8.370367164","3.0830032785","5.2080000336","35.0231034004","2.88","2.4","1.92","","","","1.4541638148","0.157998816","","0.883397832","1.153944","0.0017147766","0.9349045777","","0.12183","0.1953","0.0256285524","","0","0.0024876002","","0.000103344","","","0.0000026121","0.0000002826","0.0000001886","","","","","1442.7235843612"
"2023-11-06","516.1633076705","","324.7430106036","155.1601306197","","117.3649464389","111.6","76.1737641717","0","48.7242576285","0","0.675876357","41.4705600993","30.6199058064","37.3713084141","31.7474242816","0.178297926","18.3322886741","13.3322350025","11.16","0.6047628742","5.5784293666","","8.370387996","3.4683952785","5.2080000336","34.1597480479","2.88","2.4","1.92","","","1.044576","1.4516360748","0.173359812","","0.90144969","1.153944","0.0145294949","0.9354683326","0.0622914","0.12130455","0.1395","0.0274994229","","0","0.0025583584","","0.000103344","","","0.0000025017","0.0000002198","0.0000001696","","","","","1605.4352606614"
"2023-11-07","520.2697174634","","280.886742882","150.5948845404","","122.301815579","111.6","76.21071372","0","51.4928404369","0","0.7122530959","41.4705601066","30.6233243552","37.474236845","31.7479067682","0.254942946","18.3322883874","13.5236958953","11.16","0.6047573736","6.7077118523","","8.370370884","3.6032662035","5.2080000336","14.1525634292","2.88","2.42","1.92","","","1.928448","1.4516500248","0.179331993","","0.902690496","1.153944","0.0183520412","0.9360367431","0.0702801","0.12265305","0.1953","0.0285626569","","0","0.0097294542","","0.000103344","","","0.0000024171","0.0000003454","0.0000003371","","","","","1551.5196778003"
"2023-11-08","514.7116760094","","281.8859457816","145.1328299532","","117.0504764373","111.6","76.160799013","0","37.7672116237","0","0.6090178348","41.4705601099","30.6168981326","47.7642045627","31.7482347759","0.192758124","18.3322644589","12.2852812039","11.16","0.6047673441","5.7390584285","","8.37035712","3.5119439235","5.2080000336","1.5969979275","2.88","2.4","1.92","","","1.928448","1.4531649948","0.1717097222","","0.896226066","1.153944","0.0177815313","0.937428721","0.0090489","0.1223787","0.2046","0.0281798471","","0","0.0030287232","","0.000103344","","","0.0000023806","0.000000314","0.0000003322","","","","","1517.6453283745"
"2023-11-09","531.3714944943","","274.8988959948","148.1047835531","","116.3798273919","111.6","76.1698635546","0","32.3523626154","0","0.600630939","41.4705601075","30.6122331782","20.8802349846","31.7489251342","0.18945681","18.3322516883","11.8096858619","11.16","0.6047618444","5.4872626229","","8.370354888","3.4139456385","5.2080000336","1.5997894778","2.88","2.4","1.92","","","0.5831052235","1.4542112448","0.155938773","","0.896386956","1.153944","0.0188173158","0.937599291","0.000372","0.1222578","0.2046","0.027310394","","0","0.0024954887","","0.000103344","","","0.0000022334","0.0000002983","0.0000003002","","","","","1495.1224654757"
"2023-11-10","529.7768407703","","268.711659786","151.8402482463","","118.5708656697","111.6","76.2107885609","0","36.6394860334","33.7924986","0.5442769323","41.4705601051","30.6138203563","48.593516371","31.7514868212","0.178292532","18.3322520948","11.8495653445","11.16","0.6047818906","6.045525041","","8.3651759272","3.5718684735","5.2080000336","1.6052594416","2.88","2.4","1.92","","","","1.4605110648","0.164209728","","0.916936608","1.153944","0.0246608604","0.9386062626","0.00806775","0.12224385","0.2046","0.0278275611","","0","0.0029050435","0.1933834588","0.000103344","","","0.0000022675","0.0000001884","0.0000001717","","","","","1559.4547711901"
"2023-11-11","540.5255810849","","251.2165069656","148.3251550667","","115.7141025673","111.6","76.1170146718","0","26.6296617897","42.2265384","0.4669115881","41.4705600989","30.6097994541","22.6437823614","31.7524169211","0.190946856","18.3322505012","11.5519329426","11.16","0.6048025088","5.4408843921","","8.370335916","3.0762458985","5.2080000336","1.6146745416","2.88","2.4","1.92","","","","1.4564850948","0.154816542","","0.87492144","1.153944","0.0216849007","0.9373812056","","0.12223455","0.186","0.0260722729","","0","0.0024182453","","0.000103344","","","0.0000023677","0.0000002983","0.0000002686","","","","","1516.9841690899"
"2023-11-12","534.6407174235","","266.5695555576","132.314035008","","102.2709069895","111.6","75.9755640068","0","19.3761718908","39.6936648","0.3211977961","41.4705600985","30.5958919438","44.2510949586","31.752371038","0.377703876","18.3322476019","11.2026530187","11.16","0.6047801898","5.4215945035","","8.364077667","2.2344963885","5.2080000336","1.6159210752","2.88","2.4","1.92","","","","1.4542670448","0.088979796","","0.879237384","1.153944","0.0026847677","0.9359306466","","0.1222206","0.1953","0.021402902","","0.001302","0.0014134398","","0.000103344","","","0.0000022618","0.0000002983","0.0000002991","","","","","1507.4099946495"
"2023-11-13","562.6892434621","","298.6058770884","145.5475034953","","112.9629097994","111.6","76.0699309831","0","31.4088709944","13.0446078","0.541036128","41.4705600966","30.6120988661","22.4293808403","31.7496387274","0.346078296","18.3322476618","11.7196592092","11.16","7.1120151728","5.4555787992","","8.3590317126","2.7176067435","5.2080000336","1.6162273341","2.88","2.4","1.92","","","","1.4573137248","0.192076713","","0.891839628","1.153944","0.0193078087","0.9370323204","","0.12128595","0.186","0.0257182297","","0.001302","0.0024119961","","0.000103344","","","0.0000023883","0.000000314","0.0000001422","","","","","1562.9464418031"
"2023-11-14","576.4798098668","","278.1859046232","136.7202034021","","110.281915557","111.6","76.068750445","0","32.3199565842","0","0.5414274299","41.4705600958","30.614808439","45.6168013497","31.7484018272","0.244881276","18.3322798402","11.7414362873","11.16","17.9573344906","5.4543504148","","8.370338148","2.7403331535","5.2080000336","1.6168302792","2.88","2.4","1.92","","","","1.4587868448","0.240294795","","0.891491808","1.153944","0.0188647365","0.9368121186","","0.1173102","0.186","0.0260489458","","0.001302","0.002398449","","0.000103344","","","0.0000023872","0.0000002669","0.0000002844","","","","","1566.7076837233"
"2023-11-15","569.7098228337","","219.3185579772","144.778265641","","109.8048014849","111.6","76.0664239587","0","33.6008572117","0","1.1065644787","41.470560096","30.6193945959","26.3378266598","31.7484403869","0.267209832","18.3323441966","11.8886034721","11.16","17.9573483597","5.9723007779","","8.37036456","2.7049870826","5.2080000336","25.1962806764","2.88","2.4","1.92","","","","1.4582093148","0.2350754276","","0.891377232","1.153944","0.0918666469","0.9369839747","","0.122481","0.1953","0.0263153464","","0.001302","0.0024106733","","0.00010272","","","0.000002311","0.0000002983","0.0000003163","","","","","1515.5343255767"
"2023-11-16","553.8763642422","","210.5431315452","141.2593293512","","91.0448910775","111.6","76.0935888363","0","33.8427736505","0","1.8114841756","41.470560096","30.6186053314","36.9025913832","31.7485610087","0.401159778","18.3323551141","11.8497130096","11.16","17.9573888706","6.296839259","","8.370360096","2.9370816026","5.2080000336","48.6052974203","2.88","2.38","1.92","","","","1.4589068148","0.237507678","","0.900696204","1.153944","0.1713260218","0.937405755","0.0000465","0.12253215","0.2418","0.0267590679","","0.001302","0.0038267881","","0.00010272","","","0.0000022554","0.0000002983","0.0000002991","","","","","1504.366234434"
"2023-11-17","544.8815584691","","257.5266167088","142.0819959225","","94.243622731","111.6","76.1078240172","0","34.189956262","0","3.401068916","41.470560096","30.6139738289","37.1570906034","31.7487955602","0.289535598","18.33235393","11.8293596048","11.16","17.9573652629","9.6648681547","","8.370376092","3.0430578926","5.2080000336","47.6106383483","2.88","2.4","1.88","","","","1.4619507048","0.22330974","","0.9024513","1.153944","0.196540349","0.937818218","","0.12214155","0.1767","0.0263676204","","0.001302","0.002455738","","0.00010272","","","0.0000022814","0.0000002669","0.0000002517","","","","","1550.8537047722"
"2023-11-18","528.7930818352","","238.6294543449","140.1822839845","","93.2474701985","111.6","76.0820267724","0","32.2776923618","0","3.8870600075","41.470560096","30.6185016645","46.0939198134","31.7482645982","0.282823416","18.3323571469","11.7514246214","11.16","17.5933318518","5.4692016413","","8.370363444","2.9557978526","5.2080000336","48.4905485047","2.88","2.4","1.92","","","","1.4654075148","0.219040482","","0.887796732","1.153944","0.2051387391","0.9375362064","","0.1223694","0.186","0.0259215766","","0.001302","0.002434573","","0.00010272","","","0.0000023341","0.0000002669","0.000000158","","","","","1516.6511608921"
"2023-11-19","513.505409461","","221.2514869897","136.5592849225","","88.7561252768","111.6","76.0139857642","0","21.407932895","0","3.7299474289","41.470560096","30.6112786103","42.629883183","31.7479484238","0.021671232","18.3323605526","11.3980107479","11.16","15.9957862064","5.4274945402","","8.3703162","2.3464976576","5.2080000336","49.9554110867","2.88","2.4","1.9","","","","1.4657088348","0.210678387","","0.887350704","1.153944","0.1903806634","0.9373067245","","0.1223694","0.2139","0.023872533","","0.001302","0.0024025371","","0.00010272","","","0.0000023465","0.0000002826","0.0000002844","","","","","1459.8887127255"
"2023-11-20","506.2568215165","","327.08135477","137.7869172436","","92.9288697991","111.6","76.1248396433","0","32.1867720144","0","3.5243285267","41.470560096","30.6208664723","30.0754012103","31.7476779023","0.2847381","18.3323606558","11.7627474765","11.16","15.9958265384","5.4939571561","","8.370356004","3.1481716076","5.2080000336","48.1100650332","2.88","2.4","1.92","","","","1.4652987048","0.2417267322","","0.880022304","1.153944","0.1959116835","0.9382133795","0.0020181","0.12251355","0.093","0.0276665246","","0.003906","0.002220797","","0.00010272","","","0.0000022621","0.0000002512","0.0000003139","","","","","1561.5971791225"
"2023-11-21","507.4361294301","","272.5051886785","143.1021843605","","89.5453806522","111.6","76.1348034538","0","29.3340122603","0","2.3869448985","41.470560097","30.6183005907","41.8423124625","31.7481083486","0.459620508","18.3323594508","12.0321009072","11.16","15.9958189695","5.5005982403","","8.370360468","3.0898875776","5.2080000336","47.8372045807","2.88","2.4","1.92","","","","1.4668443648","0.24356169","","0.875666184","1.153944","0.170402301","0.9390160252","0.0075981","0.1219974","0.1953","0.0274985693","","0.002604","0.0060379238","","0.00010272","","","0.0000022553","0.0000002826","0.0000003139","","","","","1518.1204520983"
"2023-11-22","504.6248325362","","319.3126918594","148.1948259597","","95.751150617","111.6","76.1113144701","0","28.1899473732","0","2.6472378243","41.4705600966","30.6220349526","32.4803577166","31.7498085587","0.039025776","18.3323567865","12.1425006023","11.16","15.9958075741","5.5166762431","","8.370351912","3.0516315626","5.2080000336","22.2161118308","2.88","2.4","1.92","","","","1.4657199948","0.2390802172","","0.879232734","1.153944","0.2043414926","0.9391003802","0.0113553","0.1225461","0.2046","0.0274175944","","0.002604","0.0029600993","","0.00010272","","","0.0000023918","0.0000003297","0.0000002868","","","","","1537.2402319262"
"2023-11-23","515.5591788171","","332.3780206747","146.5729255143","","91.8822392291","111.6","76.0932436302","0","29.4798238153","0","3.5145894845","41.4705600966","30.622531508","43.2354397541","31.7515080964","0.037562886","18.3323560113","12.348464756","11.16","15.9958108103","5.4945674569","","8.37034782","2.9367788876","5.2080000336","26.4525357464","2.88","2.4","1.92","","","","1.4488683948","0.2421203832","","0.88304034","1.153944","0.2016497524","0.9390179822","0.0215388","0.12268095","0.186","0.0275421495","","0.003906","0.0024112462","","0.00010272","","","0.0000022183","0.0000002669","0.0000002528","","","","","1572.9293104847"
"2023-11-24","515.3206809908","","311.478604658","142.3812489004","","89.7367114406","111.6","76.1486633","0","38.2829179917","0","3.8840896027","41.4705600966","30.6209844446","33.1542639392","31.7543267511","0.063646224","18.3323541588","12.3127318723","11.16","15.9958260458","5.4918067709","","8.370356748","3.1921564226","5.2080000336","53.0793927836","2.88","2.4","1.92","","","1.4826989762","1.4286743748","0.236443758","","0.959607426","1.153944","0.3340313152","0.9409091118","0.58159875","0.1222578","0.2139","0.0283064248","","0.003906","0.0019309908","","0.00010272","","","0.0000021951","0.0000002826","0.0000003097","","","","","1573.7276376103"
"2023-11-25","517.5544835471","","234.9178607382","135.318987699","","87.1488201676","111.6","76.0764912963","0","24.1076898688","0","3.8455425189","41.4705601018","30.6213185981","42.5458551667","31.7570313648","0.031643622","18.3323520507","12.3102227761","11.16","15.9958347016","5.4607757561","","8.370341868","2.7695044376","5.2080000336","58.1797941271","2.88","2.4","1.92","","","1.9865773286","1.4119483248","0.234010041","","0.883342032","1.153944","0.443878036","0.940157866","","0.122109","0.1767","0.026067666","","0.003906","0.0023608722","","0.00010272","","","0.000002259","0.0000002669","0.0000002665","0","","","","1489.3682171191"
"2023-11-26","531.9518281057","","218.9235331898","137.1800426448","","84.9541390433","111.6","76.0330237959","0","18.8905319018","0","3.7681233984","41.4705601056","30.6022141043","35.0354707872","31.7579501632","0.031643436","18.3323579416","11.823201835","11.16","15.9958386473","5.4442430459","","8.370323268","2.4107220626","5.2080000336","19.9799129477","2.88","2.4","1.92","","","1.928448","1.4108685948","0.215618919","","0.877740828","1.153944","0.4708138613","0.9389121252","","0.1222299","0.186","0.0244455201","","0.003906","0.0023259132","","0.00010272","","","0.0000023863","0.0000002669","0.0000002844","","","","","1435.4590197769"
"2023-11-27","534.1152400285","","314.3270500995","148.308952869","","75.9315224491","111.6","76.0583300869","0","24.5396951686","0","3.9622274619","41.4705600965","30.60877561","41.0622498782","31.7554906889","0.031677102","18.3323565667","11.9895553862","11.16","15.9958607469","5.4680323488","","8.370325128","2.6137754726","5.2080000336","5.45874499","2.88","2.4","1.92","","","2.0198052509","1.4103636048","0.230963547","","0.889514256","1.153944","0.3933589152","0.939525517","2.7875727","0.12198345","0.2139","0.0260324208","","0.001953","0.0017707807","","0.00010272","","","0.0000024311","0.0000001884","0.0000002991","0","","","","1535.7592152929"
"2023-11-28","549.9118726693","","300.495146212","140.7522850346","","77.2186162964","111.6","76.067982178","0","25.9333900696","13.709967","3.8631288245","41.4705600989","30.6266629384","30.2648780009","31.7555361101","0.470719872","18.332357104","12.1272870625","11.16","15.9958533855","5.5053219985","","8.370378324","2.7931617776","5.2080000336","29.8790627424","2.88","2.4","1.92","","","1.928448","1.4124170448","0.226298016","","0.884060364","1.153944","0.2209969046","0.9393969302","0.98400975","0.12231825","0.1767","0.0263913457","","0.003906","0.0030899561","","0.00010272","","","0.0000024571","0.0000002512","0.0000003002","0","","","","1558.7942500227"
"2023-11-29","541.6092130292","","443.5547594873","178.6952496059","","83.566180072","111.6","76.0947854359","0","27.964935545","0","4.0367775458","41.4705600993","30.6219450674","37.1839276454","31.755506431","0.253400076","18.3323587743","12.1648929378","11.16","15.9958512823","5.501521803","","8.370532332","3.0208002026","5.2080000336","13.0319454551","2.88","2.42","1.92","","","1.928448","1.4109746148","0.2331029212","","0.879140478","1.153944","0.22149907","0.9401872253","0.2321559","0.1223136","0.186","0.0268760537","","0.003906","0.0014077606","","0.00010272","","","0.0000021897","0.0000002669","0.0000002952","","","","","1715.7532039563"
"2023-11-30","555.9183983647","","301.7025274128","148.1115871306","","78.3161013083","111.6","76.1314664878","0","28.0432596298","0","4.1650133491","41.4705601016","30.6187835512","33.8835966524","31.7511069203","0.039075996","18.3323599142","12.2033408913","11.16","15.9958634868","5.4976513095","","8.37058218","3.2044928726","5.2080000336","3.5345109016","2.88","2.4","1.92","","","1.928448","1.4092922448","0.243028251","","0.887800638","1.153944","0.2404332699","0.9405720872","0.71856915","0.1222578","0.1674","0.0280612279","","0.003906","0.0037551289","","0.00010272","","","0.0000020622","0.0000002355","0.0000002528","","","","","1540.3058515624"
"2023-12-01","564.0710203646","11050.63","256.537138386","146.6293827213","4598.3875088328","113.9829399319","111.6","76.1564397931","0","0.076063399","0","4.1117196606","41.4705600965","30.5221036488","26.0036096589","31.6837775486","6.58852362","18.2767205037","12.4188552997","11.16","3.197358288","5.5088792591","372","8.742575112","3.5786097882","5.039999916","51.1734241116","2.88","2.42","1.92","","","1.928448","1.36933236","0.248824941","","0.8551558308","1.153944","0.1186945468","0.9408374086","0.0014601","0.1177092","0.2046","0.0290729011","","0","0.0010137708","","0.000108384","","","0.0000022243","0.0000003297","0.0000003002","","","","-321.89","17241.8464142377"
"2023-12-02","550.7215781705","","249.2283008616","141.6592908261","","115.088884517","111.6","76.1650870842","0","0.0796801994","0","4.4817101385","41.4705601037","30.5348508883","44.4377149897","31.6818394011","0.174608058","18.2767182493","12.2540678687","11.16","15.995857045","5.4972203604","","8.370597432","3.9344268582","5.039999916","89.7769847061","2.88","2.4","1.92","","","1.928448","1.31130594","0.245749803","","0.8562930348","1.153944","0.1530006156","0.9408621384","","0.1174209","0.1674","0.0292839378","","0","0.002516026","","0.000108384","","","0.0000022056","0.0000002669","0.0000002823","","","","","1581.7363132082"
