"Service","Relational Database Service($)","Tax($)","EC2-Other($)","OpenSearch Service($)","EC2-Instances($)","Support (Business)($)","ElastiCache($)","CloudWatch($)","Certificate Manager($)","Elastic File System($)","Elastic Load Balancing($)","Managed Streaming for Apache Kafka($)","VPC($)","Elastic Container Service for Kubernetes($)","CIS  Linux 2 Benchmark - Level 2($)","S3($)","EC2 Container Registry (ECR)($)","CloudTrail($)","Secrets Manager($)","Key Management Service($)","FSx($)","Inspector($)","DynamoDB($)","Cost Explorer($)","Lambda($)","SQS($)","SNS($)","CloudFront($)","Service Catalog($)","Athena($)","Glue($)","Fault Injection Simulator($)","Direct Connect($)","CloudWatch Events($)","SES($)","Simple Workflow Service($)","Glacier($)","Step Functions($)","Systems Manager($)","CloudShell($)","CodeArtifact($)","Migration Hub Refactor Spaces($)","X-Ray($)","Location Service($)","Refund($)","Total costs($)"
"2023-07-08","344.6973918406","","176.2411892613","128.7753510629","36.2940492655","","60.7773600605","64.657837084","","24.2981910382","26.6781973827","34.5297980953","17.0281252439","24.552","9.6","1.6092673585","0.3905958335","0","1.4567595","0.80492028","","","0.0792808704","","","0.0033294495","0.0048430865","0.0005668573","0","","0.00027528","","","","","0.000000882","0.0000015747","0.0000001183","","","","","","","","952.4793314256"
"2023-07-09","345.1943940498","","176.6482952994","128.775931304","36.2935296832","","60.777360066","60.7584209897","","24.3779397523","26.8351996992","34.5297424225","17.0041659026","24.552","9.6","1.6957532293","0.3906467592","0","1.4538486","0.80493144","","","0.0792808704","","","0.003134483","0.0046122629","0.0000958591","","","0.00009672","","","","","0.000000588","0.0000015333","0.0000000169","","0.0000019929","","","","","","949.7793835237"
"2023-07-10","356.7561925212","","185.1547920442","128.7760299606","42.6346635607","","60.7773600604","70.0588540738","0.6975","24.4555563937","26.6529619011","34.5611452939","17.0975095962","25.9642169347","12.38","1.70602713","0.391192144","0","1.46990745","0.82003212","","","0.0792808722","","","0.00321036","0.0071142396","0.0023862584","0","","0.00004836","","","","","0.0000002941","0.0000015662","0.0000000169","","0.0000002381","","","","","","990.44598339"
"2023-07-11","365.5251689265","","187.8703523234","128.7756334748","36.8229964591","","60.7773600542","77.0556684426","0.6975","24.5381088464","26.6535302709","34.5445478277","17.1728784443","26.784","14.26","1.7018397111","0.3925254967","0","1.55380035","0.83298402","","","0.0792808728","","","0.0032341735","0.0072546683","0.0020916158","0","","0.00007068","","","","","0.0000002941","0.0000016141","0.0000000338","","","","","","","","1006.0508286001"
"2023-07-12","357.9005263149","","186.9885159518","128.7760429477","45.9649525504","","60.777360055","72.2471453962","","24.6204684407","26.6722072125","34.5485845825","17.1595050997","26.784","14.04","1.7839027856","0.3926090184","0","1.53799965","0.83565684","","","0.0792808728","","","0.003341304","0.0073145955","0.0038936207","0","","0.00011997","","","","","0.0000002941","0.0000016732","0.0000000169","","","","","","","","1001.1234291926"
"2023-07-13","340.0399129016","","187.1662176268","128.7759493183","61.1171485796","","60.777360053","64.5982751277","","24.70255601","26.5588598023","34.556819335","17.5447379399","26.784","13.84","1.7421983748","0.3926090184","0","1.54317975","0.83379312","","","0.0792808728","","","0.0034726529","0.0081291024","0.0018321452","0","","0.00018135","","","","","0.000000882","0.0000016552","0.0000001014","0","","","","","","","991.0665157193"
"2023-07-14","343.000071493","","185.0334869243","128.7719553547","48.9650409942","","60.7773600428","67.5982953078","","24.7822243401","26.6616184446","34.5503501332","20.9169161248","26.784","12.26","1.7081824983","0.396454888","0","1.4987397","0.83238696","","","0.0792808728","","","0.003326063","0.0093003284","0.0028132899","0","","0.00007161","","","","","0.0000002941","0.0000015888","0.0000000507","","","","","","","","984.6318773035"
"2023-07-15","342.4511665977","","179.041138897","128.7688599131","40.4897612196","","60.7773600496","70.2817506841","","24.8631996314","26.6764408442","34.5298488593","19.7053677745","26.784","10.9","1.7806165086","0.3983227104","0","1.46168385","0.83658312","","","0.0792808728","","","0.003352508","0.0062074244","0.0003675833","0","","0.00028737","","","","","0.000000882","0.0000015956","0.0000001521","","","","","","","","969.8355990477"
"2023-07-16","346.9609482721","","180.7708432878","128.7655607358","40.4588632963","","60.7773600732","76.2243990091","","24.9447496334","26.8421657274","34.5306427036","16.937032594","26.784","11.58","1.7402136031","0.398814007","0","1.4857569","0.83656638","","","0.0792808728","","","0.0033714635","0.0060736348","0.0002496727","0","","0.00022785","","","","","0.000000588","0.0000016203","0.0000000507","","","","","","","","980.1271219756"
"2023-07-17","343.4594834396","","189.3397061881","128.7646451051","34.0578931479","","60.7773601063","85.0530302455","0.6975","25.0171886597","26.6715947128","34.5678385598","16.997618853","26.784","14.36","1.8342574419","0.3990141258","0","1.55119635","0.83672541","","","0.0792808728","","","0.0035459535","0.0106924894","0.0015672994","0","","0.00031434","","","","","0.000000882","0.0000015933","0.0000001352","","","","","","","","991.2644559111"
"2023-07-18","339.0463710529","","187.8215628191","128.7612082488","29.3390344877","","60.7773601312","79.6057584322","","25.0928396533","26.588359006","34.5568379228","17.4799717357","26.784","14.7","1.9147090213","0.399890494","0","1.5416592","0.83492028","","","0.0792808732","","","0.003650863","0.0181700577","0.0014474793","0","","0.00035247","","","","","0.000000882","0.0000016181","0.0000001521","","","","","","","","975.3473868804"
"2023-07-19","329.4035925047","","181.1510524348","128.7563592343","28.4014280718","","60.7773601329","59.712556453","","25.1730112318","26.681250765","34.5579167853","17.6873166382","26.5751578571","11.7","1.9893824976","0.4011594641","0","1.45638285","0.82846685","","","0.0792808728","","","0.0039772","0.0134359884","0.0016447177","0","","0.00094395","","","","","0.000001176","0.0000015952","0.0000004149","","","","","","","","935.3516796856"
"2023-07-20","327.3936693633","","183.2693758783","128.7547655834","27.3459608623","","60.777360117","64.3122979453","","25.2554752495","26.6905918404","34.727120227","16.9692298341","26.784","11.66","1.9021669422","0.4034893993","0","1.4636229","0.83327418","","","0.0792808728","","","0.0040962562","0.0111109751","0.0016360486","0","","0.00101091","","","","","0.000000882","0.0000017652","0.0000004187","","","","","","","","938.6395384507"
"2023-07-21","328.5439304116","","183.9830541889","128.7531300551","28.3040377603","","60.7773601127","69.2149561671","","25.3392232542","26.6847917862","34.5964104965","17.4359212045","26.7241691735","12.4","1.9786318844","0.4041253816","0","1.4837295","0.83150532","","","0.0792808747","","","0.0041271538","0.0157263195","0.00096796","0","","0.00100068","","","","","0.000001176","0.0000019134","0.0000004501","","","","","","","","947.5560832241"
"2023-07-22","320.7938909976","","177.8851715379","128.7511675441","29.9119656232","","60.7773604395","71.4739318749","","25.4197315314","26.624089709","34.5274275099","17.3828261526","26.784","10.08","1.7920708615","0.4041597912","0","1.4259393","0.83533599","","","0.0792808752","","","0.004002512","0.0087930215","0.0004495558","0","","0.00103323","","","","","0.000001176","0.0000019638","0.0000004637","","","","","","","","934.9626316608"
"2023-07-23","320.921924448","","177.759553659","128.746190699","25.1425389625","","60.7773601654","76.2551541064","","25.4909021408","26.8349586923","34.5264350481","16.8695671327","26.784","10.12","1.6566758632","0.4041597912","0","1.42759005","0.83422557","","","0.0792808752","","","0.0039445181","0.0086466447","0.0007581054","0.001302","","0.00127689","","","","","0.000001176","0.0000017785","0.000000589","","","","","","","","934.6464489055"
"2023-07-24","334.517180159","","186.2134673439","128.7388408095","27.6501401679","","60.7773600456","84.7199259832","","25.56219225","26.6972701441","34.5310814972","16.984165505","25.7316674122","13.2","1.7439629781","0.4041597912","0","1.51585635","0.82284986","","","0.0792808752","","","0.0035991766","0.0129492711","0.0008828538","0.001302","","0.00045663","","","","","0.000000882","0.0000018428","0.000000184","","","","","","","","969.9085940124"
"2023-07-25","328.0428179086","","176.6266696922","97.5613351514","26.9993954507","","38.1216300146","60.3479205951","","25.638696317","26.7561286047","21.4038589392","16.9790569663","24.552","8.5","1.821287589","0.4041597912","0","1.43030565","0.80684259","","","0.0792808752","","","0.0037386933","0.0091218992","0.0010817776","0.002604","","0.00055428","","","","","0.000000882","0.0000018736","0.0000002535","","0.0000021598","","","","","","856.0884919542"
"2023-07-26","250.1076538739","","164.587915599","26.3498174459","25.2796067478","","12.65544","55.9266425042","","25.7150774456","26.6168329083","8.3542268915","18.0600916064","24.552","6.68","1.8972826604","0.4041597912","0","1.3967559","0.8043567","","","0.0792808752","","","0.003629276","0.0117240305","0.0000648751","0.022134","","0.00061752","","","","","0.000000882","0.0000019299","0.0000001343","","","","","","","","649.5053135972"
"2023-07-27","202.9022419879","","162.5926226044","26.3498532282","22.8823950857","","12.65544","58.4209644623","","25.8029370903","26.7195487906","8.3181518081","16.7795115196","24.552","5.96","1.9813771445","0.4041597912","0","1.3682049","0.78998541","","","0.0792808752","","","0.003689945","0.0078244179","0.0000823577","0.022134","","0.0004836","","","","","0.000000882","0.0000020317","0.0000002028","","","","","","","","598.5928921351"
"2023-07-28","217.5295245342","","171.4823205604","26.3498953312","13.5713568441","","12.65544","67.342417399","","25.8894033061","26.7526172046","8.3168509302","16.8750354177","26.2697959478","9.06","1.775085453","0.4043103355","0","1.46471565","0.82107024","","","0.0792808772","","","0.0037264174","0.0077325679","0.0001572368","0.022134","","0.00057102","","","","","0.000000882","0.0000019992","0.0000002674","","","","","","","","626.6734444217"
"2023-07-29","200.873058219","","160.7714492709","26.3499322211","0.0020636977","","12.65544","65.7906323261","","25.9766008768","26.6097803273","8.2177687947","19.9278537779","25.1501846025","5.76","1.5902249825","0.404405964","0","1.36083","0.80717787","","","0.0792808776","","","0.0038313598","0.0054589178","0.0000114606","0.022134","","0.00082026","","","","","0.000001176","0.0000021153","0.0000003699","","","","","","","","582.3589434675"
"2023-07-30","200.8780260199","","160.6455366985","26.3499464433","0.0013316632","","12.65544","68.4053627778","","26.060284814","26.8705874356","8.2177662151","16.8340383322","24.552","5.76","1.6698216838","0.404405964","0","1.363248","0.80049255","","","0.0792808776","","","0.0037659095","0.0053345352","","0.033201","","0.00089373","","","","","0.000001176","0.0000020934","0.0000003887","","","","","","","","581.5907683078"
"2023-07-31","205.1677039387","","169.1378577978","26.3499646804","6.116320951","","12.65544","64.9703885944","","26.1436498599","26.7052264282","8.3340256811","16.8258310446","25.3789608044","8.46","1.657095493","0.404405964","0","1.4389872","0.80441051","","","0.0792808776","","","0.003520674","0.0081502827","0.0001210487","0.022134","","0.00044547","","","","","0.000000882","0.0000020267","0.0000002028","","","","","","","","600.663924412"
"2023-08-01","207.0295276568","3546.6","161.3726293477","22.6001716794","17.6455922676","","12.65544","47.8391608429","1488","26.2375446848","26.7280284292","8.2191095471","16.8389519402","24.6330627004","6.58","1.8130008362","0.4044192112","0","1.38183405","0.79081683","","","0.0000012575","","","0.003282942","0.0079450521","0","0","","0.00018507","","","","","0.0000006022","0.0000019681","0.0000000845","","0.0000024186","","","","","","5617.3807094185"
"2023-08-02","246.3557577601","","159.15318084","20.7252153277","11.0252181095","","12.65544","60.0533459009","","26.3306657936","26.6410262185","8.2793224398","16.8290710187","26.3546226168","6.5","1.8913487339","0.4052399321","0","1.3842567","0.8352436","","","0","","","0.003572344","0.0119305593","0","0","","0.0002232","","","","","0.0000006022","0.0000019702","0.0000000676","","","","","","","","625.4346837349"
"2023-08-03","216.6514242626","","153.5895393151","20.7251405111","8.4421492393","","12.65544","54.3329722017","","26.4230414135","26.7299474387","8.2420156366","19.1002397956","26.784","6.98","1.7808879594","0.4064304504","0","1.39634205","0.84088809","","","0.07928064","","","0.003538127","0.0088052468","0.0001128839","0","","0.00015345","","","","","0.0000009033","0.0000017473","0.0000001014","","","","","","","","585.1723514637"
"2023-08-04","211.8706086878","","152.2281427558","20.7252252369","7.8832136003","","12.65544","47.3926487775","","26.512782397","26.6323485226","8.2666340431","19.0741132748","26.784","6.66","1.712856158","0.4071100326","0","1.38295935","0.85085453","","","0.0792808776","","","0.003537762","0.0083324041","0.0000181943","0","","0.0001581","","","","","0.0000009033","0.0000019119","0.0000001183","","0.0000023831","","","","","","571.130270021"
"2023-08-05","205.6377945546","","148.0870549394","20.7252581056","0.9164222688","","12.65544","42.9406100279","","26.5992985751","26.7138465439","8.2520685101","19.1386299664","26.784","5.28","1.7896850334","0.4076996472","0","1.3541805","0.87017664","","","0.0792808776","","","0.003485331","0.0052989639","","0","","0.00027714","","","","","0.0000009033","0.0000019824","0.0000001521","","","","","","","","548.2405106627"
"2023-08-06","204.0836678066","","155.0698890393","20.7252539335","0.9120210047","","12.65544","54.826937146","","26.6941588827","26.885200588","8.2537631929","16.8812456176","26.784","5.28","1.6959395813","0.4076996472","0","1.352367","0.87069558","","","0.0792808776","","","0.003487914","0.0053308653","","0","","0.0002232","","","","","0.0000009033","0.0000020036","0.0000000845","","","","","","","","563.4666048681"
"2023-08-07","221.6538208761","","165.8503356115","20.7252630602","2.8800587987","","12.65544","78.1335284255","","26.7879982635","26.6294825414","8.2554502979","17.0397864367","26.784","7.48","1.6984140454","0.4081225734","0","1.41326805","0.87188412","","","0.0792808776","","","0.003530294","0.0083659726","0.0000826821","0","","0.00010044","","","","","0.0000006022","0.0000019553","0.0000000507","","","","","","","","619.3582159748"
"2023-08-08","204.9461914733","","159.571367393","20.7253130697","0.9087918376","","12.65544","55.8499759545","","26.8841437452","26.7430704239","8.2575948674","18.3971747541","26.784","6.48","1.7865790523","0.4085237082","0","1.38254085","0.86732526","","","0.0792808776","","","0.003516538","0.0082059002","0.000038307","0","","0.0001674","","","","","0.0000009033","0.000001974","0.0000000835","","","","","","","","572.7392443728"
"2023-08-09","238.3559263802","","159.1288895531","20.7253378091","1.2608771745","","12.65544","54.217464925","","26.9821521239","26.7043893223","8.2540768093","16.8708769279","26.784","6.48","1.7882849026","0.4086303024","0","1.328673","0.88036357","","","0.0792808785","","","0.0035080204","0.011167492","0.0009501216","0","","0.00019995","","","","","0.0000011746","0.0000010033","0.000000535","","","","","","","","602.9204919757"
"2023-08-10","272.7798006883","","159.3212053262","20.7252638792","1.6436733916","","12.65544","56.2440386087","","27.0697983134","26.73438668","8.252381598","16.8615911056","26.784","6.5","1.7514889056","0.40880955","0","1.2980853","0.90216312","","","0.07928088","","","0.003299695","0.0085200443","0.0000753995","0","","0.00012741","","","","","0.000000882","0.0000003744","0.000000469","","0.0000047756","","","","","","640.0234363964"
"2023-08-11","209.5707035698","","159.3640596092","20.7252166865","1.6328944225","","12.65544","58.553008816","","27.1572808548","26.6370265172","8.2664884237","17.0049807367","26.784","6.46","1.8386455446","0.4088976744","0","1.38299655","0.90178647","","","0.07928088","","","0.0032345785","0.0077438736","0.0001015656","0","","0.00013206","","","","","0.000000882","0.0000001938","0.0000009258","","","","","","","","579.4339208347"
"2023-08-12","200.5922278603","","158.1435864314","20.725081268","1.621852276","","12.65544","47.2026405349","","27.2546780032","26.7473879884","8.2558325829","21.2507832422","26.784","5.28","1.7943787217","0.4088976744","0","1.3513905","0.88990944","","","0.07928088","","","0.003138597","0.0046641225","","0","","0.00008556","","","","","0.000000882","0.0000001938","0.000000466","","","","","","","","561.0452572247"
"2023-08-13","201.8359430646","","157.256752766","20.7250444898","1.6121747834","","12.65544","50.4251136743","","27.3513172464","26.8962895281","8.2505420543","16.6860239455","26.784","5.28","1.7599101552","0.4088976744","0","1.3503303","0.88890504","","","0.07928088","","","0.0030433485","0.0045216325","","0","","0.00010137","","","","","0.000000882","0.0000001938","0.0000006876","","","","","","","","560.2536337164"
"2023-08-14","213.0231689077","","160.7393081835","20.7250397665","1.6052631577","","12.65544","55.0065827013","","27.4378128057","26.7314292482","8.2512293285","17.9086730307","26.784","6.46","1.8493030909","0.4090326656","0","1.38023445","0.8873817","","","0.07928088","","","0.0032163285","0.0075920579","0.000402519","","","0.00007719","","","","","0.000000588","0.0000001938","0.0000006876","","","","","","","","581.9444694811"
"2023-08-15","209.5239930125","","160.1957659899","20.7250550519","1.5478844749","","12.65544","58.4655561813","","27.5148636415","26.6237527771","8.2505943702","17.0581464693","26.784","6.44","1.9300618485","0.409142028","0","1.37848605","0.88653075","","","0.07928088","","","0.0031653535","0.0078521037","","0","","0.0000558","","","","","0.000000588","0.0000001938","0.000000457","","","","","","","","580.4796280211"
"2023-08-16","209.6202758923","","160.481113263","20.7250611337","1.5046789454","","12.65544","60.7789664685","","27.5915916804","26.718448384","8.2490960327","16.9107233437","26.784","6.5","2.0157572464","0.409142028","0","1.3796439","0.88660887","","","0.07928088","","","0.003167963","0.0076355298","0.0000665558","0","","0.00005859","","","","","0.0000002941","0.0000001894","0.0000002292","","","","","","","","583.3007574194"
"2023-08-17","238.0925117957","","161.2363902377","20.7250640009","2.0985717682","","12.65544","62.8229436444","","27.6784085235","26.7370994139","8.2462834039","17.4573354228","28.2489275779","6.5","2.1025338606","0.409142028","0","1.3794579","0.98103317","","","0.07928088","","","0.003208511","0.0102851552","0.0003388014","0","","0.0000558","","","","","0.000000588","0.0000001939","0.0000002292","","","","","","","","617.4643129062"
"2023-08-18","276.844650727","","162.0802689185","20.725101141","2.4211972778","","12.65544","65.536920445","","27.7705707368","26.6482290706","8.2501098893","17.5986464947","29.016","6.46","1.9244639698","0.409457731","0","1.3806297","1.01946519","","","0.07928088","","","0.003128159","0.008140706","0.0000223299","0.002604","","0.00007905","","","","","0.000000588","0.000000185","0.00000046","","0.0000021706","","","","","","660.83440982"
"2023-08-19","228.987733646","","167.2119860117","20.7251130008","2.395463527","","12.65544","69.2776614288","","27.8588813681","26.7423233186","8.2572548781","18.388712177","29.016","8.58","1.7640271505","0.4095989976","0","1.44525075","1.01522439","","","0.07928088","","","0.003001318","0.0073560896","0.0001918999","0.001302","","0.0001116","","","","","0.000001176","0.0000001828","0.0000009168","","","","","","","","624.8219167073"
"2023-08-20","199.9491486687","","160.5477650674","20.7251139","3.0936364179","","12.65544","48.6403980242","","27.9446449141","26.9016197445","8.250795225","20.1286586384","29.016","5.8","1.8447228466","0.4096962862","0","1.35372015","1.01634876","","","0.07928088","","","0.003032566","0.0046162536","0.000011462","0.001302","","0.00012276","","","","","0.000001176","0.0000001895","0.0000006876","","","","","","","","568.3660766177"
"2023-08-21","216.3906747036","","163.201118144","20.7251035514","3.0727243137","","12.65544","53.9388237559","","28.029650814","26.7368298729","8.2513363837","17.5195432815","29.016","7.32","1.9329443079","0.4099603154","0","1.35120225","1.01177874","","","0.07928088","","","0.003048956","0.0073397734","0.0003314382","0.001302","","0.00013578","","","","","0.000000882","0.0000001606","0.0000009288","","","","","","","","591.654571233"
"2023-08-22","216.9537931505","","169.4346184105","20.7251120289","3.1314675618","","12.65544","63.265305756","","28.1154782044","26.7524621035","8.2624794076","18.1013828971","29.016","7.36","1.9442344814","0.4104592571","0","1.3481937","1.01886255","","","0.07928088","","","0.003151278","0.0107648021","0.0008393853","0.001302","","0.00013392","","","","","0.000000882","0.0000001762","0.0000007116","","","","","","","","608.590763544"
"2023-08-23","208.2629917281","","165.1118051539","20.7250140619","3.1171846558","","12.65544","69.849708492","","28.205963445","26.7507704942","8.2692267249","17.9303331551","29.016","7.02","2.0184326019","0.4115649365","0","1.3919292","1.01881791","","","0.07928088","","","0.0031795445","0.0104661636","0.0002407095","0.001302","","0.00012834","","","","","0.000001176","0.0000001784","0.0000009348","","","","","","","","601.8497824861"
"2023-08-24","206.1292860851","","167.1234548526","20.7250842987","3.1431219162","","12.65544","64.3303909476","","28.2959652035","26.8330621629","8.2870390726","17.0978030119","29.016","6.5","1.9190039812","0.4122832759","0","1.383894","1.0194624","","","0.07928088","","","0.003205207","0.0075746181","0.0006156226","0.001302","","0.00013857","","","","","0.000000882","0.0000001806","0.0000007086","","","","","","","","594.9634098771"
"2023-08-25","235.4395764141","","161.4450493427","20.7250740993","3.755706791","","12.65544","64.5768898961","","28.3784197378","26.6144645059","8.2820371251","18.5273920643","29.016","6.54","1.7235712726","0.4130754862","0","1.3830198","1.01230884","","","0.07928088","","","0.0031780565","0.0105730355","0.0002272665","0.001302","","0.00011904","","","","","0.000000882","0.0000001828","0.0000007056","","","","","","","","620.582707424"
"2023-08-26","265.7025604915","","159.1525002854","20.7250707067","3.1742941509","","12.65544","63.6268932531","","28.4640634937","26.7342917862","8.2803753392","17.5616237768","29.016","5.28","1.8033259076","0.4136157216","0","1.3535109","1.01074365","","","0.07928088","","","0.003094351","0.005396267","0.0000108658","0.001302","","0.00010323","","","","","0.000000882","0.000000185","0.0000007056","","","","","","","","645.0434988291"
"2023-08-27","196.6295484198","","159.8837591205","20.7250684678","3.1856420344","","12.65544","64.7889991556","","28.5453490455","26.9180921972","8.2889914929","16.6725542419","29.016","5.28","3.8983853117","0.4136157216","0","1.3524507","1.01088036","","","0.07928088","","","0.0030482175","0.0045324416","","","0.3607377","0.00017421","","","","","0.000000882","0.0000001828","0.0000007026","","0.0000011857","","","","","","579.7125526711"
"2023-08-28","205.5650931911","","161.2805825026","20.7250662139","9.3527394974","","12.65544","49.3858122793","","28.6226017463","26.6985614421","8.2923513975","17.7278030309","27.9635799671","6.48","1.6858276544","0.4136157216","0","1.38309885","1.02304564","","","0.07928088","","","0.0031802665","0.0076679448","0.000107584","0.001302","","0.00013545","","","","","0.000001176","0.0000001784","0.0000009258","","","","","","","","579.3468955397"
"2023-08-29","206.468316857","","164.2713391465","20.725079404","11.2266259923","","12.65544","51.8481525683","","28.7021603135","26.7051323794","8.2911892359","16.7044197717","28.460602631","6.46","1.7573614789","0.414019794","0","1.38222","1.08335254","","","0.0792808841","","","0.0032178385","0.0077149763","0.0000642809","0.001302","","0.0001215","","","","","0.000000882","0.0000001784","0.0000006996","","","","","","","","587.2471153523"
"2023-08-30","208.7122939612","","165.1553897382","20.7250694291","10.3778091619","","12.65544","54.6602018707","","28.7975677802","26.7306270239","8.2703928013","17.4203853821","29.016","6.46","1.7558885729","0.4145013864","0","1.3792347","1.09692693","","","0.0792808845","","","0.003121474","0.0075708675","0.0001346261","0.001302","","0.00008616","","","","","0.000000588","0.0000001784","0.000000466","","","","","","","","593.7192259824"
"2023-08-31","205.2675595853","","162.6675911057","20.7250779964","2.7205956021","","12.65544","57.1895514307","","28.8915206901","26.7017867601","8.2733024572","17.3445716159","29.016","6.16","1.7185692687","0.4147214932","0","1.3814853","1.10380986","","","0.0792808845","","","0.0031973785","0.0077974242","0.0002224911","0.001953","","0.00009639","","","","","0.000000882","0.0000001784","0.0000006966","","","","","","","","582.3241324907"
"2023-09-01","210.9923635832","3331.86","165.9694971294","20.9337158196","4.770378912","","12.65544","51.9456293602","1488","29.9487420242","26.7192113232","8.3740584976","18.7776160538","29.016","5.52","2.0063341957","0.4286057208","0","1.42567605","1.1342773188","","","0.0792818975","","","0.003121487","0.0078893111","0.000013089","0","","0.00007161","","","","","0.0000006022","0.0000001828","0.000000463","","","","","","","","5410.5679246311"
"2023-09-02","231.3956923398","","162.1564239014","20.9336766002","5.0498369297","","12.65544","60.5186301778","","30.0651758345","26.6365444062","8.3765460412","20.3432147651","29.016","4.32","1.8920449508","0.4286057208","0","1.3952604","1.1629055088","","","0.07928064","","","0.003048189","0.0074427138","","0","","0.00006138","","","","","0.0000009033","0.0000001828","0.0000006906","","","","","","","","616.4358322758"
"2023-09-03","270.6156099507","","163.5646287821","20.9336708866","5.0280956776","","12.65544","62.8054277266","","30.1592415295","26.9154428904","8.3680007448","16.7045154101","29.016","4.32","1.7607195699","0.4286057208","0","1.3947303","1.1458697688","","","0.07928064","","","0.0030229","0.0054806063","","0","","0.00009207","","","","","0.0000009033","0.0000001806","0.0000009168","","","","","","","","655.9038771749"
"2023-09-04","210.6582315401","","165.6968787798","20.9336580573","5.0227550152","","12.65544","65.4569542476","","30.2530499339","26.7488503982","8.3578509432","17.4930578366","29.016","5.5","1.8417046834","0.4286057208","0","1.42495995","1.1399828688","","","0.079280892","","","0.003134865","0.0077932668","0.0002650005","0","","0.00009207","","","","","0.0000009033","0.0000001806","0.000000457","","","","","","","","602.7185476101"
"2023-09-05","210.5555930993","","165.045894376","20.9336875527","3.2815750947","","12.65544","29.4242574341","","30.3491314924","26.7789709951","8.3630828514","19.9144970149","29.016","5.74","1.8462720148","0.4286057208","0","1.4249553","1.1463775488","","","0.079280892","","","0.0031032405","0.007656075","0.0000602058","0","","0.00009207","","","","","0.000000882","0.000000174","0.0000006876","","0.0000025821","","","","","","566.994537304"
"2023-09-06","218.0534765209","","165.200122427","20.9337014227","2.3692175504","","12.65544","32.1726920201","","30.4486154025","26.7781485905","8.4012883653","17.1263482174","29.016","6.18","1.8551446886","0.4287481817","0","1.4271129","1.1459450988","","","0.079280892","","","0.003259475","0.0117179628","0.0003944802","0","","0.00006138","","","","","0.000000588","0.0000002004","0.000000457","","","","","","","","574.2867168213"
"2023-09-07","213.6845499722","","163.1837888603","20.9336850717","2.4784250096","","12.65544","36.412216999","","30.5455194499","26.7539487985","8.3543843269","17.6752076242","29.016","6","1.9478465874","0.4288601784","0","1.424481","1.1465867988","","","0.079280892","","","0.003243107","0.008019175","0.0000229206","0","","0.00006138","","","","","0.000000588","0.0000001916","0.000000457","","","","","","","","572.7315693881"
"2023-09-08","209.5922935906","","162.8794402063","20.9336916604","2.5879090236","","12.65544","37.8372180135","0.6975","30.6332351216","26.6821467505","8.3922583223","17.6091728359","29.016","6","1.9116234207","0.4288601784","0","1.4237091","1.1481324588","","","0.079280892","","","0.003211487","0.0081697651","0.0000483696","0","","0.00006138","","","","","0.000000588","0.000000196","0.000000457","","","","","","","","570.5194038173"
"2023-09-09","199.6422120716","","160.2135534882","20.9336982885","2.5023737328","","12.65544","29.6617210029","0.6975","30.7276961982","26.73977777","8.3325655369","19.8638205236","29.016","4.8","1.8682231767","0.4288601784","0","1.3936701","1.1446365888","","","0.079280892","","","0.003164987","0.0047180836","","0","","0.00005301","","","","","0.000000588","0.000000196","0.0000002292","","","","","","","","550.7089666424"
"2023-09-10","199.2402101469","","166.3085279874","20.933693943","2.4862978785","","12.65544","32.9240480782","","30.8334772317","26.9087561283","8.3367818536","17.8709638758","29.016","4.8","1.9546216882","0.4288601784","0","1.3942002","1.1494046988","","","0.079280892","","","0.003089843","0.0046070623","","0","","0.00004092","","","","","0.000000588","0.0000001894","0.0000002292","","","","","","","","557.3283036127"
"2023-09-11","208.1568810181","","169.4579595611","20.9336899671","2.5327021793","","12.65544","37.1652482928","","30.9250523838","26.7260502485","8.3328822868","16.7154610981","29.016","6","2.0466631635","0.4288601784","0","1.42348125","1.1468574288","","","0.079280892","","","0.0031605175","0.0077582062","0.0001925141","0","","0.00001023","","","","","0.0000002941","0.0000001827","0.0000002292","","","","","","","","573.7536321221"
"2023-09-12","207.4796274117","","169.3953509558","20.9336879306","0.6663017701","","12.65544","30.7659216528","","31.0237733003","26.6727859186","8.3380650199","17.2551106057","29.016","5.98","2.1339516221","0.4287909873","0","1.365085","1.1472536088","","","0.079280892","","","0.00304854","0.0074821076","0.0000114607","","","0.00002232","","","","","","0.0000001498","","","","","","","","","565.3469912538"
"2023-09-13","235.6543229998","","169.7643348582","20.9337010659","0.0033611296","","12.65544","31.5190895196","","31.1184911702","26.7621276897","8.3341043327","16.7078718701","29.016","6.32","2.2257432433","0.4287742439","0","1.42387185","1.1478339288","","","0.079280892","","","0.0029789815","0.0097455611","0.0000114603","0","","0.00003348","","","","","0.000000588","0.0000001498","0.0000002292","","","","","","","","594.1071192437"
"2023-09-14","272.3097610463","","169.1916345328","20.9337103105","0.0034040902","","12.65544","34.8145568085","","31.2112707482","26.7659103556","8.3318427651","16.6855580936","29.016","6.48","2.0924435519","0.4287804182","0","1.43093055","1.1779383396","","","0.079280892","0.1488","","0.0031285255","0.0083024249","0.0000229241","0","","0.00016833","","","","","0.00000107","0.0000000696","0.0000009495","","","","","","","","633.7688867961"
