"Service","Relational Database Service($)","Tax($)","EC2-Other($)","OpenSearch Service($)","EC2-Instances($)","Support (Business)($)","ElastiCache($)","CloudWatch($)","Certificate Manager($)","Elastic File System($)","Elastic Load Balancing($)","Managed Streaming for Apache Kafka($)","VPC($)","Elastic Container Service for Kubernetes($)","CIS  Linux 2 Benchmark - Level 2($)","S3($)","EC2 Container Registry (ECR)($)","CloudTrail($)","Secrets Manager($)","Key Management Service($)","FSx($)","Inspector($)","DynamoDB($)","Cost Explorer($)","Lambda($)","SQS($)","SNS($)","CloudFront($)","Service Catalog($)","Athena($)","Glue($)","Fault Injection Simulator($)","Direct Connect($)","CloudWatch Events($)","SES($)","Simple Workflow Service($)","Glacier($)","Step Functions($)","Systems Manager($)","CloudShell($)","CodeArtifact($)","Migration Hub Refactor Spaces($)","X-Ray($)","Location Service($)","Refund($)","Total costs($)"
"2023-10-20","225.4097551593","","177.5783321435","20.7249749068","0.0293370319","","12.65544","50.3215606765","","33.5889699403","27.338418746","8.2258548562","16.7684768521","29.016","7.42","1.9439270691","0.4234569045","18.1641462","1.5516039","1.65168882","","","0.0792808847","0.1209","","0.009369192","0.0075106506","0.0008045442","0.001953","","0.00018846","","","","","0.0000007298","0.0000000666","0.0000009369","","0.0000022348","","","","","","633.0319539058"
"2023-10-21","253.7739644609","","180.0969621628","20.7249438457","0.0082773639","","12.65544","53.004280898","","33.6917056262","27.3690120358","8.2299932404","16.7557597317","29.016","9.12","1.7351335579","0.4254893005","18.3060642","1.59523485","1.65025476","","","0.0792808844","0.2046","","0.009991548","0.0059203154","0.0007549192","0.001302","","0.00020799","","","","","0.0000007205","0.0000000672","0.0000007156","","","","","","","","668.4605751941"
"2023-10-22","267.5660841324","","177.0543170692","20.7249315766","0.0052450412","","12.65544","52.6488728241","","33.793698","27.5284369242","8.2283517765","16.7928594237","29.016","9.12","1.810278316","0.4259057341","18.1180554","1.5941514","1.64978883","","","0.0792808843","0.2511","","0.011310288","0.0053579501","0.0007478693","0.001302","","0.00020055","","","","","0.0000009493","0.0000000642","0.0000007137","","","","","","","","679.0817177169"
"2023-10-23","291.4508037049","","178.1142307616","26.4818292582","0.0061307896","","12.6554400157","52.7382148178","","33.8826835988","27.3520717824","8.2286316074","16.7756685432","29.016","9.12","1.8058533288","0.4262077473","18.2193696","1.59511395","1.65081834","","","0.0792808853","0.1488","","0.009895572","0.0076535504","0.0014171523","0.001302","","0.00014661","","","","","0.0000004917","0.0000000648","0.0000007118","","","","","","","","709.767564884"
"2023-10-24","353.8366297954","","177.3923074983","29.2701451029","0.0016572069","","12.6554400366","51.1109051804","","33.9693850022","27.3461278949","8.2338485448","20.9685793056","29.016","9.12","1.8111956621","0.4266775008","17.9401464","1.59100335","1.65007341","","","0.0792808844","0.1581","","0.011527164","0.0058344965","0.0004292334","0.001302","","0.0001494","","","","","0.0000007205","0.0000000636","0.0000007027","","","","","","","","776.596746556"
"2023-10-25","358.9892825416","","182.0425542854","30.2840084353","0.0242693508","","12.9567600442","53.5753240211","","34.058020121","27.3525811543","8.2414537107","19.0909531853","31.4524881935","9.12","1.9044965206","0.4271792447","18.5571642","1.59427695","1.68440652","","","0.0792808871","0.1302","","0.00879036","0.0055183875","0.0007664912","0.001302","","0.00016614","","","","","0.0000009524","0.0000000566","0.0000006934","","","","","","","","791.5812444467"
"2023-10-26","355.5210916777","","178.7568868606","27.6332855477","0.0031655923","","12.6554401152","56.9087216342","","34.1523254106","27.3619718126","8.2285762992","17.8826181762","33.48","9.12","1.8661942476","0.4279775254","18.8418744","1.5884877","1.71103317","","","0.0792808896","0.2511","","0.008733444","0.0058235568","0.001686774","0.001302","","0.00016614","","","","","0.0000005041","0.0000000582","0.0000007059","","","","","","","","786.4877442419"
"2023-10-27","358.2500884921","","178.7672905828","27.6333967162","0.0053701072","","12.6554402109","55.6309283057","","34.2461577888","27.2725986888","8.2324983902","18.3478237896","33.48","9.12","1.7742170103","0.4281220603","19.0661532","1.59640665","1.73572061","","","0.0792808896","0.1953","","0.00875688","0.0056927554","0.002178582","0.001302","","0.00018753","","","","","0.00000094","0.0000000582","0.0000004835","","","","","","","","788.5349127216"
"2023-10-28","356.3137139486","","197.4446418958","27.6334758238","0.0030412905","","12.6554402379","56.016424311","","34.3457288206","27.37781183","8.2273627662","18.3930341394","33.48","9.12","1.856763389","0.4281288362","18.8339508","1.5947931","1.74161349","","","0.0792808896","0.186","","0.011174508","0.0053704387","0.0005944316","0.002604","","0.00015777","","","","","0.0000009524","0.0000000548","0.0000009351","","","","","","","","805.7511086592"
"2023-10-29","354.3948860046","","209.75259319","48.9128698763","0.0015027131","","21.8103602556","56.5814411208","","34.4462868754","27.5420732786","8.2274639014","18.3948668358","35.0300144925","9.12","1.7772408391","0.4281314184","18.8983812","1.59477915","1.76433382","","","0.0792808896","0.0744","","0.011100852","0.0052672102","0.0005839083","0.003906","","0.00019497","","","","","0.0000007298","0.000000054","0.0000007161","","","","","","","","848.8519603016"
"2023-10-30","352.5252232721","","213.4228960219","66.9185938466","6.0612986444","","27.8330402883","34.8039964293","","34.5381001104","27.4079902254","14.5750952343","20.8086544986","35.5406969183","9.12","1.7855254451","0.4284637294","19.3990932","1.5971925","1.81148491","","","0.0792808896","0.1023","","0.008579808","0.0055338241","0.0034476881","0.003906","","0.00021543","","","","","0.0000004824","0.0000000558","0.0000009371","","","","","","","","868.7806103892"
"2023-10-31","350.7112312404","","214.8870804105","66.9184905788","13.194467272","","27.8330403387","37.3369558341","","34.6393725441","27.3441341803","23.5496508199","23.8569496062","35.6285384418","9.12","1.8770164435","0.4317044503","19.3405776","1.59500235","1.83493917","","","0.0792808896","0.1953","","0.008766552","0.0056127214","0.0038493219","0.003906","","0.00020334","","","","","0.0000009524","0.0000000548","0.000000716","","","","","","","","890.3960718287"
"2023-11-01","363.8666546852","7401.39","218.5088899647","67.2384511432","0.0596763711","3172.8600184755","27.8330403495","48.3066382282","1244.13294852","35.8939952266","27.4333407706","23.6466707592","28.8263228733","35.6542640757","9.12","2.1012267243","0.448264104","20.4707136","1.5827825008","1.8234512528","","","0.0792818975","0.2046","","0.009174636","0.0056025788","0","0","","0.0001488","","","","","0.0000004762","0.000000054","0.0000009387","","","","","","","-222.1","12509.3961590059"
"2023-11-02","362.8304925889","","219.9216706521","67.2379173676","2.1232149311","","27.8330403648","57.7210928083","","35.993406387","27.3393569148","23.6466770322","28.8262601442","35.5939493899","9.12","2.0530657406","25.670827544","21.1341942","1.6405882008","1.894280778","","","0.07928064","0.1953","","0.010497096","0.0057844303","0","0","","0.00014136","","","","","0.0000009555","0.000000056","0.0000007065","","","","","","","","950.8710402886"
"2023-11-03","357.296374162","","222.717481254","67.2377335794","3.3859916333","","27.8330402832","58.0485042758","","36.0920773554","27.3935952618","23.6466564782","28.8076745625","34.6795937735","9.52","2.0847937116","22.3017173497","5.8179312","1.6554093","1.892927628","","","0.0792808968","0.2046","","0.009150828","0.0059636799","0.0013568449","0","","0.00014508","","","","","0.0000007236","0.0000000588","0.0000007102","","","","","","","","930.7120006306"
"2023-11-04","355.3189462313","","222.1821599118","67.2377376587","0.0095397002","","27.8330403048","58.8235068215","","36.1883663866","27.3023873692","23.6466220276","29.6153661653","33.48","9.6","2.0406067267","18.4800568198","0","1.8233388834","1.894032468","","","0.0792808968","0.1953","","0.010279476","0.0054627287","0.0003484245","0","","0.00016089","","","","","0.0000009648","0.000000061","0.0000009381","","","","","","","","915.7665418548"
"2023-11-05","353.2892140689","","220.608194903","67.2377371011","0.0039776108","","27.8330403054","57.3888817366","","36.2819866327","27.5421345115","23.6467476413","31.3367430586","33.48","9.58","1.9873020179","25.9288310403","0","2.11851675","1.892562138","","","0.0792808968","0.1581","","0.011358276","0.0054395329","0.0003863046","0","","0.00015903","","","","","0.0000009555","0.0000000618","0.0000007083","","","","","","","","920.410595282"
"2023-11-06","382.5485234935","","226.4520616524","67.2377429321","8.976776565","","27.8330402796","58.8113173272","","36.367657917","27.3900655666","23.6485052417","30.9193153722","31.8671760194","9.66","2.0975246434","25.2044153282","0","2.13318285","1.9152430819","","","0.0792808968","0.1581","","0.008875548","0.0057806206","0.0023571038","0","","0.00016368","","","","","0.0000007298","0.0000000618","0.0000009497","","","","","","","","963.3171078607"
"2023-11-07","394.0376320153","","227.4200865558","67.2377431049","16.6229033001","","27.8330402487","58.2481427169","0.6975","36.4574975735","27.306932559","23.6486541752","30.5319217004","31.4634429992","9.6","2.2110321014","11.3073886881","0","2.13065325","1.9563199429","","","0.0792808968","0.186","","0.008945856","0.0059290331","0.0011387282","0","","0.00014694","","","","","0.0000007205","0.0000000554","0.0000007083","","","","","","","","968.9923338697"
"2023-11-08","400.5348678044","","226.7960462717","78.7082227863","19.9355281382","","47.4374401548","59.593812258","4.185","36.5481624093","27.3975021298","23.6483764455","30.831944625","33.48","9.6","2.2955412323","1.1034387118","0","2.14055775","2.0054591808","","","0.0792808968","0.186","","0.009082752","0.005755241","0.0011988711","0","","0.00016926","","","","","0.0000009555","0.000000054","0.0000009446","","","","","","","","1006.5233888729"
"2023-11-09","398.5882021478","","226.3829962761","106.5653352159","24.7668460728","","83.186640012","60.6149443217","2.0925","36.6417148754","28.045820863","23.6484436553","32.0363979118","33.4290517319","9.6","2.3811338997","0.509074977","0","2.14479855","2.0191624212","","","0.0792808968","0.1395","","0.009148596","0.0057035405","0.0023845224","0","","0.00014322","","","","","0.0000009586","0.0000000526","0.0000007143","","","","","","","","1072.8892254328"
"2023-11-10","401.2929718233","","236.0747149207","106.5653323792","54.8684953749","","83.186640012","65.453582086","0.6975","36.735574502","28.4402670757","23.6483505975","30.8393918229","35.8116651035","9.6","2.2082433622","0.5854161888","17.1868836","2.21032635","2.0663756294","","","0.0792808968","0.1674","","0.009822288","0.0057809155","0.0020018745","0","","0.00015159","","0.1107614919","","","0.0000007391","0.0000000556","0.0000009484","","","","","","","","1137.8469316279"
"2023-11-11","396.0278319848","","233.8814768116","106.5653270655","23.7463882808","","83.1866400027","65.2355065007","7.6725","36.8286962464","28.7915720442","23.6479473406","31.3609310077","37.944","9.6","2.0021541573","0.5069615114","23.7109266","2.224932","2.1822193254","","","0.0792808968","0.186","","0.011657736","0.0055987105","0.0003690765","0","","0.00015345","","","","","0.0000009617","0.0000000588","0.0000007162","","","","","","","","1115.3990724856"
"2023-11-12","394.8711830034","","233.3418260318","106.5653359413","0.0255588907","","83.18664","65.7241076144","","36.9133617584","29.622489879","23.6479950043","31.3437062978","37.944","9.6","2.0998032618","0.5069081976","23.8857852","2.22921","2.196298596","","","0.0792808968","0.2139","","0.011532","0.0055318553","0.0002339801","0.001302","","0.00021948","","","","","0.0000007298","0.0000000564","0.000000941","","","","","","","","1084.0162116159"
"2023-11-13","802.302174486","","240.2151211546","134.2365573791","54.418728332","","83.18664","66.2677054067","","36.9841529261","29.4032265073","22.8683482643","32.3059610525","37.944","9.6","2.2003338648","0.5627164368","7.4682906","2.26664715","2.2255640432","","","0.0792808968","0.0744","","0.009717012","0.0057131091","0.002138309","0.001302","","0.00017205","","","","","0.0000007112","0.000000057","0.0000004712","","","","","","","","1564.6288922197"
"2023-11-14","450.0194608658","","235.3029025584","149.3753179277","38.9766529075","","83.18664","57.8482273239","","37.0548378689","29.5656732452","23.6479446094","31.4142207825","37.944","9.58","2.2920518425","0.5102614344","0","2.2451729326","2.2696956443","","","0.0792808968","0.1674","","0.01130322","0.0059398498","0.0009023162","0.001302","","0.00020088","","","","","0.0000007267","0.0000000564","0.0000009371","","","","","","","","1191.4993908261"
"2023-11-15","460.6862819049","","262.4898975764","149.3753112052","57.639222166","","83.18664","63.9447060795","","37.1384019266","30.0579545453","23.6481888564","31.729841251","37.944","9.6","2.3921012508","18.9432370599","0","2.3127177984","2.323638849","","","0.0792808968","0.186","","0.0098640492","0.0061679647","0.0024520285","0.000651","","0.00023064","","","","","0.0000009617","0.000000056","0.000000716","","","","","","","","1273.6967887823"
"2023-11-16","482.643773638","","269.6257519647","149.3753728201","99.3409078601","","83.18664","53.0502273524","","37.2188406216","29.9447274429","23.6497842615","33.1583188501","37.944","9.6","2.2420957497","38.396766799","0","2.3138988984","2.4767029029","2.2748237166","","0.0792808968","0.2139","","0.009350592","0.0059316126","0.0051910589","0.001302","","0.00021948","","","","","0.000000736","0.0000000558","0.0000009448","","","","","","","","1356.7578102549"
"2023-11-17","481.5392611567","","272.3934182186","149.3754317383","97.7404505777","","83.18664","52.8432416917","","37.2971596275","30.0635176033","23.6535755389","32.8043182479","37.944","9.6","1.9380715273","36.5010658879","0","2.3118714984","2.5787192556","4.6726495075","","0.0792808968","0.186","","0.009464052","0.0059060459","0.0061810952","0.001302","","0.00019437","","","","","0.0000009555","0.0000000564","0.0000009391","0","0.0000016853","","","","","","1356.7317241735"
"2023-11-18","484.0964977136","","271.1493079701","149.3754337739","98.9798138593","","83.18664","53.1256291335","","37.3790395868","29.9670072038","23.6498283449","32.7324992028","37.944","9.6","2.0286797642","34.2317854669","0","2.3113041984","2.5782254256","4.6732791949","","0.0792808968","0.186","","0.009416064","0.0052514878","0.0017388282","0.001302","","0.0002173116","","","","","0.000000971","0.0000000558","0.0000007105","","","","","","","","1357.2921791644"
"2023-11-19","527.3688475981","","271.7855764551","149.3754528909","99.793525051","","83.18664","51.8427008425","","37.479224936","30.2577726006","23.6496517235","31.6635674982","37.944","9.6","1.8841546164","34.0742619718","0","2.3084211984","2.5791126456","4.6739702807","","0.0792808968","0.186","","0.011005248","0.0053636133","0.0003529308","0.001302","","0.0001494216","","","","","0.0000007329","0.0000000558","0.0000007048","","","","","","","","1399.7503359128"
"2023-11-20","498.9365369453","","289.2907945287","149.375499844","99.441014875","","83.18664","52.3804930532","131.69555904","37.5560961383","29.9778158046","23.6506516104","31.9649179362","37.944","9.6","1.8951788279","33.8649583265","0","2.420631382","2.5789898856","4.6746186054","","0.0792808987","0.2046","","0.0085467","0.0059865174","0.0041060186","0.001302","","0.0002135916","","","","","0.0000007329","0.0000000558","0.0000007105","","","","","","","","1520.7384340286"
"2023-11-21","498.589313799","","322.04276315","149.3754639314","93.9846950582","","83.18664","41.74511119","","37.635738541","30.7332212597","23.6565258476","32.2526946089","37.944","9.6","1.9878027984","40.0374376672","0","2.4766442484","2.6118630094","4.6753209491","","0.0792808992","0.186","","0.008957388","0.0054585572","0.0053414117","0.002604","","0.0001968516","","","","","0.0000009586","0.0000000536","0.0000009353","","","","","","","","1412.8230771135"
"2023-11-22","485.1624835183","","279.2532542709","149.3754662879","97.2256080005","","83.1866400117","52.7905402582","2.79","37.7162308066","31.8784877715","23.6615481686","31.8800227095","37.944","9.6","1.9860837759","17.7582055626","0","2.4836889984","2.6258008164","4.6759422168","","0.0792808992","0.1953","","0.009031044","0.0054748299","0.004456431","0.002604","","0.0002024316","","","","","0.0000009555","0.0000000552","0.000000716","","","","","","","","1352.2903545362"
"2023-11-23","515.4547293124","","279.4011238913","149.3754647066","99.559672419","","83.186640012","50.6276204648","","37.7956821122","32.5078875006","23.6602947598","31.7522834729","37.944","9.6","1.9406851237","19.3353123289","0","2.4821312484","2.6293106364","4.6766337757","","0.0792808992","0.2046","","0.0089373","0.0053982241","0.0034496979","0.002604","","0.0001875516","","","","","0.0000007267","0.0000000534","0.0000009428","","0.0000022324","","","","","","1382.2339333928"
"2023-11-24","573.0595572445","","279.3100674215","149.3754590976","109.6120593455","","83.186640012","37.6297488026","","37.8746064874","32.8034654686","23.6586260729","32.2012056426","37.944","9.6","2.0437732316","35.3091884332","0","2.4882971487","2.6330436564","4.6773775562","","0.0792808991","0.1395","","0.0088896317","0.0052652123","0.0030728558","0.003906","","0.0002135916","","","","","0.0000009648","0.0000000534","0.0000007141","","","","","","","","1453.6472455441"
"2023-11-25","574.5519327172","","277.3447419534","149.3754495634","81.7838914391","","83.186640012","32.1669579548","","37.9500535123","32.7219729342","23.6536316752","32.5369285474","37.944","9.6","1.950857939","42.0768450159","0","2.4981070992","2.6366706564","4.6781086596","","0.0792808991","0.1581","","0.01069686","0.0050765287","0.0007863331","0.003906","","0.0001819716","","","","","0.0000007298","0.0000000538","0.0000009389","","","","","","","","1426.9148199941"
"2023-11-26","577.7834118362","","277.8689318394","149.3754588684","81.8404010463","","83.1866400141","32.521635803","","38.0214490435","32.9882941815","23.6533018809","32.5195025572","37.944","9.6","1.8505225519","13.2114138176","0","2.5002135492","2.6390644764","4.678738442","","0.0792808992","0.186","","0.010942008","0.0051272074","0.0003173772","0.003906","","0.0002182416","","","","","0.0000009648","0.0000000576","0.0000007179","","","","","","","","1402.4687733813"
"2023-11-27","564.9313918201","","290.6105911991","151.1003246158","113.3558161295","","83.1866400123","32.1604403025","","38.0967010221","32.764623631","23.6542656602","32.5456839355","37.944","9.6","1.9649291796","2.0285719284","0","2.5091368992","2.6368450835","4.6794790057","","0.0792808995","0.1953","","0.009786204","0.0054070217","0.0023860069","0.003906","","0.0001894116","","","","","0.000000736","0.0000000538","0.0000009408","","","","","","","","1424.0656976988"
"2023-11-28","566.0951435149","","287.2464922056","154.5500196363","123.9460402207","","83.186640012","30.4259002584","","38.1781870945","32.73926934","23.6523771162","32.5950697291","37.944","9.6","1.9576185145","20.4891189651","8.149962","2.5027942992","2.6627239872","4.6802407611","","0.0792808992","0.186","","0.008908284","0.0056359077","0.004105509","0.003906","","0.0002173116","","","","","0.0000007267","0.0000000552","0.0000007104","","","","","","","","1460.8896530586"
"2023-11-29","581.326256954","","286.298369982","154.5500309147","113.4434630708","","83.186640012","32.8146484403","","38.2735031773","32.8479074744","23.677324834","32.6656590798","37.944","9.6","1.9588424029","9.2113830941","0","2.5026501492","2.6549928972","4.6809604174","","0.0792808991","0.2046","","0.008011764","0.0076565871","0.0107835933","0.003906","","0.0002210316","","","","","0.0000009586","0.000000054","0.0000009427","","","","","","","","1447.9510947305"
"2023-11-30","593.3071385049","","279.3616569898","154.5500496284","113.0495951822","","83.1866400027","34.2692955475","","38.3607250485","32.822695663","23.6532817464","32.5928536164","37.944","9.56","2.0533339153","1.7168860625","0","2.4980977992","2.6666857872","4.6817579331","","0.0792808991","0.186","","0.007816836","0.0060197172","0.0086161619","0.003906","","0.0001540716","","","","","0.0000007174","0.0000000488","0.0000007124","","","","","","","","1446.5664885915"
"2023-12-01","589.9335305402","8086.36","271.4156849736","153.9797499568","107.9730475518","3440.5613574154","90.10584","50.3675802414","1488","37.2129223677","32.8414897172","23.5453262861","32.6019750382","37.944","9.6","2.1094348671","37.456007659","0","2.4402307524","2.58882372","4.5314052977","","0.0792818975","0.1953","","0.0089558109","0.0055567976","0.0000555015","0","","0.00013671","","","","","0.0000007236","0.0000000534","0.0000009372","","","","","","","-240.84","14261.0176948163"
"2023-12-02","515.9228995281","","268.7170986318","153.9797523985","81.7896790028","","97.02504","56.066380885","","37.3021555811","32.8473425051","23.5425500356","32.5676910991","37.944","9.6","2.0680561506","61.9477698373","0","2.4382080024","2.58449364","4.5321747984","","0.0792808896","0.1953","","0.009407136","0.005331652","0.0000260246","0","","0.00013485","","","","","0.0000009586","0.000000054","0.0000007141","","","","","","","","1421.1647743747"
"2023-12-03","480.1228342597","","272.6830665387","153.9797706645","81.7835671272","","97.02504","56.8853887758","","37.3836580305","33.0067505065","23.5423337546","32.4952685448","37.944","9.6","2.0774062445","13.3940534996","0","2.4397378524","2.58326325","4.5329425596","","0.0792808896","0.1953","","0.010792836","0.0052854643","0.0007991827","0","","0.00016554","","","","","0.0000007329","0.0000000516","0.000000941","","","","","","","","1341.7707072465"
"2023-12-04","504.5138218097","","266.8964967906","153.9797741444","103.5584600552","","97.02504","57.2046010321","","37.4621881173","32.8439944445","23.5436833789","32.5786424329","37.944","9.6","2.205540792","6.1460038926","0","2.4456061524","2.58457734","4.5337441954","","0.0792808896","0.1767","","0.00839976","0.005312928","0.0031910973","0","","0.00015624","","","","","0.0000009555","0.0000000496","0.0000007143","","","","","","","","1375.3392172123"
"2023-12-05","529.6040145419","","262.7552804192","153.9912172541","72.570386176","","97.02504","58.6005643202","","37.5439322766","32.7774193963","23.5435094887","32.6015410595","37.944","9.6","2.2837659211","39.7178402017","0","2.4536553024","2.58385752","4.5345229429","","0.0792808896","0.1581","","0.0084369684","0.0052436132","0.002657542","0","","0.00014508","","","","","0.0000007298","0.0000000468","0.0000009429","","","","","","","","1400.3844126333"
"2023-12-06","532.1936880566","","262.6607071279","154.0072829775","59.0339282703","","97.02504","59.58208355","","37.6287319692","32.8494079142","23.5434108179","33.8410704034","37.944","9.6","2.3863701015","18.9930500677","21.3942966","2.4513768024","2.58449364","1.9564906248","","0.0792808896","0.1767","","0.0137504924","0.0056422514","0.0023772824","0","","0.00015624","","","","","0.0000009586","0.0000000484","0.0000009429","","","","","","","","1389.9533380291"
"2023-12-07","499.4842081915","","266.0324262019","154.0214237111","79.0137178712","","97.02504","60.1494128724","","37.7146119972","33.1029688046","23.5438045464","34.3471479273","37.944","9.6","2.2333229442","0.6619749139","13.1943006","2.3896372024","2.58081642","","","0.0792808896","0.1767","0.0008013302","0.0146357229","0.0053859928","0.0041422483","0","","0.00015624","","","","","0.0000007422","0.000000048","0.0000007137","","","","","","","","1353.3199181318"
"2023-12-08","486.1512559338","","267.8677174237","144.2350794693","80.8716296862","","95.36778","56.8249147046","","37.7998126433","33.4146139288","23.5428389342","38.2863370338","31.965749408","9.6","2.0602233408","0.8290139562","0","2.4464850024","2.58681492","","","0.0792808896","0.1953","0.0013078346","0.0155924258","0.0055712568","0.0034037259","0","","0.00015438","","","","","0.0000009617","0.0000000498","0.0000007029","","","","","","","","1314.1508786122"
"2023-12-09","485.0796247555","","264.4010865707","140.2054162847","48.1536979589","","91.60128","55.1161267794","","37.8842379698","33.4147984499","23.5422649381","34.2390731162","29.016","9.6","2.1591542642","0.7082045916","0","2.4507862524","2.58190452","","","0.0792808896","0.1953","0.0010473948","0.017443731","0.0049974853","0.0008922111","0","","0.00014694","","","","","0.0000009524","0.0000000506","0.0000007143","","","","","","","","1260.4527668205"
"2023-12-10","488.0686438491","","264.0372333895","140.2054313287","48.1145103747","","91.60128","55.194032976","260.7838296","37.9645265935","33.5539514212","23.5423119252","34.4446399736","29.016","9.56","2.0564051325","5.3351201218","0","2.4531298524","2.58090849","","","0.0792808896","0.1395","0.0010479441","0.017465772","0.0049709758","0.0010519262","0","","0.00016926","","","","","0.0000007329","0.0000000512","0.0000007122","","","","","","","","1528.7554432922"
"2023-12-11","489.5779988125","","266.1582909682","140.205422466","73.7562935279","","91.60128","56.2008490428","","38.0470462601","33.4114408908","23.5432324764","34.4364372755","29.016","9.6","2.1591712855","24.7334825662","0","2.4530647524","2.57538429","","","0.0792808896","0.1767","0.0009061314","0.0141701678","0.0052019598","0.0034221165","0","","0.0001302","","","","","0.0000009648","0.0000000482","0.0000009461","","","","","","","","1317.7552080385"
"2023-12-12","492.247501035","","264.6282129351","140.2067297435","68.9005620702","","91.60128","54.5295693751","","38.1322614399","33.3176424118","23.5432507294","35.735060509","29.016","9.6","2.2583574776","12.8021667616","22.4467032","2.3897441524","2.58266061","","","0.0792808896","0.1674","0.0008730218","0.014409643","0.0054120671","0.0036504457","0","","0.00021297","","","","","0.0000009617","0.000000052","0.0000007105","","","","","","","","1324.208943212"
"2023-12-13","484.6734817455","","262.9536921464","140.211678391","68.7353790095","","90.84798","49.2973095137","","38.2189615177","33.3314187355","23.5433470116","38.6187430541","24.5235658954","9.36","2.5519457558","0.6791664568","24.4197168","2.4421419024","2.58490377","","","0.0792808896","0.1581","0.0008528871","0.0144280315","0.0054764325","0.0057572284","0.000651","","0.00021855","","","0","","0.0000009617","0.0000000492","0.0000009408","","","","","","","","1297.2581986762"
"2023-12-14","499.3903352193","","258.6637897503","145.179450636","59.9571272673","","89.79336","51.5656778566","","38.3048281928","33.4079542753","23.5437080789","35.3288743703","20.088","9.12","2.2141750531","0.6350518373","21.5352846","2.3811881524","2.57724243","","","0.0792808896","0.1674","0.0937378609","0.0146856818","0.0065259161","0.006050391","0.001302","","0.00020367","","","","","0.0000007267","0.000000049","0.0000007086","0","","","0","","","","1294.0552356133"
"2023-12-15","483.1774995902","","254.6068616451","146.502418143","63.5196906526","","89.79336","51.7592449165","0.6975","38.3913440987","33.3211231734","23.5396633981","35.680975431","18.5989612932","9.12","2.2286447947","0.6236530152","5.2425216","2.4552409524","2.58141348","","","0.0792808905","0.1953","2.6073664525","0.0153524594","0.0054870718","0.0106459873","0.001302","","0.00019623","","","0","","0.0000007112","0.0000000466","0.0000009372","","","","","","","","1264.7550489706"
"2023-12-16","483.8988683741","","250.2493392639","146.5180228084","39.8964944501","","89.79336","50.1911253172","","38.4759409251","33.4117125498","23.5404398035","35.2342297146","17.856","9.12","1.9906684664","0.6236530152","0","2.4688794024","2.58533064","","","0.0792808896","0.1674","","0.016354143","0.0053681184","0.002238244","0.001302","","0.00020274","","","","","0.0000007267","0.0000000494","0.0000007067","","","","","","","","1226.1262123485"
"2023-12-17","483.8946345264","","249.7865849958","146.5320662862","35.4707024543","","89.79336","49.7672196282","","38.5576818948","33.571242737","23.5382397827","35.2112582109","17.856","9.12","1.8414391218","0.6236530152","0","2.4675262524","2.58349482","","","0.0792808896","0.1581","","0.0177558382","0.005180623","0.0011219064","0.002604","","0.00019776","","","","","0.0000009586","0.0000000494","0.000000941","0","","","0","","","","1220.8793466919"
"2023-12-18","486.4535867474","","250.9946056333","146.5451283232","60.9359140428","","89.79336","50.3320588957","","38.6405914458","33.4100122157","23.5411339778","35.2827369458","17.856","9.12","1.9445162673","0.6295217495","14.7143856","2.4680749524","2.58417279","","","0.0792808896","0.1953","","0.0156677722","0.0053588112","0.0041050473","0.002604","","0.000168","","","","","0.0000007205","0.0000000508","0.0000009372","","","","","","","","1265.5482858155"
"2023-12-19","486.4094622232","","254.3481156668","146.5598404066","68.8954620364","","89.79336","53.3980347818","","38.7285500624","33.4326683582","23.5411580409","35.2055091001","19.1448117723","9.12","1.9640670623","0.7404479623","21.8886102","2.4761752524","2.60478093","","","0.0792808904","0.1488","0.0091591622","0.015760002","0.0055716997","0.0045937663","0.002604","","0.00018195","","","0","","0.0000007236","0.0000000488","0.0000007105","","0.0000037356","","","","","","1288.5170105448"
"2023-12-20","494.8552944868","","255.6551786837","146.5751847412","69.0675069406","","89.79336","56.5778301433","","38.8154181194","33.3553595446","23.5431751016","35.6598970265","20.088","9.12","1.9457076099","0.6312193399","21.9514038","2.4819970524","2.61681492","","","0.0792808896","0.1581","0.0121050631","0.0158007019","0.0058348588","0.0043224877","0.003906","","0.00019962","","","0","","0.0000009462","0.0000000496","0.0000009353","","","","","","","","1303.0128990621"
"2023-12-21","510.2365535906","","249.4268215236","146.5887357137","68.3097844914","","89.79336","56.8405892661","","38.9025330764","33.4288238347","23.5574868424","38.9331635837","20.088","9.12","2.0587455043","0.6405155424","21.753909","2.4884326524","2.61657219","","","0.0792808896","0.1674","0.0112982946","0.0163341213","0.0063401035","0.0035734523","0.003906","","0.0001494","","","","","0.0000007329","0.0000000508","0.0000007086","0.00014508","","","","","","","1315.0724556453"
"2023-12-22","534.8074434092","","245.9260398482","146.6035944769","69.5830681521","","89.79336","57.165018409","","38.9889288147","33.4600457543","23.5575694085","39.3572780964","20.088","9.12","1.9415839044","0.6634280453","12.3362082","2.4854520024","2.60229855","","","0.0792808896","0.0837","0.0111508858","0.0123371813","0.003070245","0.003646006","0.003906","","0.00021078","","","0","","0.0000009524","0.0000000504","0.0000009334","","","","0","","","","1328.6766209953"
