,date-time,EC2-Instances($),S3($),Relational Database Service($),EC2-Other($),Glue($),DocumentDB (with MongoDB compatibility)($),Elastic MapReduce($),CloudWatch($),VPC($),OpenSearch Service($),Redshift($),Managed Streaming for Apache Kafka($),SageMaker($),ElastiCache($),DMS($),Elastic Load Balancing($),QuickSight($),Elastic File System($),SNS($),Lambda($),Elastic Container Service for Kubernetes($),Rekognition($),Hardened Red Hat Enterprise 7 (RHEL 7)($),Step Functions($),Glacier($),DynamoDB($),Backup($),AppFlow($),Route 53($),SQS($),EC2 Container Registry (ECR)($),Key Management Service($),API Gateway($),CloudFront($),Athena($),Secrets Manager($),CloudWatch Events($),Cognito($),X-Ray($),Cost Explorer($),Service Catalog($),Systems Manager($),SES($),Simple Workflow Service($),Direct Connect($),CloudTrail($),CodeArtifact($),Elastic Container Service($),Migration Hub Refactor Spaces($),Location Service($)
date-time,1.0,0.06815654530637767,-0.6565774014531424,0.3201705594096372,0.3507442528875858,-0.6634056047341775,,,-0.5582808027475181,0.8613510471534974,-0.2529298935124546,,0.0874643333985716,,0.46186042284178275,,0.8684880332943883,,0.9134570397635432,-0.14062887966972556,0.11658295736386995,-0.0940875778523988,,,0.23023215870060565,-0.7926819341608172,0.44519465194058383,,,,0.8804587834142803,0.10722276515126497,0.9460961841638624,,0.12906695808343607,-0.021787302984370163,0.8560959416568047,-0.27954845004830686,,,0.2694995772440219,-0.012002805224290971,0.029269811080012396,0.08845369880971402,0.4684999418480672,0.011223762143463403,0.05986119291938213,-0.2745339474800222,,,
EC2-Instances($),0.06815654530637767,1.0,0.39970560259933047,0.6674988764489367,0.6714593535995067,0.3717864420565306,,,0.5577740407781628,0.3692075382140428,0.7836590813688046,,0.8416877833569176,,0.6724106370536197,,0.2319731858155895,,-0.09327659273450496,-0.5640148779603614,0.05096256138296507,-0.33014590500020274,,,0.06733718327016745,0.24932055158108785,0.5369691154340974,,,,0.1315497844995583,-0.07580766422660444,0.125031513002566,,0.6375033173830672,-0.047911589151946044,0.36599671074359363,0.2553680812191485,,,-0.45769035949508696,0.08944837750143407,-0.020130316359353806,-0.07181101095037143,-0.42811991894911905,-0.025864228631229714,-0.3098122237948202,0.19938887504716413,,,
S3($),-0.6565774014531424,0.39970560259933047,1.0,0.24922423815872993,0.05774099233702414,0.8416824847097912,,,0.6695370906060744,-0.4034921246809935,0.5981530893990175,,0.43814134982613306,,0.07471365531777215,,-0.46844716335347253,,-0.6663653404528038,-0.336290809660435,-0.05742600011274499,-0.23474496452955812,,,0.02213268451171277,0.7739679394047118,-0.12304714579097255,,,,-0.5691775934100513,-0.151650665533205,-0.5692575728218863,,0.15196202277451157,-0.004716850352770798,-0.33962526257482734,0.18118924461606156,,,-0.39799055386906573,0.1970852001441776,-0.027974922413763457,-0.05839608107287785,-0.42107284236539944,-0.026084861143064804,-0.21788139702789994,0.16818806744994116,,,
Relational Database Service($),0.3201705594096372,0.6674988764489367,0.24922423815872993,1.0,0.8844343629595274,0.24299439154706265,,,0.40591965330816426,0.619452349995116,0.740037024548234,,0.786538253382579,,0.9109031483345541,,0.6058061327326636,,0.19991435126757418,-0.6743337715851463,0.06544254275256446,-0.4053447300645667,,,0.22434021125561374,0.04536202679188353,0.24684045545310182,,,,0.21685103368826106,0.0749067528570142,0.5109714285017137,,0.42448095677114817,-0.08527371768114773,0.7109348756698384,0.19886269048230748,,,-0.16968605167457043,0.07165044396089168,0.017751406401864674,0.09004431012741222,-0.2584590677804617,-0.018038374580581745,-0.2986526193524073,0.20149277471587762,,,
EC2-Other($),0.3507442528875858,0.6714593535995067,0.05774099233702414,0.8844343629595274,1.0,0.12037506337169615,,,0.3810092949926238,0.668802213935091,0.7141518589399197,,0.7245879733575546,,0.8932639234039804,,0.6352233712202443,,0.22986030133613647,-0.5737886224571326,0.08126555662781848,-0.27178633615913445,,,0.26143780510535286,-0.0859231306267321,0.32907444411443443,,,,0.29483486375846574,0.17733257833219043,0.5560615180978229,,0.5294974819481144,-0.06930110198609465,0.7117511260372024,0.25450360810056116,,,-0.06511466059240702,-0.07092798590069622,0.01627923174684685,0.07179794961606623,-0.34223591817046395,0.003518022687791598,-0.234415499777079,0.22392609696577787,,,
Glue($),-0.6634056047341775,0.3717864420565306,0.8416824847097912,0.24299439154706265,0.12037506337169615,1.0,,,0.6991903120730347,-0.3891572620426446,0.6185640982378056,,0.4319554310779604,,0.09357215433722639,,-0.4640528001657004,,-0.6761024959104784,-0.29213992983002046,-0.06230431750719395,-0.2319089333703171,,,0.14952339823729835,0.7999382994953815,-0.13270389355431134,,,,-0.6000552251936475,-0.15524769246518122,-0.557905303065238,,0.20809318272959973,-0.028819726458065492,-0.3488971030298338,0.19640839277054753,,,-0.3833777336484244,0.14287602172335442,-0.030809894453084935,-0.04601999090791776,-0.45011492550064053,-0.03063422061555601,-0.21795918215265017,0.2187655271389778,,,
DocumentDB (with MongoDB compatibility)($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elastic MapReduce($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CloudWatch($),-0.5582808027475181,0.5577740407781628,0.6695370906060744,0.40591965330816426,0.3810092949926238,0.6991903120730347,,,1.0,-0.20996889290122323,0.7991182589183974,,0.5891085587355296,,0.34141056529969677,,-0.3208888561948242,,-0.6309688686187779,-0.35920648553838996,-0.040483235669311,-0.3141926467279102,,,-0.1003745951819605,0.7056782029564587,-0.025415013999395063,,,,-0.5103023704813328,-0.14452252236101815,-0.4301170698110616,,0.34181475484258783,-0.00019799860962580368,-0.17627825189051882,0.2594249764557309,,,-0.4838271460941512,0.02892186219289484,-0.015865027830105034,-0.04531046353690067,-0.6388070549431323,0.001111953989039696,-0.2981403607502582,0.23919865737414717,,,
VPC($),0.8613510471534974,0.3692075382140428,-0.4034921246809935,0.619452349995116,0.668802213935091,-0.3891572620426446,,,-0.20996889290122323,1.0,0.15129298063042454,,0.4413348775228611,,0.7272149999902141,,0.9131951563961334,,0.7455118298001415,-0.3698456030522318,0.13836937404893498,-0.2238414642927864,,,0.3035871369425149,-0.5629315118796038,0.5946184426458028,,,,0.7532817046625214,0.15388750372597387,0.9104264428181074,,0.33738106020628345,-0.048878430351238414,0.9511726265747005,-0.11699355874363038,,,0.1344575435817419,-0.010834879043325278,0.0588323006051926,0.08468901046962651,0.25599966158276627,0.019669577825933995,-0.10715802744766861,-0.10416583408674553,,,
OpenSearch Service($),-0.2529298935124546,0.7836590813688046,0.5981530893990175,0.740037024548234,0.7141518589399197,0.6185640982378056,,,0.7991182589183974,0.15129298063042454,1.0,,0.8095011122813713,,0.6724483751657543,,0.0816303431487163,,-0.35927177019780404,-0.5986190135843568,0.015581409259144287,-0.37852892849165215,,,0.10567387319504498,0.49026211102938577,0.15497786118473808,,,,-0.2308177836062988,-0.047442396571978615,-0.06017889111517479,,0.48986925613399546,-0.06375359231256901,0.2063058167355024,0.32815917544154016,,,-0.34949529027271387,0.05762703188414239,-0.004454281689819808,-0.002602567457779716,-0.6247482963531542,-0.023310876912611578,-0.3254629287137356,0.3166754305903083,,,
Redshift($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
