,date-time,EC2-Instances($),S3($),Relational Database Service($),EC2-Other($),Glue($),DocumentDB (with MongoDB compatibility)($),Elastic MapReduce($),CloudWatch($),VPC($),OpenSearch Service($),Redshift($),Managed Streaming for Apache Kafka($),SageMaker($),ElastiCache($),DMS($),Elastic Load Balancing($),QuickSight($),Elastic File System($),SNS($),Lambda($),Elastic Container Service for Kubernetes($),Rekognition($),Hardened Red Hat Enterprise 7 (RHEL 7)($),Step Functions($),Glacier($),DynamoDB($),Backup($),AppFlow($),Route 53($),SQS($),EC2 Container Registry (ECR)($),Key Management Service($),API Gateway($),CloudFront($),Athena($),Secrets Manager($),CloudWatch Events($),Cognito($),X-Ray($),Cost Explorer($),Service Catalog($),Systems Manager($),SES($),Simple Workflow Service($),Direct Connect($),CloudTrail($),CodeArtifact($),Elastic Container Service($),Migration Hub Refactor Spaces($),Location Service($)
date-time,1.0,0.5515001051719906,0.40595755441284187,0.7611730906291807,0.4657682224583675,-0.5068297140968437,-0.013354480233474877,-0.7793527978566437,-0.32799300972521195,0.35368410002343215,0.5454601601912673,0.0142585685596448,0.6013847637379454,-0.18550906412873944,-0.8362038508452769,-0.5894526254897746,0.09654084773919004,0.5993177129975807,-0.016560612180191572,0.1645347724310524,0.3771090358010412,0.8401375492403663,0.5771856691995101,-0.9595366064607731,0.34472492242969666,-0.4973730675215692,-0.2226086699434005,0.47352809931720713,0.21519671574338925,-0.26233353290181366,0.2451534537892411,0.12563303959729508,0.2501292018772277,-0.28061813918749856,0.7215721622659729,-0.12863058413771086,-0.7224103967925324,0.4233709346592436,0.6938725072378875,0.7297791746585528,0.27825725765832393,0.06313882266246913,0.45559045453040364,0.3923985680972609,0.438237713200452,0.011230251494377556,-0.43569062721585694,0.03403038863084246,-0.2149753967638909,,
EC2-Instances($),0.5515001051719906,1.0,0.19439466721479087,0.44931115485702783,0.4120345073340236,0.14571652149600656,-0.06121801395426747,-0.2539563906905722,-0.35792073356427606,0.25895080923365227,0.4695500297579932,-0.0007046517641969602,0.34337691290974676,0.3687827604864854,-0.3221258615300434,-0.2107703151484364,-0.20464800948348236,0.18932764627170867,-0.2547112463109996,0.08528043645020703,0.575933584431734,0.5136063335098126,0.11635406965767411,-0.40214332630336774,0.3999121627932964,-0.1356055708997325,0.08553882140011528,0.10104302995501341,0.16117371344632697,-0.11796468446260854,0.14123627289226756,-0.026788072743490488,-0.012053737097079095,0.04021532888922373,0.4226742186826789,0.00623275920565281,-0.3352154968604667,0.4260922082803073,0.36456265570344143,0.4865461698427778,-0.21488383415127818,0.1063526179094038,0.14103072966408764,0.3258369224852247,0.06067116738321005,-0.01285474739231637,-0.3194724144269849,-0.00846625042756948,-0.02219883574988472,,
S3($),0.40595755441284187,0.19439466721479087,1.0,0.1667922223683168,0.2531212432236968,-0.19262087777625753,0.506655203092393,-0.4037319047676311,0.2669213538746968,0.3585610635256266,0.23363440080216824,0.01393882078937957,-0.10863469797780285,-0.11509919261256604,-0.21069040125221528,-0.2849546888973916,0.11544049920268239,0.26353827807242414,-0.3460997423276098,0.17277433585428117,0.20868330082570688,0.3936282787577866,0.25390765015541045,-0.518703066822786,0.0722034037310394,-0.26348296217322803,0.1852744516632421,-0.21879061985071405,0.08892647640434438,-0.20647779626618412,0.2152056671002726,0.17602444071622403,0.4973619840307152,-0.09130534949992897,0.2504784209832097,-0.04650763275495598,-0.5909162074406259,0.09962848745510101,0.3350028765601537,0.3331001677068256,0.21801646824134002,-0.042286549476701775,0.04219371444622121,0.07381140922597217,0.27826032564936426,0.08654343765739801,-0.10091790612677813,0.04811272122201012,-0.03608152038625557,,
Relational Database Service($),0.7611730906291807,0.44931115485702783,0.1667922223683168,1.0,0.22611172446735062,-0.25915298434737105,-0.07685208990438344,-0.4390864871854328,-0.3471700046761796,0.39950352400710126,0.5417864457456827,0.009625968314425352,0.46989374990813215,-0.047418742365032525,-0.7658337465092514,-0.33709171869913046,0.21445375065755598,0.43224789367697486,-0.04412325624764579,0.07709974233072668,0.48864250259874165,0.6958270261218107,0.5337960529519209,-0.6989942086007861,0.2626109377528336,-0.2834932044978607,-0.18082040396074578,0.3110948016940933,0.2936319079664571,-0.06155871600899862,0.14296504440208543,0.02248356217368749,0.014858659679444148,-0.12049509163920592,0.7566465273443969,-0.06861693469559509,-0.46236465798687687,0.3291703798581942,0.6455170374412358,0.5973257450485646,-0.09980944275447755,0.08891294034698033,0.33626892905682854,0.674600800322327,0.21537088990617945,-0.007357382029596377,-0.28039175213123196,-0.03115017202716788,-0.14382856803004648,,
EC2-Other($),0.4657682224583675,0.4120345073340236,0.2531212432236968,0.22611172446735062,1.0,-0.3537115931768955,-0.1392573401100658,-0.46402048730323225,-0.2557984585004135,0.16295228738835552,-0.005768005056112475,0.014404677124205548,0.27113501829375386,-0.4810280246931337,-0.48191965607816223,-0.6157751839910107,0.09114203789150328,0.28393708571470516,0.22195015765228446,0.08958060389735073,-0.13646856088311762,0.2309032297631874,0.41111524456275855,-0.44661745320434165,0.08012992913842482,-0.4817243837049104,-0.3321677638337918,0.3926699699527734,0.05555672213378055,-0.3480552132386053,0.1403376570157288,0.1331240529306008,0.11401576014897849,-0.15840480465994577,0.2852111303503914,-0.14219467171519523,-0.36426003799266987,0.11589963535182855,0.20153289138723593,0.18690031699909618,0.24562546087056905,-0.024243338897686078,0.2561423269192284,0.06883192639563103,0.34043251059264096,0.03413588709070293,-0.4998405297865716,0.034199818385831575,-0.13836669506147173,,
Glue($),-0.5068297140968437,0.14571652149600656,-0.19262087777625753,-0.25915298434737105,-0.3537115931768955,1.0,0.08058368982066685,0.631072988280716,0.13315884604511552,0.10369465050934423,0.030731226054680368,-0.023332913037314256,-0.23191010205830986,0.6748996046746204,0.4852789608480556,0.6605404568903445,-0.17982706801264067,-0.32206886907370397,-0.32591160835223976,-0.0659130361295018,0.26205472194928264,-0.21605313480554897,-0.37567271043318345,0.5455845281407102,-0.0080512183861877,0.6531236105218847,0.5946067067370993,-0.5194083056884803,-0.11268381103047355,0.13630984888466116,-0.13312029585644922,-0.140797235247497,-0.19870347092232213,0.4335626157228016,-0.24494523279570893,0.18741121141214598,0.29790202187528503,-0.048885238789682685,-0.18236460452524114,-0.19220862252942789,-0.38973606379475695,-0.02629286277934147,-0.301037422265937,-0.045404835831709754,-0.6444372221015464,-0.03355162540399272,0.3444178027022484,-0.018515965267297502,0.2706286441626338,,
DocumentDB (with MongoDB compatibility)($),-0.013354480233474877,-0.06121801395426747,0.506655203092393,-0.07685208990438344,-0.1392573401100658,0.08058368982066685,1.0,0.1055391071006622,0.6003441046053003,0.30730399715866236,0.15276851271546613,-0.01866364488935881,-0.0977435090846558,0.10526897039117727,0.09450723914147326,0.09185373205826453,0.1834926155721102,0.06987703205654587,-0.1474289511362854,0.07850181788127657,0.06966774209428431,0.09952739269491367,-0.010670662547628806,-0.09791217961176749,-0.02074722731377329,0.10877764789312953,0.5779396923378949,-0.37044837898523436,-0.015503836691166681,-0.08254519710923831,0.05699631769832046,0.043049041817456515,0.6705685641703554,0.13016809553675654,-0.04446734008808866,-0.009223725563966138,-0.09549033770342082,-0.02581088167137331,0.11507793942561205,0.12287023739471588,0.028114096759922606,-0.07662334517140873,-0.09582581178994212,-0.01826765403728553,-0.029341109158262078,0.10531438527218281,0.051502739226968165,-0.041683776028844204,0.0534034380312025,,
Elastic MapReduce($),-0.7793527978566437,-0.2539563906905722,-0.4037319047676311,-0.4390864871854328,-0.46402048730323225,0.631072988280716,0.1055391071006622,1.0,0.24375048103992528,-0.12636567112876526,-0.15996972066794088,-0.029004273820933856,-0.3023949036510648,0.4850739639974825,0.5852620971234449,0.49670859631274994,0.025708533742640826,-0.5544092986152952,0.10053276254766443,-0.136218971905894,-0.028422417130383855,-0.528904086264617,-0.5193273061650066,0.7967662069104007,-0.14710557433954036,0.4143335279873026,0.2675014914499746,-0.4380314333608379,-0.15452517573421473,0.253430379313873,-0.1844227218683038,-0.23857128675304623,-0.2791575114583696,0.34257874326404214,-0.4924990453201902,0.16933719549817225,0.7758950469667855,-0.22000666519956127,-0.4235163663850158,-0.4080384468873615,-0.5793844397802235,-0.051945023919838844,-0.47560810922703434,-0.17641303660644908,-0.45361274801439255,-0.06130281489542559,0.2649893428099113,-0.08378910915727648,0.2666386902050942,,
CloudWatch($),-0.32799300972521195,-0.35792073356427606,0.2669213538746968,-0.3471700046761796,-0.2557984585004135,0.13315884604511552,0.6003441046053003,0.24375048103992528,1.0,0.1874296892605977,-0.11763335146301454,-0.03471354550833165,-0.16666825277789235,0.002035744710678697,0.2349623299844738,0.4052612597425804,0.1200297175321418,-0.22012030628898663,0.11626347148100512,0.07151111752951057,-0.18235887828853628,-0.19169012286321505,-0.165200493997321,0.22739740713044218,-0.1408504735103955,0.3342192249928116,0.48833735760270824,-0.28380456553800604,-0.13547000167855103,0.198964591599681,0.07724104885701391,-0.03243816832707594,0.5311778922430557,0.11503249613337704,-0.30693971287231653,0.026222183976046257,0.1576184039503149,-0.17002388412928493,-0.1313332621457622,-0.13030536861979397,0.00023666045985968332,-0.12255098537571947,-0.23975311854960546,-0.20549203614437467,-0.1940464145763855,0.08184010041438027,0.5971894125244018,0.02313391893530701,0.01650488304871841,,
VPC($),0.35368410002343215,0.25895080923365227,0.3585610635256266,0.39950352400710126,0.16295228738835552,0.10369465050934423,0.30730399715866236,-0.12636567112876526,0.1874296892605977,1.0,0.38015095829040346,0.05868346850414923,0.25857565214194045,0.0322343615867399,-0.3033325372104482,-0.07502337637609753,0.504165899759947,0.3197628550147658,-0.11528993314032922,0.22398719838364134,0.32001932513169423,0.438043586201801,0.46393413865918337,-0.3950853302312906,0.17194123075399936,-0.04012894312027618,0.21560609965383631,-0.03915474853910053,0.03908565526159507,-0.048756920534479636,0.2617776214387584,0.06100403088167697,0.33516513555762667,0.2534514095789705,0.44080189089926136,0.022246981173345982,-0.3122080581815432,0.20072829932899575,0.4752614629033419,0.38209772954003923,0.014715875201674913,0.04360980766349207,0.12548878420043513,0.24258702710470875,0.013392865905026424,0.028171199488182017,-0.09258332090047572,0.11285198636610046,0.0262239644544866,,
