date-time,date-time,Relational Database Service($),Tax($),EC2-Other($),OpenSearch Service($),EC2-Instances($),Support (Business)($),ElastiCache($),CloudWatch($),Certificate Manager($),Elastic File System($),Elastic Load Balancing($),Managed Streaming for Apache Kafka($),VPC($),Elastic Container Service for Kubernetes($),CIS  Linux 2 Benchmark - Level 2($),S3($),EC2 Container Registry (ECR)($),CloudTrail($),Secrets Manager($),Key Management Service($),FSx($),Inspector($),DynamoDB($),Cost Explorer($),Lambda($),SQS($),SNS($),CloudFront($),Service Catalog($),Athena($),Glue($),Fault Injection Simulator($),Direct Connect($),CloudWatch Events($),SES($),Simple Workflow Service($),Glacier($),Step Functions($),Systems Manager($),CloudShell($),CodeArtifact($),Migration Hub Refactor Spaces($),X-Ray($),Location Service($),Refund($),Total costs($)
2023-05-20,2023-05-20,503.7018027573,0.0,237.7754821943,313.9415996809,138.9513852978,0.0,60.7773606809,112.6192735917,0.0,20.0814467899,26.3684156172,34.5295948567,19.07798305,24.552,18.78,10.977724725,0.3330807936,0.0,1.6148053524,0.77484774,0.0,0.0,0.0792808329,0.0,0.0,6.696e-06,0.0001945562,0.0026046493,0.0,0.0,0.00182187,0.0,0.0,0.0,0.0,2.941e-07,1.9057e-06,7.009e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.9407146328
2023-05-21,2023-05-21,514.1147816806,0.0,216.713601782,313.9446272971,94.8191428121,0.0,60.7773609606,116.0731389384,0.0,20.1789345262,26.5157477571,34.5319027679,16.9748478715,24.552,20.24,11.0437573725,0.3343856895,0.0,1.6484155524,0.76951884,0.0,0.0,0.0792808315,0.0,0.0,6.696e-06,0.0017453161,0.0009555787,0.0,0.0,0.0014973,0.0,0.0,0.0,0.0,2.941e-07,1.9608e-06,5.705e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.3156523956
2023-05-22,2023-05-22,516.6497634922,0.0,209.0981112804,313.9444385856,216.1800189567,0.0,60.7773610353,118.5101178334,0.0,20.2500550916,26.3513544435,34.5317265203,17.0069660113,24.552,20.24,11.1214940979,0.3363869763,0.0,1.6363906524,0.76634661,0.0,0.0,0.0792808308,0.0,0.0,0.0,0.0026538495,0.0076082631,0.0,0.0,0.00164145,0.0,0.0,0.0,0.0,2.941e-07,1.9217e-06,8.148e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592.0437190109
2023-05-23,2023-05-23,516.5431030568,0.0,212.1613115348,313.9439906557,224.060378376,0.0,60.7773610202,90.3644683688,0.0,20.3353088427,26.3672240041,34.530292225,17.8677899704,24.552,19.24,11.2695562704,0.3392557435,0.0,1.6062307524,0.76504926,0.0,0.0,0.0792808314,0.0,0.0,1.3392e-05,0.0054736723,0.0085076922,0.077469,0.0,0.00148521,0.0,0.0,0.0,0.0,2.941e-07,1.9306e-06,6.846e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1574.895552788
2023-05-24,2023-05-24,518.7302969633,0.0,198.9553086049,313.954898381,223.7371360501,0.0,60.7773610321,94.7609858368,0.0,20.4401284344,26.3742480698,34.5368488629,16.9788763928,24.552,19.66,11.4427578314,0.3398743704,0.0,1.6450675524,0.76793133,0.0,0.0,0.0792808321,0.0,0.0,7.44e-06,0.0018293825,0.0137044596,0.022134,0.0,0.0017484,0.0,0.0,0.0,0.0,2.941e-07,1.9182e-06,7.974e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.7724272362
2023-05-25,2023-05-25,512.7893944007,0.0,197.3615932483,313.9733260434,224.6541666905,0.0,60.77736114,99.183284023,0.0,20.5299941896,26.3635752814,34.5334970181,17.1505455217,24.552,19.3,11.0368292808,0.3398743704,0.0,1.6309408524,0.77487843,0.0,0.0,0.0792808332,0.0,0.0,7.068e-06,0.0017499743,0.0093061136,0.022134,0.0,0.00199206,0.0,0.0,0.0,0.0,0.0,1.9255e-06,8.777e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1565.0657333426
2023-05-26,2023-05-26,511.880040848,0.0,198.3172435184,313.9928872902,225.8286984883,0.0,60.7773611775,104.5861688783,0.0,20.6227624468,26.3797971213,34.5346729967,18.0090946404,24.552,19.36,11.1168023839,0.3399759656,0.0,1.6446444024,0.76734543,0.0,0.0,0.0792808323,0.0,0.0,0.000227664,0.002310188,0.0050069091,0.022134,0.0,0.00125829,0.0,0.0,0.0,0.0,5.88e-07,1.9384e-06,5.527e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.8197165503
2023-05-27,2023-05-27,502.9903943431,0.0,186.170901707,314.0132742583,199.024670834,0.0,60.777361177,103.4418970188,0.0,20.7177911172,26.3827606888,34.5340888669,17.0128645783,24.552,15.04,11.1631522423,0.3400553688,0.0,1.5352113024,0.76571607,0.0,0.0,0.0792808332,0.0,0.0,0.0001209,0.000839001,0.0008954684,0.022134,0.0,0.00054405,0.0,0.0,0.0,0.0,5.88e-07,1.9029e-06,1.792e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1518.5659564956
2023-05-28,2023-05-28,503.0054233787,0.0,185.1506707269,314.0184362199,180.1981815051,0.0,60.7773607211,106.1977599774,0.0,20.819346165,26.5530849825,34.5273823607,16.9140842509,24.552,14.4,11.2302587555,0.3400553688,0.0,1.5048933024,0.76841121,0.0,0.0,0.0792808324,0.0,0.0,0.000241056,0.0003872574,0.0004724764,0.022134,0.0,0.00140151,0.0,0.0,0.0,0.0,1.176e-06,2.0392e-06,6.475e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1501.0612699198
2023-05-29,2023-05-29,512.8380541351,0.0,198.4735083095,314.0206273824,227.5233648431,0.0,60.7773605845,81.9850346959,0.0,20.9221158958,26.3778712865,34.5308558787,16.9892778232,24.552,19.58,11.3004064061,0.3401104233,0.0,1.6544094024,0.76443546,0.0,0.0,0.0792808324,0.0,0.0,0.00023436,0.0023016532,0.0061560769,0.022134,0.0,0.00128433,0.0,0.0,0.0,0.0,5.88e-07,1.9562e-06,5.541e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1552.7408268773
2023-05-30,2023-05-30,512.8112817864,0.0,196.7655308391,314.0319342656,228.3913259254,0.0,60.777360701,71.8446511308,0.0,21.0038288986,26.3794341981,34.5313530341,16.9826586842,24.552,19.38,11.4032965684,0.3401872872,0.0,1.6515496524,0.76820196,0.0,0.0,0.0792808333,0.0,0.0,0.00020088,0.0022284504,0.0072598142,0.022134,0.0,0.00156984,0.0,0.0,0.0,0.0,1.176e-06,1.9955e-06,1.1395e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.7272730602
2023-05-31,2023-05-31,515.4082759404,0.0,199.3747567745,314.0448039646,229.1815542542,0.0,60.777360741,77.6427039846,0.0,21.084541283,26.3685271004,34.5340277926,17.0908236554,24.552,19.98,11.4551997056,0.3406134666,0.0,1.6373997024,0.7691394,0.0,0.0,0.0792808323,0.0,0.0,0.0001209,0.0024328214,0.0058629018,0.022134,0.0,0.00210552,0.0,0.0,0.0,0.0,8.82e-07,1.9897e-06,8.58e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1554.3536684705
2023-06-01,2023-06-01,524.1656874817,7781.51,203.5421649072,314.8169859104,228.9049131713,3321.4129555493,60.7773608503,72.0777235615,1488.0,21.8811942757,26.3793849782,34.6229205895,18.5404117265,24.552,19.26,12.9139781612,0.3523133549,0.0,1.6691701992,0.79533912,0.0,0.0,0.0660684575,0.0,0.0,3.3852e-05,0.0022178723,0.0,0.0,0.0,0.00217341,0.0,0.0,0.0,0.0,6.022e-07,1.9991e-06,1.0613e-06,0.0,0.0,0.0,0.0,0.0,0.0,-232.5,13923.7450010913
2023-06-02,2023-06-02,518.2545055364,0.0,204.6209882796,314.8274209641,226.8963312298,0.0,60.7773608716,88.4479403015,0.0,21.979774601,26.3957606279,34.6251879614,21.2835533203,24.552,19.58,12.9954799862,0.3524996467,0.0,1.6897557492,0.79406688,0.0,0.0,0.07928064,0.0,0.0,2.6784e-05,0.0017740942,0.0,0.0,0.0,0.0022413,0.0,0.0,0.0,0.0,9.033e-07,2.0109e-06,1.0447e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.1559527328
2023-06-03,2023-06-03,508.797787547,0.0,194.3581269291,314.8350142142,202.737305078,0.0,60.7773608976,87.1984283424,0.0,22.0767891352,26.4079869753,34.619639415,20.6082434759,24.552,16.0,13.0591267072,0.3527607647,0.0,1.5566866992,0.79398039,0.0,0.0,0.07928064,0.0,0.0,2.0088e-05,0.0004941369,0.0002476278,0.0,0.0,0.00208041,0.0,0.0,0.0,0.0,6.022e-07,2.0159e-06,9.681e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528.8133630597
2023-06-04,2023-06-04,508.5534170734,0.0,188.8295471012,314.8495115223,153.8409440236,0.0,60.7773608864,61.6586419658,0.0,22.1760976174,26.5616626827,34.6194981357,16.8994694155,24.552,14.4,12.5963119223,0.3528763224,0.0,1.5398955492,0.79167585,0.0,0.0,0.07928064,0.0,0.0,2.0088e-05,6.30639e-05,0.000656492,0.0,0.0,0.00146196,0.0,0.0,0.0,0.0,3.011e-07,2.0246e-06,5.531e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443.0803951906
2023-06-05,2023-06-05,518.0827893902,0.0,204.6568258723,314.8566907108,222.5888688998,0.0,60.7773608986,74.6220310917,0.0,22.2699670416,26.4003839179,34.6236977188,16.9751661894,24.552,19.58,12.6903089768,0.3529392883,0.0,1.6816135992,0.79561254,0.0,0.0,0.07928064,0.0,0.0,2.046e-05,0.0018689943,0.0026858866,0.0,0.0,0.00191394,0.0,0.0,0.0,0.0,6.022e-07,1.9612e-06,8.289e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1555.5920294486
2023-06-06,2023-06-06,517.7645514775,0.0,204.3669647545,314.8631751632,222.1670515792,0.0,60.7773608834,79.3094633034,0.0,22.3656077891,26.3990396297,34.6229613529,17.0132904854,24.552,19.56,12.7600544491,0.3531500302,0.0,1.6721554992,0.78506634,0.0,0.0,0.07928064,0.0,0.0,1.3764e-05,0.0025047623,0.0009785512,0.0,0.0,0.00057009,0.0,0.0,0.0,0.0,5.88e-07,1.9469e-06,2.919e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1559.4152433711
2023-06-07,2023-06-07,517.9732544985,0.0,203.127166341,314.8702928363,221.9824087179,0.0,60.7773608798,83.6614785952,0.0,22.4673392451,26.3878584806,34.6254356097,16.9883936359,24.552,19.38,12.831272699,0.3532557696,0.0,1.6726251492,0.77853774,0.0,0.0,0.07928064,0.0,0.0,2.0088e-05,0.0020340152,0.0014382261,0.0,0.0,6.696e-05,0.0,0.0,0.0,0.0,2.941e-07,1.9543e-06,3.16e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.5115224071
2023-06-08,2023-06-08,520.7923278843,0.0,203.0158378206,314.8786585688,221.2539031881,0.0,60.7773607783,88.8950238387,0.0,22.5637357936,26.393335965,34.625239394,17.0092059699,24.552,19.22,12.8860737466,0.3533856652,0.0,1.6882072992,0.78688263,0.0,0.0,0.0792808704,0.0,0.0,0.000214644,0.0019207724,0.0010267681,0.0,0.0,0.00133641,0.0,0.0,0.0,0.0,8.82e-07,1.7652e-06,6.507e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.7749613051
2023-06-09,2023-06-09,524.030506766,0.0,203.2576356479,191.9455301666,222.585935522,0.0,60.7773607464,91.0448571459,0.0,22.6548108614,26.3943794844,34.6232660632,21.8026999922,24.552,19.28,12.9571248143,0.3534668112,0.0,1.6849243992,0.79296762,0.0,0.0,0.0792808704,0.0,0.0,0.000314712,0.0017336333,0.0031590924,0.0,0.0,0.00200322,0.0,0.0,0.0,0.0,8.82e-07,1.94e-06,1.0372e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458.823961428
2023-06-10,2023-06-10,508.4515478236,0.0,188.2873882297,129.3580488409,178.1055586191,0.0,60.777360724,61.5217308005,0.0,22.7470072935,26.4017991181,34.6189042278,17.0464300663,24.552,14.38,13.0133599076,0.3534668112,0.0,1.5489444492,0.79300389,0.0,0.0,0.0792808704,0.0,0.0,0.000167772,6.81307e-05,0.0004401167,0.0,0.0,0.00169167,0.0,0.0,0.0,0.0,8.82e-07,2.0266e-06,8.538e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1282.0382031237
2023-06-11,2023-06-11,508.4419469279,0.0,188.3159841841,129.3672783039,196.6662998115,0.0,60.7773607296,66.2292084992,0.0,22.8275491028,26.5681329221,34.6187939217,16.8820466418,24.552,14.4,13.0849971037,0.3534668112,0.0,1.5488932992,0.79253238,0.0,0.0,0.0792808704,0.0,0.0,0.000154008,0.00093451,0.0012969,0.0,0.0,0.00168702,0.0,0.0,0.0,0.0,1.176e-06,1.7751e-06,7.89e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305.5098476872
2023-06-12,2023-06-12,518.2310763567,0.0,203.7517925819,129.373430919,225.8986623406,0.0,60.7773607538,78.8990851331,0.0,22.9049674129,26.4010348299,34.621864026,16.9822762434,24.552,19.38,13.1775308176,0.35468523,0.0,1.6828737492,0.79323546,0.0,0.0,0.0792808704,0.0,0.0,0.000140988,0.0017620975,0.0043479985,0.0,0.0,0.00177816,0.0,0.0,0.0,0.0,1.176e-06,1.9321e-06,9.001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.8691899767
2023-06-13,2023-06-13,518.1395480586,0.0,203.0436522212,129.3824608755,219.7431525837,0.0,60.7773607584,82.8607490325,0.0,22.986957995,26.3966991948,34.6218682092,16.9846910246,24.552,19.64,13.2410922686,0.3558606065,0.0,1.6753453992,0.79158378,0.0,0.0,0.0792808704,0.0,0.0,8.928e-05,0.0019441381,0.00397445,0.0,0.0,0.00187209,0.0,0.0,0.0,0.0,1.176e-06,1.8318e-06,8.121e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.2801866562
2023-06-14,2023-06-14,516.1872582212,0.0,199.0632957189,129.3925768823,204.8231409049,0.0,60.7773607614,87.4676681957,0.0,23.0736821527,26.4097392119,34.6249174337,17.4679704363,24.552,17.9,13.3128287508,0.3559773289,0.0,1.6504771992,0.78487104,0.0,0.0,0.0792808704,0.0,0.0,8.0352e-05,0.0064200695,0.0030292818,0.0,0.0,0.00105183,0.0,0.0,0.0,0.0,8.82e-07,2.1474e-06,4.862e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.9336301572
2023-06-15,2023-06-15,511.9812583243,0.0,195.5453492993,129.3981850667,183.7683224541,0.0,60.7773608154,88.3175563942,0.0,23.1616744146,26.401373031,34.6248208961,16.968734228,24.552,16.78,13.3909112239,0.3560834856,0.0,1.6203591492,0.79071888,0.0,0.0,0.0792808704,0.0,0.0,4.7616e-05,0.0017508967,0.001815198,0.0,0.0,0.00162006,0.0,0.0,0.0,0.0,5.88e-07,2.1067e-06,7.381e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.5192257363
2023-06-16,2023-06-16,514.788411406,0.0,197.731815409,129.4084794309,176.7429298193,0.0,60.7773608165,67.0158161486,0.0,23.250867517,26.4029583388,34.6234590416,17.9156560408,24.552,16.22,13.4614749738,0.3581957925,0.0,1.6120263492,0.79308759,0.0,0.0,0.0792808704,0.0,0.0,4.0548e-05,0.0018346499,0.0014568424,0.0,0.0,0.00184047,0.0,0.0,0.0,0.0,5.88e-07,2.1233e-06,8.162e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305.7389955822
2023-06-17,2023-06-17,519.1620409244,0.0,193.910320666,129.41738104,97.7842388867,0.0,60.7773607926,71.1855513666,0.0,23.3354000529,26.4047717946,34.6269047493,16.9296049884,24.552,15.92,13.524573948,0.360332759,0.0,1.6175272992,0.79265235,0.0,0.0,0.0792808704,0.0,0.0,2.0088e-05,0.0014163291,0.0005732127,0.0,0.0,0.00168144,0.0,0.0,0.0,0.0,5.88e-07,2.0888e-06,8.518e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230.3836370865
2023-06-18,2023-06-18,522.4813051683,0.0,204.5449603776,129.4198144038,92.9919923617,0.0,60.7773612407,82.3893111852,0.0,23.4145155631,26.6020599909,34.6279200642,17.2003774695,24.552,19.6,13.606533307,0.36399263,0.0,1.7368276992,0.79532517,0.0,0.0,0.0792808704,0.0,0.0,1.3392e-05,0.0001386701,0.0005928182,0.0,0.0,0.00201252,0.0,0.0,0.0,0.0,8.82e-07,2.1005e-06,7.055e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255.1863385899
2023-06-19,2023-06-19,516.1606194933,0.0,198.4837179279,129.4234233817,113.7773232557,0.0,60.7773613281,73.8091247114,0.0,23.4894255678,26.4403889449,34.6250370643,17.1235333569,24.552,16.7,13.6912405067,0.3656856004,0.0,1.6181906995,0.79314897,0.0,0.0,0.0792808724,0.0,0.0,1.3392e-05,0.0011816235,0.0023538698,0.0,0.0,0.00189534,0.0,0.0,0.0,0.0,2.941e-07,2.0013e-06,7.998e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251.9149490015
2023-06-20,2023-06-20,509.6979690561,0.0,184.3355490918,129.4294789919,80.2207510199,0.0,60.7773613224,61.5426872512,0.0,23.5670530296,26.4532836109,34.6257916552,17.0305965032,24.552,12.26,13.7541566828,0.36616392,0.0,1.59073245,0.765385455,0.0,0.0,0.0792808752,0.0,0.0,3.83435e-05,0.0019299671,0.0023765982,0.0,0.0,0.00164238,0.0,0.0,0.0,0.0,5.88e-07,1.9279e-06,7.398e-07,0.0,2.331e-06,0.0,0.0,0.0,0.0,0.0,1181.0542337907
2023-06-21,2023-06-21,510.9884399927,0.0,188.0661733183,129.4389500146,88.8788154356,0.0,60.777360821,64.2371477665,0.0,23.649959183,26.4660459611,34.6524704487,17.0755898851,24.552,12.72,13.8226762937,0.3695052341,0.0,1.60078575,0.7572637625,0.0,0.0,0.0792808752,0.0,0.0,9.79072e-05,0.0024110122,0.0018659177,0.022134,0.0,0.00095139,0.0,0.0,0.0,0.0,1.176e-06,1.8461e-06,4.049e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198.1599283962
2023-06-22,2023-06-22,508.705703327,0.0,186.3915671657,129.445268562,89.1440142117,0.0,60.7773602579,68.6241218427,0.0,23.7310180828,26.4707890352,34.6285238053,17.0716484919,24.552,12.74,13.8983753597,0.3732969733,0.0,1.61348955,0.7628130925,0.0,0.0,0.0792808752,0.0,0.0,0.0009134297,0.0023610117,0.0019613137,0.022134,0.0,0.00147219,0.0,0.0,0.0,0.0,8.82e-07,1.9669e-06,6.32e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.0381160589
2023-06-23,2023-06-23,506.447184727,0.0,191.1689679772,129.4542976549,82.8894267255,0.0,60.7773601233,74.6706002439,0.0,23.8118650788,26.6080410078,34.660428448,17.1938804583,24.552,13.4,13.4039708548,0.3791756991,0.0,1.63016445,0.79578552,0.0,0.0,0.0792808752,0.0,0.0,0.0016536881,0.0047315161,0.0041100786,0.022134,0.0,0.0014043,0.0,0.0,0.0,0.0,1.176e-06,2.069e-06,5.856e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.9564672572
2023-06-24,2023-06-24,502.2797069034,0.0,181.8409299617,129.4592169703,36.2964754587,0.0,60.7773601163,76.8184807393,0.0,23.8928206019,26.4546431619,34.6261281242,16.97820252,24.552,10.94,13.4790012617,0.3835447998,0.0,1.57374135,0.79622076,0.0,0.0,0.0792808752,0.0,0.0,0.0016335892,0.0006411903,0.0009678272,0.022134,0.0,0.00136896,0.0,0.0,0.0,0.0,8.82e-07,2.1302e-06,6.02e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141.2545027853
2023-06-25,2023-06-25,511.4228887847,0.0,186.0635575488,129.4610290732,36.3003629302,0.0,60.7773600828,84.2246990437,0.0,23.9664981812,26.4469594563,34.6257734393,17.0125217978,24.552,12.46,13.5467262118,0.3848380864,0.0,1.60795605,0.79644396,0.0,0.0,0.0792808752,0.0,0.0,0.0016361933,0.0012486714,0.0002543108,0.022134,0.0,0.00138756,0.0,0.0,0.0,0.0,1.176e-06,2.113e-06,6.184e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163.7555601643
2023-06-26,2023-06-26,426.8284897634,0.0,183.1049248129,129.4632750807,48.6880794,0.0,60.7773600728,85.5574705749,0.0,24.0417642777,26.4412455677,34.6218410658,17.0931114542,24.552,11.32,13.614531215,0.3877117377,0.0,1.54711545,0.79536144,0.0,0.0,0.0792808772,0.0,0.0,0.0015773844,0.0083547545,0.001005011,0.022134,0.0,0.00139035,0.0,0.0,0.0,0.0,1.176e-06,2.1123e-06,6.156e-07,0.0,1.3156e-06,0.0,0.0,0.0,0.0,0.0,1088.9480295094
2023-06-27,2023-06-27,373.8595428819,0.0,186.3870027482,129.4690255663,49.4493596962,0.0,60.7773600625,64.9165569381,0.6975,24.1231205186,26.4207078697,34.625665623,17.2077490838,24.552,13.6,13.6873052904,0.3912772707,0.0,1.59012795,0.79745394,0.0,0.0,0.0792808776,0.0,0.0,0.0015550205,0.0141038243,0.0009090403,0.022134,0.0,0.00136431,0.0,0.0,0.0,0.0,8.82e-07,2.0341e-06,5.706e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.6711059988
2023-06-28,2023-06-28,358.6121923889,0.0,187.0002328934,129.4741725661,47.7484830192,0.0,60.777360052,69.5664207694,28.5975,24.2034559768,26.4558834278,34.6262635302,17.4716005795,24.552,13.02,13.7630541741,0.394285533,0.0,1.6005021,0.7963491,0.0,0.0,0.0792808776,0.0,0.0,0.009573081,0.0092515498,0.0011317221,0.011067,0.0,0.0013764,0.0,0.0,0.0,0.0,8.82e-07,2.0196e-06,6.17e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.7714402595
2023-06-29,2023-06-29,349.8675695926,0.0,179.247276257,129.4747776897,42.4184603728,0.0,60.7773600504,68.5312405213,0.0,24.2823990952,26.7714030795,34.6214323086,19.9077494916,24.552,9.12,13.8335541773,0.3955161456,0.0,1.443205,0.79662531,0.0,0.0,0.0792808776,0.0,0.0,0.011904405,0.0064264736,0.000943595,0.022134,0.0,0.00140523,0.0,0.0,0.0,0.0,5.88e-07,2.2018e-06,6.473e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.1626671099
2023-06-30,2023-06-30,358.6987034131,0.0,189.4632796155,129.4781585928,50.5354171159,0.0,60.7773600504,62.3693635126,0.0,24.365610802,26.6926917552,34.6252683365,20.3905293955,24.552,11.62,13.9330363755,0.3979043131,0.0,1.56368805,0.79697964,0.0,0.0,0.0792808776,0.0,0.0,0.0123772204,0.0085605455,0.0006959286,0.011067,0.0,0.00144336,0.0,0.0,0.0,0.0,8.793e-07,2.1406e-06,6.32e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.3734195521
2023-07-01,2023-07-01,354.8255624271,5641.7,186.0084089673,128.7265865113,22.7678663863,2423.7254476615,60.7773600522,69.4720548366,1488.0,23.6705187511,26.6668338189,34.5323906618,17.2467831013,24.552,12.72,14.7326489782,0.3874413288,0.0,1.54636965,0.77250135,0.0,0.0,1.2575e-06,0.0,0.0,0.011821458,0.0088164607,0.0,0.0,0.0,0.00136896,0.0,0.0,0.0,0.0,9.033e-07,2.1149e-06,6.32e-07,0.0,2.5399e-06,0.0,0.0,0.0,0.0,-169.66,10363.1927888087
2023-07-02,2023-07-02,351.0440749073,0.0,179.4307110488,128.7431968532,7.0714907829,0.0,60.7773600528,69.5492615524,0.0,23.7608535143,26.8536810275,34.5299268587,17.1776102375,24.552,10.44,14.8167571528,0.3874413288,0.0,1.4706816,0.7716783,0.0,0.0,0.0660672,0.0,0.0,0.01171322,0.0061604559,0.0,0.0,0.0,0.00133455,0.0,0.0,0.0,0.0,9.033e-07,2.1964e-06,6.156e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.4620043582
2023-07-03,2023-07-03,355.3484076214,0.0,179.4477171063,128.7668381787,55.003274478,0.0,60.7773600434,60.7632056163,0.0,23.8485086568,26.6964666673,34.5306236569,17.078456088,24.552,10.22,14.3082887969,0.3875630592,0.0,1.4576616,0.77118447,0.0,0.0,0.07928064,0.0,0.0,0.007147664,0.0060638036,8.94815e-05,0.0,0.0,0.00115878,0.0,0.0,0.0,0.0,9.033e-07,2.1798e-06,6.17e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.0513001084
2023-07-04,2023-07-04,358.1975098073,0.0,188.1206761364,128.7745587981,58.2793831545,0.0,60.7773600478,72.644047441,0.0,23.9381563985,26.686191218,34.5611476458,17.1479746265,24.552,13.7,14.3927211313,0.3879249282,0.0,1.56973125,0.77010474,0.0,0.0,0.07928064,0.0,0.0,0.004064886,0.0089109265,0.0001743785,0.0,0.0,0.00133827,0.0,0.0,0.0,0.0,9.033e-07,2.182e-06,6.189e-07,0.0,2.4956e-06,0.0,0.0,0.0,0.0,0.0,1024.5932626242
2023-07-05,2023-07-05,357.7044898158,0.0,188.8794143567,128.7761778461,57.1509748258,0.0,60.777360057,78.0763178844,0.0,24.0293217831,26.6679679349,34.5333474201,17.2559799737,24.552,13.46,1.7768594226,0.3891349368,0.0,1.5824304,0.77202984,0.0,0.0,0.079280868,0.0,0.0,0.004074944,0.008793656,0.000939426,0.0,0.0,0.00133548,0.0,0.0,0.0,0.0,9.033e-07,2.1375e-06,6.034e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.4782345152
2023-07-06,2023-07-06,352.3445402166,0.0,186.1645759404,128.7747782064,55.3933404836,0.0,60.7773600726,80.6656569772,0.0,24.1184586629,26.6621643503,34.5435015473,17.3278145588,24.552,12.84,1.8428867065,0.3899720417,0.0,1.49206005,0.76324971,0.0,0.0,0.079280868,0.0,0.0,0.002952641,0.007101126,0.0010030815,0.0,0.0,0.00088815,0.0,0.0,0.0,0.0,9.033e-07,1.4812e-06,3.885e-07,0.0,4.0329e-06,0.0,0.0,0.0,0.0,0.0,1008.7435921967
2023-07-07,2023-07-07,355.0195527915,0.0,186.4716229851,128.7732493647,56.8403680189,0.0,60.7773600788,85.3196187038,0.0,24.2078267908,26.6814614903,34.5336842153,19.7616026285,24.552,12.92,1.6984078492,0.3903432384,0.0,1.55453505,0.78865394,0.0,0.0,0.07928087,0.0,0.0,0.0037413513,0.0077204683,0.0007680393,0.0,0.0,0.00084723,0.0,0.0,0.0,0.0,8.82e-07,1.6906e-06,3.171e-07,0.0,2.4157e-06,0.0,0.0,0.0,0.0,0.0,1020.3826504096
2023-07-08,2023-07-08,344.6973918406,0.0,176.2411892613,128.7753510629,36.2940492655,0.0,60.7773600605,64.657837084,0.0,24.2981910382,26.6781973827,34.5297980953,17.0281252439,24.552,9.6,1.6092673585,0.3905958335,0.0,1.4567595,0.80492028,0.0,0.0,0.0792808704,0.0,0.0,0.0033294495,0.0048430865,0.0005668573,0.0,0.0,0.00027528,0.0,0.0,0.0,0.0,8.82e-07,1.5747e-06,1.183e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.4793314256
2023-07-09,2023-07-09,345.1943940498,0.0,176.6482952994,128.775931304,36.2935296832,0.0,60.777360066,60.7584209897,0.0,24.3779397523,26.8351996992,34.5297424225,17.0041659026,24.552,9.6,1.6957532293,0.3906467592,0.0,1.4538486,0.80493144,0.0,0.0,0.0792808704,0.0,0.0,0.003134483,0.0046122629,9.58591e-05,0.0,0.0,9.672e-05,0.0,0.0,0.0,0.0,5.88e-07,1.5333e-06,1.69e-08,0.0,1.9929e-06,0.0,0.0,0.0,0.0,0.0,949.7793835237
