,date-time,EC2-Instances($),S3($),Relational Database Service($),EC2-Other($),Glue($),DocumentDB (with MongoDB compatibility)($),Elastic MapReduce($),CloudWatch($),VPC($),OpenSearch Service($),Redshift($),Managed Streaming for Apache Kafka($),SageMaker($),ElastiCache($),DMS($),Elastic Load Balancing($),QuickSight($),Elastic File System($),SNS($),Lambda($),Elastic Container Service for Kubernetes($),Rekognition($),Hardened Red Hat Enterprise 7 (RHEL 7)($),Step Functions($),Glacier($),DynamoDB($),Backup($),AppFlow($),Route 53($),SQS($),EC2 Container Registry (ECR)($),Key Management Service($),API Gateway($),CloudFront($),Athena($),Secrets Manager($),CloudWatch Events($),Cognito($),X-Ray($),Cost Explorer($),Service Catalog($),Systems Manager($),SES($),Simple Workflow Service($),Direct Connect($),CloudTrail($),CodeArtifact($),Elastic Container Service($),Migration Hub Refactor Spaces($),Location Service($)
Elastic Load Balancing($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickSight($),0.49025543416723993,,0.46295531333509726,,,0.7015578596990613,,,-0.10177454970103728,,,,,,,,,1.0,,-0.1439435872018681,0.16047437265984815,,,,0.23085732154092417,0.20988429376605752,,,,,0.49069406718402847,,0.45625098624320015,,,0.8697943335543171,0.21174435365611335,,,,-0.1876787733049357,0.2677449264915516,,,0.21983392241905975,,-0.05655959031942682,,,,
Elastic File System($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNS($),0.05805220339007487,,-0.05324757401039916,,,-0.19715683341658696,,,0.4018664406769775,,,,,,,,,-0.1439435872018681,,1.0,-0.2641590402166499,,,,0.35611659024416276,0.24850581534343502,,,,,-0.2568344739146491,,-0.24792484642612597,,,-0.18762598432587788,0.17413858757285608,,,,0.49945814641154357,-0.046831820945629724,,,0.36247606989394787,,0.23541186582107404,,,,
Lambda($),0.16015160975137344,,0.18066707571043358,,,0.2088580097210222,,,-0.2717651067060988,,,,,,,,,0.16047437265984815,,-0.2641590402166499,1.0,,,,0.03845909627291906,0.17215969947166182,,,,,0.32539913500005707,,0.35341739690016744,,,0.19934838119459306,0.16709824734287448,,,,-0.1156265199323543,0.20951648805191866,,,0.045860938766194244,,-0.2077139015127041,,,,
Elastic Container Service for Kubernetes($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rekognition($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardened Red Hat Enterprise 7 (RHEL 7)($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step Functions($),0.7899540738159812,,0.7207812018008376,,,0.27466144682131133,,,0.22157820914969442,,,,,,,,,0.23085732154092417,,0.35611659024416276,0.03845909627291906,,,,1.0,0.769616455979181,,,,,0.5772836674731336,,0.5896006281190188,,,0.25512785951081207,0.876623640845824,,,,0.6189310644520956,0.4095195655077288,,,0.9548023404452383,,0.1390434628257514,,,,
Glacier($),0.7541624003506959,,0.5724886203348308,,,0.29879254041324,,,0.2187790272500828,,,,,,,,,0.20988429376605752,,0.24850581534343502,0.17215969947166182,,,,0.769616455979181,1.0,,,,,0.5924381825025543,,0.605235425696943,,,0.27901679459972967,0.723491052624286,,,,0.5377461785165332,0.47766885133509235,,,0.7499121770477051,,0.14843639864543387,,,,
DynamoDB($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Backup($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AppFlow($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Route 53($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQS($),0.856638349536855,,0.7724112429628327,,,0.7010261809131051,,,-0.10746506053266877,,,,,,,,,0.49069406718402847,,-0.2568344739146491,0.32539913500005707,,,,0.5772836674731336,0.5924381825025543,,,,,1.0,,0.9865671992134123,,,0.6470186513968651,0.6561094350189577,,,,0.0507592911802356,0.6101788126753541,,,0.5680273452940394,,-0.031141907316986597,,,,
EC2 Container Registry (ECR)($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key Management Service($),0.8539586913925248,,0.7666663365270504,,,0.6559106105012965,,,-0.19991705698553836,,,,,,,,,0.45625098624320015,,-0.24792484642612597,0.35341739690016744,,,,0.5896006281190188,0.605235425696943,,,,,0.9865671992134123,,1.0,,,0.6015069347064154,0.6795061366290717,,,,0.07396711982598635,0.6032400911351349,,,0.5827218228567983,,-0.116620630303257,,,,
API Gateway($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CloudFront($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athena($),0.609350432893738,,0.4810609014611346,,,0.9062684656034371,,,-0.13238107095724466,,,,,,,,,0.8697943335543171,,-0.18762598432587788,0.19934838119459306,,,,0.25512785951081207,0.27901679459972967,,,,,0.6470186513968651,,0.6015069347064154,,,1.0,0.22977449508630848,,,,-0.23463907842130002,0.46868319201661535,,,0.2507971991044194,,-0.07350546546841841,,,,
Secrets Manager($),0.7740882366048891,,0.8184808797891235,,,0.2611656714449144,,,0.11995658976595744,,,,,,,,,0.21174435365611335,,0.17413858757285608,0.16709824734287448,,,,0.876623640845824,0.723491052624286,,,,,0.6561094350189577,,0.6795061366290717,,,0.22977449508630848,1.0,,,,0.5326932158520307,0.34660145791967223,,,0.8782900537732219,,0.08166324585934218,,,,
CloudWatch Events($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cognito($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X-Ray($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost Explorer($),0.2746693272972077,,0.18017247066559783,,,-0.24275798232271995,,,0.32404641723302446,,,,,,,,,-0.1876787733049357,,0.49945814641154357,-0.1156265199323543,,,,0.6189310644520956,0.5377461785165332,,,,,0.0507592911802356,,0.07396711982598635,,,-0.23463907842130002,0.5326932158520307,,,,1.0,0.07583433423298248,,,0.6253759465302331,,0.20148071427581793,,,,
Service Catalog($),0.6091485030016667,,0.38374159157896376,,,0.5202902640054855,,,-0.040147142911796795,,,,,,,,,0.2677449264915516,,-0.046831820945629724,0.20951648805191866,,,,0.4095195655077288,0.47766885133509235,,,,,0.6101788126753541,,0.6032400911351349,,,0.46868319201661535,0.34660145791967223,,,,0.07583433423298248,1.0,,,0.4038163526095482,,-0.023803854330437045,,,,
Systems Manager($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SES($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Workflow Service($),0.785702648266152,,0.7188259955617592,,,0.28129011468694054,,,0.21502356309406462,,,,,,,,,0.21983392241905975,,0.36247606989394787,0.045860938766194244,,,,0.9548023404452383,0.7499121770477051,,,,,0.5680273452940394,,0.5827218228567983,,,0.2507971991044194,0.8782900537732219,,,,0.6253759465302331,0.4038163526095482,,,1.0,,0.13708647584318304,,,,
Direct Connect($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CloudTrail($),0.02327855241607966,,0.14175363705984462,,,-0.07693799581608639,,,0.7894269122280858,,,,,,,,,-0.05655959031942682,,0.23541186582107404,-0.2077139015127041,,,,0.1390434628257514,0.14843639864543387,,,,,-0.031141907316986597,,-0.116620630303257,,,-0.07350546546841841,0.08166324585934218,,,,0.20148071427581793,-0.023803854330437045,,,0.13708647584318304,,1.0,,,,
CodeArtifact($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elastic Container Service($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migration Hub Refactor Spaces($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location Service($),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
