,Service,Tax($),Savings Plans for  Compute usage($),Relational Database Service($),EC2-Other($),CloudWatch($),S3($),Support (Business)($),VPC($),EC2-Instances($),Tetrate Service Bridge($),Glue($),OpenSearch Service($),Elastic Load Balancing($),ElastiCache($),Redshift($),DocumentDB (with MongoDB compatibility)($),Elastic File System($),Elastic Container Service for Kubernetes($),Elastic MapReduce($),Managed Streaming for Apache Kafka($),CloudTrail($),Certificate Manager($),DynamoDB($),Direct Connect($),SageMaker($),QuickSight($),OCBLateFee($),DMS($),Route 53($),MQ($),Cognito($),CloudFront($),Hardened Red Hat Enterprise 7 (RHEL 7)($),EC2 Container Registry (ECR)($),Config($),SNS($),Rekognition($),Glacier($),CIS  Linux 2 Benchmark - Level 2($),Savings Plans for  Machine Learning($),Systems Manager($),"F5 BIG-IP Virtual Edition - GOOD  (PAYG, 200Mbps)($)",Kinesis($),Lambda($),Backup($),Key Management Service($),Managed Service for Prometheus($),SQS($),API Gateway($),Security Hub($),Secrets Manager($),AppFlow($),X-Ray($),Managed Workflows for Apache Airflow($),Cost Explorer($),Directory Service($),CIS Ubuntu Linux 20.04 LTS Benchmark - Level 1($),Kinesis Firehose($),SES($),Step Functions($),WAF($),DynamoDB Accelerator (DAX)($),Athena($),Inspector($),Antivirus for  S3 - PAYG with 30 DAY FREE TRIAL($),Transfer Family($),FSx($),WorkSpaces($),Budgets($),Service Catalog($),CloudWatch Events($),Pinpoint($),RHEL 8 with Support by Supported Images($),Elastic Container Service($),CIS Ubuntu Linux 22.04 LTS Benchmark - Level 1($),CIS  Linux 2 Benchmark - Level 1 (ARM)($),Elastic Disaster Recovery($),Textract($),Red Hat Enterprise Linux (RHEL) 8.4 with support by ProComputers($),Amplify($),Fault Injection Simulator($),AppSync($),Simple Workflow Service($),CloudShell($),CodeArtifact($),IoT($),CodeCommit($),Migration Hub Refactor Spaces($),Location Service($),CodeBuild($),DevOps Guru($),Data Transfer($),Refund($),Total costs($)
26,2023-04-26,,241.056,1931.2320645273,1588.7879637017,672.4820837154,718.0961539232,,807.3170321217,1105.1130162678,,792.7906152588,642.7966596791,486.0563586863,405.5547632476,148.0616546717,250.5064667138,43.9111231673,144.5276625635,202.6737467874,86.6132526131,35.471286705,,51.7640265544,74.6750099101,45.3842594053,61.6143615576,,113.181014502,51.406701948,34.9074468143,0.0,19.1520414031,64.3,15.0175100441,,13.8107606647,22.8373125,82.5810639058,47.8,0,0.016328196,19.92,34.1760260269,17.1999496104,3.4895916538,7.5346532796,,3.0616102316,1.8335224082,0.05952,5.3715250032,0.2317882375,0.11012595,,0.0,3.1808304844,0.5,2.719695567,2.8906562794,3.74262e-05,0.7130005668,,4.47203055,2.0925,,,,,,,0.0012490857,0.0620000016,,3.52899e-05,,,,,,,,,,0.0,6.061e-07,,,,,,,-1.1792211469,,11109.9368688675
27,2023-04-27,,241.056,1918.6529462681,1570.8202522454,691.4388720448,678.3853567113,,863.3934913998,1042.9611172973,,876.4559541495,642.8045697167,462.2995320369,411.2975132391,147.2124187244,249.2398567627,43.9103451622,145.08,199.279137582,87.0629235218,35.32224444,,51.7577660863,74.6928447951,45.2288934,61.4153424816,,113.181014507,51.399112032,34.9067358072,0.0,20.1856806096,62.48,14.3857576456,,52.6340939328,21.49695,91.6056087534,46.7,0,0.082562796,19.92,34.8035490501,14.7861727792,3.491695798,7.2018995901,,9.5777805202,1.8550145324,0.05952,5.2371301865,0.2206490048,0.0632865,,-0.0,3.0856741764,0.48,2.2245427079,3.1692857563,3.31017e-05,0.7130223288,,0.37660815,,,,,,,0.0,0.0014118103,0.0620000016,,3.54443e-05,,,,,,,,,,0.0,6.06e-07,,,,,,,-1.2320624255,,11154.9221437677
28,2023-04-28,,241.056,1908.4304420854,1594.2379485837,702.4033493469,723.3698890712,,908.8060869203,1027.689725472,,840.8466628008,642.815010967,534.5728160845,412.8087632339,147.3251802169,256.1941576736,43.8124121544,144.22777776,199.9902070933,86.8342448626,38.18272914,,48.3791254267,74.6716149114,45.1361949716,62.1277224816,,113.1810143391,51.490577532,34.9024057433,0.0,21.0100180968,60.1,14.7439503044,,83.657033217,18.6220875,78.6348447063,44.4,0,0.01256151,19.92,38.6397429121,16.621931952,3.4948140428,7.0805615604,,14.6449858467,1.8913988993,0.05952,5.1730108202,2.6788277925,0.03638625,,0.0,3.0919619498,0.48,2.5963343957,3.1313494582,4.0454e-05,0.7130061468,,0.50831475,,,,,,,,0.0023489922,0.0620000016,,3.76455e-05,,,,,,,,,,0.0,6.06e-07,,,,,,,-1.2767736152,,11324.2223550673
29,2023-04-29,,241.056,1882.5408625096,1551.214519901,658.6357136115,635.0936576767,,836.4190490346,841.1428169682,,745.9193308473,642.8246758815,518.5045390566,412.8087632367,127.692019085,246.043012054,43.8540039837,142.848,199.3688212936,84.5632880964,30.520802775,,47.3487882759,74.4968474447,42.4327999992,61.1047224816,,113.1810142102,51.404603124,34.9016718833,,17.6972935288,55.62,14.3531160727,,34.2830584019,21.39465,89.73657279,39.2,0,0.007850874,19.92,34.6410411079,15.5088877364,3.4973824569,6.8534165004,,6.3670477115,2.061575951,0.05952,5.1061567369,0.214568966,0.1740216,,-0.0,3.0983278989,0.48,2.280668872,3.1892335534,1.16127e-05,0.7162291548,,0.16033665,2.0925,,,,,,,0.0130389772,0.0620000016,,3.54023e-05,,,,,,,,,,,7.07e-07,,,,,,,-1.319419393,,10643.3894473016
30,2023-04-30,,241.056,1882.0942184608,1496.076315744,629.0274471209,647.1199672921,,690.1383744578,667.6275241259,,737.9228573307,642.8322945689,429.5754092978,412.8087632399,127.7892365797,236.3429926796,43.9607912135,142.848,206.467104656,86.2887545266,32.2697817,,46.2004891648,74.5719839515,42.4327999992,60.6397224816,,113.1810145236,51.329681952,34.875816289,,16.1008321234,53.6,14.3593677208,,48.7909626127,19.1498625,35.5193983301,38.94,0,0.006555384,19.92,27.7526203504,16.0050175428,3.4980273272,6.8011849104,,8.7491410591,1.8956368224,0.05952,5.1754159032,0.172234511,0.19926645,,0.0,3.1670959403,0.48,1.4176009816,2.4501895477,3.69036e-05,0.7130005668,,0.33856185,,,,,,,,0.0164137631,0.0620000016,,3.56543e-05,,,,,,,,,,,6.06e-07,,,,,,,-1.3502179522,,10099.4671027662
31,2023-05-01,84421.69,2595.816,1889.7169126727,1915.6439048556,622.2002858671,954.3013046411,23517.0195301885,727.2743814137,1398.6238096112,,733.958497794,641.0702161775,497.2427890651,412.8087515165,4931.9254217261,256.519232601,42.5492890201,142.8259055771,213.5194636401,85.0882607317,25.678616415,2604.0,30.5467010891,74.5507796706,45.1343781959,67.2037200048,5280.92,113.046498642,66.347769096,34.7932825477,0.0,0.05304548,61.3,13.9027607921,,0.0117132297,22.72455,68.7264449792,43.42,24,6.581054232,19.92,31.2420981691,8.0876318092,3.3848310997,6.95770208,,0.2114878025,1.8606488743,0.05952,5.1860851524,0.1884575694,0.0,,2.0913993,5.4055043295,0.48,1.5219047396,2.2508289388,1.47376e-05,0.6900005484,,0.49991685,,,,,17.67,,,0.0036729298,0.06,,3.5179e-05,,,,,,,,,,,5.05e-07,,,,,,,,-6927.1,127763.4070120875
32,2023-05-02,,2595.816,1889.7624546268,1919.1821900202,675.167852891,990.9113952191,,884.0736177674,1630.262330975,,839.7611882187,641.0317769385,599.4687161827,413.7666515137,145.4672654347,267.6278718178,42.6667940269,142.848,214.023083033,86.2713128836,32.37853497,,46.0991854632,74.5039385412,45.1349677716,67.2967200048,,113.594495952,51.392344236,34.8003795095,0.0,0.0537797641,62.6,14.5564171249,,52.9440160988,23.7440625,90.4477495998,43.74,24,0.350621532,19.92,34.0433220177,15.4817852866,3.3858398139,6.99183654,,7.8073743317,1.9237192194,0.05952,5.2077309024,1.0702150119,0.0,,1.9976856,5.5235888993,0.48,2.5859877002,2.2536292847,3.6374e-06,0.6900005484,,0.61532985,2.0925,,,,,,,0.0023854687,0.06,,0.0002349432,,,,,,,,,,0.0,7.071e-07,,0.0,,,,,,,14867.9384043796
33,2023-05-03,,2595.816,1898.4908474557,1840.1962252235,669.7187162876,1002.5745184533,,774.0301941199,1479.6819556385,,1009.1414110485,641.0522431692,495.2113330511,437.5560515083,147.1168451484,263.1527222485,42.8292192003,141.6519621075,216.3855439086,86.1268262459,32.29750407,,44.8625691869,74.5382513272,45.134975808,67.4827200048,,113.8201394342,51.524578332,34.8002769335,0.0,0.0955221188,61.98,13.9774979775,,71.3751003409,23.3151,81.1388830254,44.6,24,0.147233136,19.92,43.1389650789,15.9368516482,3.3884651645,7.11506247,,10.4100184234,1.9209628489,0.05952,5.2060164523,4.7663967886,0.0,,2.0547414,5.5374928308,0.48,2.0108176111,2.255906594,3.02968e-05,0.6911678844,,1.8350109,,,,,,,,0.0016380768,0.06,,0.0007677084,,,,,,,,,,0.0,5.05e-07,,0.0,,,,,,,14652.6127991921
34,2023-05-04,,2595.816,1914.6488222552,1868.2729626268,683.5402134769,979.1789772501,,837.2179543811,1577.2162643498,,1076.2939322364,641.0460105285,528.9626676428,452.472321502,150.0864921602,357.5377920179,43.2395440305,140.616,223.0750815332,87.3548366396,29.27919465,,37.7467530526,74.5761388264,45.1309807017,70.0207200287,,105.0219647567,51.501752784,34.8028554831,0.0,0.0971873897,60.04,14.5523835401,,54.1688718866,23.9475,95.9788892493,44.66,24,0.291979452,19.92,40.7608892213,15.7349226763,3.2832088602,7.19989521,,8.0967288067,1.9370569009,0.05952,5.3762447024,6.9687150841,0.0,,2.0194422,5.6374335174,0.48,2.4902371089,2.2727068945,3.12722e-05,0.6900005484,,1.9656945,,,,,,,0.0,0.0012650558,0.06,,3.50083e-05,,,,,,,,,,0.0,7.802e-07,,,,,,,,,15047.3470727795
35,2023-05-05,,2595.816,1925.2959708065,1824.8564628629,663.317322947,983.1594484549,,797.7759786182,1476.7360096104,,825.6851295831,641.0509259969,512.9180614873,460.9083515001,146.1801417563,360.025584617,43.1534181447,140.616,216.8463374025,86.1061802359,26.478266685,,26.4018268274,74.5701944883,45.1280019226,67.527720036,,113.8201421249,51.500614836,34.8007338167,0.0,7.2171128161,59.1,14.2527383078,,44.6977141155,20.234475,50.0373644122,44.44,24,0.014688792,19.92,34.1457157787,15.0486394616,3.2898549938,7.04241087,,6.8123728313,1.8047407376,0.05952,5.3076139524,0.2276553713,0.0,,1.9921227,5.4960142829,0.48,2.2319075918,2.2525814995,2.45025e-05,0.6932296944,,0.351633,2.0925,,,,,,0.0,0.0012565799,0.06,,3.56523e-05,,,,,,,,,,,8.68e-07,,,,,,,,,14513.9787485722
36,2023-05-06,,2595.816,1904.8556564659,1778.4307039182,634.7559200479,938.9967750816,,685.5469663566,1184.2968284121,,669.652455255,641.0629157137,455.0250979005,460.9083514992,126.1359307964,264.4105282048,43.2379603062,140.616,216.0647654035,86.3439060108,23.660152785,,26.4800152274,74.623591985,42.432,63.621720036,,113.8201402458,51.440645088,34.7981973837,0.0,23.7616140849,52.46,14.0815301225,,26.5006899057,22.7478,79.3370405873,39.72,24,0.004996704,19.92,33.0397720974,14.8939553086,3.2982547973,6.61286526,,4.3565196252,1.8712912115,0.05952,5.0880781524,0.2164968823,0.0,,2.0177679,5.4090792354,0.46,1.9688276035,2.259534013,1.51468e-05,0.6900005484,,0.19468155,,,,,,,0.0,0.0116311686,0.06,,3.54479e-05,,,,,,,,,,0.0,1.5712e-06,,,,,,,,,13642.0752230472
37,2023-05-07,,2595.816,1904.4075625087,1794.6760364348,589.9270749807,859.2125900791,,661.2538726173,993.1415986155,,614.511277206,641.0683690602,412.6207640913,460.9083514953,126.0267380302,246.2369942528,43.2651827264,140.616,216.5277870268,86.60393602,21.891224895,,26.2174382333,74.6531356779,42.432,63.156720036,,113.8201370418,51.40656096,34.7985748551,,22.3276882965,48.76,14.0938786005,,8.4620789319,16.3017375,102.0545753484,39.5,24,0.005103654,19.92,28.61305282,13.8348998638,3.2997120284,6.77032449,,1.8674981774,1.8596505797,0.05952,5.2065415524,0.1798562095,0.06202635,,1.9879116,5.4757735905,0.48,1.571981187,2.2470228927,5.07424e-05,0.6900608124,,0.17597925,,,,,,,0.0,0.0172638738,0.06,,3.52886e-05,,,,,,,,,,,1.5712e-06,,,,,,,,,13185.0801520553
38,2023-05-08,,2595.816,1941.1860255563,1884.1956303647,679.7875639039,939.9704209614,,773.4470726188,1569.1084723625,,798.130310457,641.0713200804,487.1407200885,445.2099515028,146.7383619793,266.0835403877,44.2248242476,138.8882901994,217.8700054885,86.0588148958,25.40752374,,27.519874829,74.5632205236,45.1310763996,67.383720026,,113.8201356871,51.55559346,34.8026222839,0.0,28.1841673086,60.6,14.2514120307,,22.8397922432,25.028625,47.5554876566,44.6,24,0.08029806,19.92,34.064110162,14.7863823974,3.3015025246,7.38033288,,4.6898694478,1.9169310241,0.05952,5.4350239524,0.8566208743,0.03965985,,1.9567194,5.5513870307,0.48,1.8734806543,2.2598055317,3.22481e-05,0.6900066864,,3.11160795,2.0925,,,,,,0.0,0.0027705919,0.06,,3.5464e-05,,,,,,,,,,0.0,1.6506e-06,,,,,,,,,14472.7791746632
39,2023-05-09,,2595.816,1912.2468708608,1892.4922446261,707.6634683521,991.6386544026,,812.8331354364,1764.9639275114,,998.371244682,641.079127834,500.0925395588,412.4739515128,149.2432931107,270.4791231594,43.7534259841,138.384,217.2598762086,85.8747395582,49.36945734,,27.4229035374,74.6374969953,45.1281592828,67.9057200093,,113.8201361293,51.462461772,34.8377165157,0.0,27.1654526165,61.8,14.6982155036,,7.910105333,23.56155,92.6096095948,44.58,24,0.10919502,19.92,34.2389435712,14.6036116606,3.308773695,7.3238019,,2.1554231366,1.9124052012,0.05952,5.3989725024,0.361524436,0.0248124,,2.0109678,5.5279104469,0.48,2.1549048277,2.431156428,2.91314e-05,0.6900066864,,4.5727821,0.0,,,,,,0.0,0.0012379909,0.06,,3.50396e-05,,,,,,,,,,0.0,1.9268e-06,,,,,,,,,15002.9206233284
40,2023-05-10,,2595.816,1905.9490815626,1900.5496680576,696.8015465043,935.8306408017,,849.5962260271,1799.6329850634,,1116.5771507274,636.1308853451,528.1348316463,412.4739515183,148.0998142467,272.012521724,44.0066619207,138.384,217.4140114681,86.4031125471,22.673785485,,27.3827757727,74.6238670739,45.1315512082,69.7807200024,,113.8201355627,51.539142876,34.8153906801,0.0,28.6203175344,62.38,14.3265416192,,7.5751767173,20.1379875,46.3032457395,44.56,24,0.151697322,19.92,38.038389409,14.4963270538,3.3167346355,7.32975018,,2.0993452068,1.8924570889,0.05952,5.3210066524,0.6442713493,0.01901385,,1.9727178,5.6449528665,0.48,1.8063404701,4.2142631022,1.01472e-05,0.6900005484,,1.5791493,0.0,,,,,,0.0,0.0011766273,0.06,,3.63531e-05,,,,,,,,,,,1.7303e-06,,,,,,,,,15081.2208886246
41,2023-05-11,,2595.816,1903.2703011238,1896.9627697537,725.329766436,931.0589535483,,804.9132338117,1815.7364322593,,1232.8108455303,627.9071494943,514.0533383083,412.546491531,148.0775151047,264.9030774327,44.0953768295,138.384,217.8409517162,86.3536638262,22.55691843,0.6975,27.3165109065,74.6166491086,45.135058885,68.0137200024,,78.4587732762,51.532029492,34.8004788346,0.0,25.6027441892,59.34,14.4477851901,,8.0051913241,25.4017875,86.5099047247,44.96,24,0.218688198,19.92,39.0898811779,14.751621345,3.3231148463,7.30497777,,2.1747103383,1.8193720818,0.05952,5.3791588524,0.3373401275,0.0235476,,1.9512594,5.5074710628,0.48,2.3799433685,3.2332258988,2.60103e-05,0.6899999904,,1.44316935,2.0925,,,,,,0.0,0.0012039954,0.06,,3.52625e-05,,,,,,,,,8.3551e-06,2.2e-08,1.1004e-06,,0.0,,,,,,,15163.6956947228
42,2023-05-12,,2595.816,1893.9219103415,1841.9299529643,678.2331544661,942.9104587795,,863.446622979,1884.0906229117,,1013.6813278413,627.9133664439,474.471839899,415.867521537,149.1188427657,259.5097410168,44.6081152336,138.384,217.2960252107,86.3006664688,22.8176802,0.6975,27.2446558074,74.6296816538,45.1350644756,69.3157200024,,63.8982117703,51.5656077,34.8010078996,0.0,23.9855240059,58.64,14.707852812,,7.2209243937,23.177925,79.5429021463,45.06,24,0.241804836,19.92,39.4912027095,14.7383209521,3.3448793585,7.37751084,,2.0696764458,1.8069757115,0.05952,5.4287418024,0.2196703246,0.03381945,,1.9850007,5.5376800625,0.48,1.965487868,3.1138458079,3.22496e-05,0.6932319264,,6.9473697,,,,,,,0.0,0.0012365804,0.06,,3.55905e-05,,,,,,,,,4.5446e-06,0.0,6.666e-07,,0.0,,,,,,,14909.4564748528
43,2023-05-13,,2595.816,1871.7480833567,1835.1228836669,685.3126985527,910.9593320111,,852.7659702079,1593.8462885159,,894.1041860115,627.9258838584,488.1089887436,419.1922715403,131.2380239006,252.1723229144,44.9108178245,138.384,217.1840772119,86.3986110653,21.56627871,,27.2003937656,74.665081137,42.432,65.3167200024,,63.8982122578,51.684911448,34.7979821086,0.0,22.6120636959,54.02,14.3887878995,,6.8660866763,23.094225,30.9097014606,40.22,24,0.005071104,19.92,33.3965201678,15.0296288029,3.4927865368,6.83473914,,1.9346146342,1.8241733911,0.05952,5.2344183024,0.2084163884,0.14718645,,1.9720209,5.4474841167,0.48,1.3656166798,2.3949575552,4.06472e-05,0.6900005484,,0.1966485,,,,,,,0.0,0.0110762724,0.06,,3.90999e-05,,,,,,,,,9.7926e-06,,5.506e-07,,,,,,,,,14343.5678531238
44,2023-05-14,,2595.816,1883.4347445187,1844.738679739,650.8115520769,920.5173339463,,787.3400958929,1480.7641089648,,847.7741782005,627.9319103717,481.9182701955,417.9832715463,131.6730332687,235.115225962,44.9459087033,138.384,217.1848168774,85.8047979489,21.384655755,,27.3581315846,74.5816953879,42.432,64.7587200024,,63.8982172816,51.419547852,34.7955472202,,20.1636171927,52.64,14.3949754054,,7.2304565666,19.89735,30.7122289652,40.36,24,0.017283678,19.92,28.2715235223,14.7524393279,3.4971041705,6.66269937,,1.9637434578,1.7994521097,0.05952,5.2104289524,0.1644018357,0.1997919,,1.9499319,5.6556069425,0.48,1.3485899477,2.3807666749,2.39607e-05,0.6900005484,,0.40022085,2.0925,,,,,,0.0,0.0163364467,0.06,,3.56973e-05,,,,,,,,,2.8383e-06,0.0,7.95e-08,,,,,,,,,14079.7574756368
45,2023-05-15,,2595.816,1936.1320771755,1827.4920640934,719.3933781763,1018.9668049409,,727.0101331601,1578.9862047264,,910.1192346621,627.9353504604,472.7866230596,410.1303515545,151.7995365423,260.6789492976,45.1368418735,138.9630799231,220.3799709,85.1298265031,27.011511945,,27.8214894628,74.6196840494,45.1174424227,69.8617199964,,62.7152515935,51.58026822,34.8014174382,0.0,24.1506628404,60.02,14.6037421803,,41.6699215713,23.88879468,30.513013793,45.0,24,0.023785866,19.92,34.7254090702,15.6688662663,3.5013728786,7.29414612,,7.5327966597,1.810860001,0.05952,5.3435166024,0.215897785,0.0407712,,1.8702783,5.5326474513,0.48,1.3902953137,2.8717339817,4.09247e-05,0.6900011064,,8.76518025,,,,,0.8835,,0.0,0.0027451006,0.06,,0.0005559397,,,,,,,,,2.941e-07,,0.0,,,,,,,,,14502.9152683532
46,2023-05-16,0.0,2595.816,1907.8072186561,1805.2481592632,708.5592468508,937.9885869143,,719.3858583724,1421.4165638807,,1107.4412979966,620.8062267257,459.3887321715,370.1673221461,152.7507810668,200.139508644,45.323934466,138.9902382221,220.0352083984,79.3722817504,21.496915125,,27.8101080101,74.5818906245,45.1109910693,67.7107199904,,61.5322897689,51.617588004,34.8016022271,0.0,24.8327643682,60.04,14.7193724678,,1.3070712306,21.4027875,30.3120553206,45.64,24,0.476683776,19.92,35.2595961454,14.9755082609,3.5084488457,7.38783153,,1.0006720343,1.771274937,0.05952,5.3554950024,4.8041504766,0.01974855,,1.9748004,5.5004675923,0.54,1.3755120076,2.883058334,1.15199e-05,0.6900005484,,2.7203151,,,,,,,0.0,0.0011835082,0.06,,3.55326e-05,,,,,,,,,2.621e-07,,0.0,,,,,,,,,14207.837635595
47,2023-05-17,,2595.816,1884.4034693887,1841.0250246472,699.4291506302,956.9225819924,,773.2791108485,1467.7716112572,,983.311141161,631.4255708131,485.9176189804,362.4157722764,151.7043495392,169.2383320202,45.43658319,138.384,218.6854135456,78.2561089216,23.859399705,,27.8684504898,74.5502113346,45.129066645,65.3857199904,,61.5322898137,51.5553802614,34.8110838488,0.0,25.1877917978,60.1,14.8375755272,,14.2152647011,23.6347875,30.3128890306,45.02,24,0.664451148,19.92,40.7323925957,15.8958754676,3.5197954222,7.25494941,,3.3117874984,1.8055370977,0.05952,5.3042613024,0.7168250748,0.03110385,,1.9478883,5.5815516362,0.48,1.4011073531,2.8602083414,3.90205e-05,0.6899999904,,1.4801694,2.0925,,,,,,,0.0011713533,0.06,,3.55094e-05,,,,,,,,,2.941e-07,0.0,0.0,,,,,,,,,14221.2329199223
48,2023-05-18,,2595.816,1876.7071144977,1833.2774623757,711.88207091,944.4922323443,,868.9052192297,1367.1586355131,,1305.7004113635,632.9524909857,507.8307346705,360.6022722505,148.4807967046,170.2332921908,46.0066289259,138.384,219.893950393,78.2618722856,23.117853045,0.6975,27.937786174,74.5583692277,45.135476782,64.3627199904,,61.5322906822,51.619055916,34.8078742856,0.0,25.0086388603,61.12,14.5593410202,,8.1523282965,24.3474,30.1030045814,44.34,24,0.73967364,19.92,39.9988940295,14.8627050377,3.5378905238,7.62748137,,2.2441681581,1.7729904094,0.05952,5.2694071024,0.9554232755,0.0338055,,1.9864506,5.4730326103,0.48,1.433611615,2.8809354296,3.95443e-05,0.6904207224,,1.51979205,,,,,,,0.0,0.0011665414,0.06,,3.75854e-05,,,,,,,,,8.2914e-06,2.502e-07,8.253e-07,,,,,,,,,14533.5322786136
49,2023-05-19,,2595.816,1870.3728999001,1851.5073074069,737.1907167187,950.5709155123,,797.7144508583,1374.3935149531,,999.12687024,799.3470285665,520.0991735548,364.2292722205,169.5998181919,170.4906792189,46.0698023352,138.384,222.9623519606,78.2323657305,23.73949248,,27.9311767528,74.5129813775,45.1350348345,66.3157199904,,61.532291767,51.63044916,34.8125728145,0.0,27.3008655789,61.92,14.6626096123,,6.9166258067,24.5334,29.9165641928,43.46,24,0.127949028,19.92,37.4966554272,14.8608625797,3.5651563727,7.38441099,,1.9940426829,1.7770053867,0.05952,5.2290522024,4.6302513475,0.02590515,,1.967799,5.5546226667,0.48,1.4646355751,3.2185522569,4.82702e-05,0.6933535704,,0.38659635,,,,,,,0.0,0.0011676103,0.06,,3.52761e-05,,,,,,,,,4.2511e-06,,4.711e-07,,,,,,,,,14415.3245782007
50,2023-05-20,,2595.816,1859.2772107668,1802.4308651908,558.6409404189,921.8925644991,,794.4142599139,1078.4639107115,,788.2551298137,903.1804592273,507.5273196415,360.6022722078,183.1893486345,169.4954330844,46.2708902065,138.384,223.8436817246,78.5042219558,23.008288815,,27.8760706892,74.5060156948,42.432,64.9207199904,,61.5322946545,51.672419688,34.8069494666,0.0,22.9150416107,59.7,14.7784536086,,13.9424258358,23.19885,29.720358053,39.62,24,0.008757066,19.92,32.3411943649,14.6142055909,3.5888111223,7.22798685,,3.1768794807,1.7377296662,0.05952,5.2252066524,0.2154706723,0.0327732,,2.0161908,5.5425963049,0.46,1.4435530426,3.2459889381,2.98392e-05,0.6901902684,,0.22198635,2.0925,,,,,,0.0,0.0021491102,0.06,,3.56267e-05,,,,,,,,,2.6082e-06,,2.752e-07,,,,,,,,,13722.7421539329
51,2023-05-21,,2595.816,1868.4658046484,1683.3791934531,537.5452312645,899.514542802,,592.0675267183,974.0212085386,,708.6525497793,903.1835118458,363.5230715116,360.6022724896,183.0048222646,168.2129309409,46.298010997,138.384,223.8103682665,76.9817585441,21.15909867,,27.8896494714,74.4410308488,42.432,64.0837199904,,61.5322917438,51.521395872,34.7822636804,0.0,22.3246311541,58.08,14.7861391609,,7.0083387206,18.9429375,29.5224536342,38.54,24,0.010112262,19.92,28.6709804882,14.3752324951,3.5932595305,6.75271035,,1.8660594092,1.7424782125,0.05952,5.2397007024,0.1705508629,0.1568259,,1.9898619,5.5450067401,0.48,1.4207364667,2.4429726029,3.21e-05,0.6928898724,,0.2026191,,,,,,,0.490854,0.0110967014,0.06,,3.5707e-05,,,,,,,,,5.453e-06,,2.752e-07,,,,,,,,,13010.4022956424
52,2023-05-22,,2595.816,1854.9825158657,1793.1955751144,593.277811405,925.5411515102,,769.4224132716,1483.4049533236,,1002.0501841776,903.1833993288,467.0459857959,365.7405225589,183.7189717602,172.050646601,46.3926524223,137.3802014515,222.2380740502,77.3258345569,26.447585985,1.395,28.038325207,74.5615145669,45.135028116,66.0367199904,,61.5322947094,51.727752084,34.8092740565,0.0,31.7319147388,62.04,14.9044376921,,20.3514485037,23.4162375,29.3249832814,41.62,24,0.436073466,19.92,34.9138277577,15.1537636095,3.5975371221,7.31592127,,4.2427538437,1.8117442788,0.05952,5.3536350024,4.3862029229,0.0402411,,2.0269344,5.5477890149,0.52,1.4958815887,2.7285855342,3.84536e-05,0.6908548464,,1.3883133,,,,,,,0.022134,0.0027304677,0.06,,3.58696e-05,,,,,,,,,4.5709e-06,,0.0,,,,,,,,,14341.5539320441
53,2023-05-23,,2595.816,1857.9605346603,1843.2504893468,576.8869852757,955.733363422,,862.5304465432,1425.8468365618,,938.4598142478,903.1829611656,514.6990095859,360.9045225552,182.9177959978,175.4537650811,46.6484758322,136.1892184707,223.0327456743,78.091386217,26.351956875,,28.5691393397,74.6335766647,45.1357447896,64.6417199904,,61.5322942794,51.706747476,34.8262705381,0.0,30.1721886322,62.28,15.4309959044,,20.4291355241,25.1739375,17.1085940011,39.58,24,0.153923928,19.92,37.0806690908,15.6953194095,3.6014778428,7.12525434,,4.1915220325,1.7895620586,0.05952,5.2267132524,2.5088758754,0.02410095,,1.9413459,5.4026383339,1.12,1.5156390933,2.9804134643,2.94613e-05,0.6901791084,,5.97425955,2.0925,,,,,,0.973896,0.0014929535,0.06,,3.6016e-05,,,,0.08091,,,,,7.1318e-06,,1.021e-06,,,,,,,,,14419.3869389656
