,Service,S3($),Tax($),Relational Database Service($),EC2-Other($),CloudWatch($),Support (Business)($),EC2-Instances($),Glue($),Redshift($),DocumentDB (with MongoDB compatibility)($),Elastic MapReduce($),VPC($),OpenSearch Service($),ElastiCache($),Elastic Load Balancing($),DMS($),CloudTrail($),Managed Streaming for Apache Kafka($),Elastic File System($),QuickSight($),Rekognition($),Elastic Container Service for Kubernetes($),SNS($),Glacier($),Hardened Red Hat Enterprise 7 (RHEL 7)($),SageMaker($),DynamoDB($),Lambda($),Backup($),Kinesis($),Route 53($),AppFlow($),SQS($),Step Functions($),EC2 Container Registry (ECR)($),Key Management Service($),API Gateway($),Managed Workflows for Apache Airflow($),CloudFront($),Secrets Manager($),Athena($),CIS  Linux 2 Benchmark - Level 2($),Transfer Family($),Config($),Cognito($),CloudWatch Events($),Kinesis Firehose($),Cost Explorer($),RHEL 8 with Support by Supported Images($),X-Ray($),Direct Connect($),Service Catalog($),SES($),Systems Manager($),Textract($),Red Hat Enterprise Linux (RHEL) 8.4 with support by ProComputers($),Simple Workflow Service($),CloudShell($),Elastic Container Service($),CodeArtifact($),IoT($),CodeCommit($),Migration Hub Refactor Spaces($),Location Service($),Refund($),Total costs($)
218,2023-11-04,1165.010207348,,459.958850585,494.2655301165,428.0704530116,,282.8583365439,227.9238697404,53.1751047385,394.8756698944,113.4297656771,71.3773400085,51.8144526289,61.8040800036,53.1910308039,37.631525492,84.346274205,37.8134405319,37.5427668242,41.1506402352,37.160475,20.088,24.2362914362,15.5764685324,17.76,0.0,23.2477301617,1.1133e-06,6.9521885364,,5.660411892,5.6580506676,4.894049802,7.026e-07,1.855154074,3.5177687268,1.2436176344,15.37080192,0.903191932,0.6963033984,0.14515905,,,,0.0,0.04576809,,0.1674,,,,0.0,,0.00610452,,,7.205e-07,,0.0,,,,,,,4281.4242762989
219,2023-11-05,971.8352012159,,460.7226349169,487.6380771221,376.3366103844,,281.6006649842,197.7191292231,54.0169062593,226.2960063537,114.4202234656,71.3156064508,51.8144521027,61.80408,56.5991326662,37.631525492,45.815177295,37.3619649629,37.4139553622,40.4996402352,32.212875,20.088,15.9487649904,15.5764685324,17.76,0.0,21.7808849827,1.0974e-06,6.9554348946,,5.659879188,6.8790050371,3.2080940171,6.987e-07,7.8470682016,4.3594308168,1.1763163182,15.37080192,0.8132823486,0.7043339484,0.12557325,,,,0.0,0.04416849,,0.1395,,,,,,,,,4.824e-07,,0.0,,,,,,,3787.4908727066
220,2023-11-06,1163.8577801447,,461.4888689504,498.6136109975,597.5494378761,,294.6472319582,219.1838538768,54.6115878641,363.9777606836,119.8640862143,76.4365220529,51.8144563877,61.8040800096,53.5446952821,37.631525498,82.686733845,37.3900486575,37.9861737654,42.1736402352,40.5189375,20.088,7.6538711155,15.576468532,17.76,0.000599401,23.4512826784,0.0250893474,7.0291474301,,5.660365764,5.7353411311,1.7164948653,7.102e-07,7.892984838,4.1959061268,1.2983039201,15.37080192,0.9645119792,0.7044594984,0.1489116,,,,0.0,0.04540167,,0.1674,,,,0.0,,0.00632214,,,7.329e-07,,0.0,,,,,,,4431.2726971995
221,2023-11-07,1134.5106923929,0.0,461.797415115,501.7279005088,459.7606902989,,295.6609989479,164.6622472032,53.8173504466,333.9668337081,123.3787982394,87.0307496317,51.8144601509,61.8040800116,53.6146596403,37.6315256044,78.516485505,37.2362006128,39.2662563609,43.0106402352,44.172675,20.088,7.8683141016,15.5764685316,17.76,0.0005948017,23.5742151506,0.0300799007,7.0330882573,,5.660500428,5.7002984621,1.8973185475,8.004e-07,6.6374341832,3.8187455568,1.2804839026,15.37080192,0.9486838127,0.7186838484,0.14762355,,,,0.0,0.04487901,,0.1581,,,,0.0,,0.00446679,,0.2,7.143e-07,,0.0,,,,,,,4197.8994418831
222,2023-11-08,1051.4776423984,,462.5334571283,498.5138145131,450.1988312638,,294.7939738064,166.0702052745,50.9275178441,258.9202227044,119.1639295108,80.8544863243,51.8144051381,62.1063300158,55.3745019657,37.6315254865,61.30701174,36.6992337735,40.0821959909,42.9176402352,38.8449375,20.088,22.7087905706,15.5764685312,17.42,0.0039298506,23.6661732072,0.0281350973,7.0367640925,,5.660273508,4.4579853287,4.4673454066,9.518e-07,1.8109393848,4.4311617168,1.2653068363,15.37080192,1.0568964659,0.7157171484,0.17363565,,,,0.0,0.04565649,,0.186,,,,0.0,,0.00275652,,,9.555e-07,,0.0,,,,,,,4006.404602246
223,2023-11-09,1059.4974648085,,463.3694722911,493.5796639534,481.406601098,,188.6933379392,152.5856932548,52.6827482109,276.7819657476,114.8437233375,80.8874956298,51.8143635479,55.4568306056,54.1278148554,37.6315254864,65.77760451,37.3281415777,39.5442588192,44.0336402352,30.538875,20.088,7.8702825974,15.5764685312,17.28,0.0181945265,23.5672779263,0.0300953056,7.0630068158,,5.662358568,5.7598517546,1.8397816587,1.3817e-06,1.8109393848,4.3590095268,1.2581244275,15.37080192,1.2042314996,0.7133223984,0.17138505,,,,0.0,0.04588155,,0.1953,,0.0,,0.0,,0.0060264,,,7.36e-07,,0.0,,,,,,,3910.4715628671
224,2023-11-10,1201.0059508189,,465.3088551123,497.0845638737,673.7398727594,,180.9447936871,148.628544036,56.7221983295,312.3185347555,113.884751015,83.1475770029,51.8143635972,55.1545809956,54.1271332701,37.6315254979,115.166315175,37.9150496431,39.6665439376,39.9416402352,33.18705,20.088,22.8361260673,15.5764685298,17.28,0.0057945064,23.864890888,0.0333392012,7.0809308537,,5.6598982274,7.2985516099,4.4568742255,7.237e-07,1.8117620339,4.3820102868,1.2495961496,15.37080192,0.9831904604,0.7153125984,0.3563109,,,,0.0,0.04563417,,0.1953,,,2.9828854138,0.0,,0.0010881,,,9.679e-07,2.2837e-06,0.0,,,,0.0,,,4349.6646138594
225,2023-11-11,837.8189210056,,466.1341487156,479.2155451624,173.1397299957,,57.18960122,154.854954765,56.8698131314,148.7750844577,113.8862303455,69.5619969373,51.8143579617,47.2960823218,40.9545175906,37.6315276522,50.503281255,36.897156926,39.1004438593,39.0116402352,30.3459,20.088,15.6025652725,15.57646853,17.28,,10.5494363282,0.0273693491,7.1596361727,,5.66468022,5.803181385,3.1614967517,9.444e-07,1.8127095797,1.8217667868,1.1698893915,15.37080192,1.0834662108,0.6991724484,0.13781205,,,,0.0,0.04336125,,0.1953,,,,0.0,,0.00297972,,,7.298e-07,,0.0,,,,0.0,,,3054.2510285786
226,2023-11-12,760.8900175262,,466.2050072697,453.6420688395,95.2262099223,,54.6921324891,151.0068161937,52.8087506786,122.2158146438,113.8827785721,56.8711972289,51.8143591196,47.2960818048,33.8092377118,37.6315263042,37.45242711,35.0719772328,34.2948050249,38.7326402352,1.0032375,20.088,7.5397078531,15.5764685304,17.28,,8.6197146754,0.0020277584,7.1619588699,,5.6592631025,5.6926267936,1.583131477,9.476e-07,1.8134463696,1.4851700268,1.0884713576,15.37080192,1.038689916,0.7002977484,0.13755165,,,,0.0,0.04373883,,0.1953,,,,0.001302,,0.00319734,,,9.586e-07,,0.0,,,,,,,2755.6279535321
227,2023-11-13,808.1653602791,,466.0413444335,483.8475674644,108.1749578599,,54.7447008847,186.7255986651,52.7079795534,122.2145188612,113.8810526857,83.0034182151,51.8143557554,47.2960818048,39.1843440171,37.6315262153,20.784785295,34.5983728772,31.7393977629,40.4996402352,38.76705,20.088,31.519115801,15.5764685304,17.28,0.0,8.639083661,0.0253395124,7.1665823834,,5.65884575,5.789086667,6.2729932537,7.161e-07,1.8134463696,1.5490108068,1.1561043953,15.37080192,1.2897834501,0.7067426484,0.22905435,,,,0.0,0.04357515,,0.2046,,,,0.001302,,0.00326988,,,7.391e-07,,0.0,,,,,,,2962.2052608493
228,2023-11-14,798.2352474308,,465.8734712862,480.4524195224,105.5965345372,,54.4102939894,142.3245054072,52.988381976,122.3391965004,113.6989639323,68.2009160636,51.8143469874,47.2960818514,39.0346395661,37.63152504,9.312794475,34.7449262817,32.3811575638,37.7082452352,36.921,20.088,23.9227328749,15.5764685308,17.28,0.0,8.6376850854,0.0239943524,7.1700563339,,5.66467092,4.3679064069,4.8754199005,1.0223e-06,1.8134463696,1.5601596468,1.1529617007,15.37080192,1.7615327839,0.6809330818,0.1383375,,,,0.0,0.04309992,,0.1767,,,,0.001302,,0.00058032,,,9.555e-07,,0.0,,,,,,,2861.2714392715
229,2023-11-15,777.5261741308,,466.0220690957,481.0931028676,86.8061580761,,59.8834648604,118.2913785774,53.0825345694,122.2147392664,116.3925260877,69.2575015323,51.8143225189,47.296082362,38.4063838232,37.6315250179,7.382785005,34.9522484888,32.9624875189,39.9416402352,36.2246625,20.088,8.3657468514,15.57646853,17.26,0.0,8.6457595649,5.7567567611,7.2022622068,,5.664908628,7.2459660921,2.0251994852,7.179e-07,1.8173771286,1.5364306968,1.1706667218,15.372272066,0.9641348531,0.7017717984,0.16215015,,,,0.0,0.04360119,,0.2046,,,,0.001302,,0.00653976,,,9.648e-07,,0.0,,,,0.0,,,2796.9937027006
230,2023-11-16,787.0732872309,,466.4489936385,487.4522969906,92.3465942305,,78.5583323713,149.8750801101,54.7262324325,122.2141987962,120.1597044998,73.6960237628,51.8143485045,47.2960823614,38.9843391492,37.6315248725,8.855103345,35.0149519244,35.1681303257,41.8946402352,37.411575,20.088,15.5953380404,15.5764685304,17.28,0.0013479449,8.6532827999,11.7187536991,7.2352260367,,5.664798516,7.0915131731,3.4932410748,9.444e-07,5.0206885523,1.5337243968,1.196651977,15.37080192,1.371860917,0.7085468484,0.21681555,,,,0.0,0.04552908,,0.2232,,,,0.001302,,0.00159588,,,7.329e-07,,0.0,,,,0.0,,,2904.7101283952
231,2023-11-17,877.6917083911,,466.8782427069,483.0261367294,243.082336656,,108.7126717983,135.3121618549,53.6547942273,150.7300174052,120.2945673121,96.4490158896,51.8143768072,47.2960823592,43.938169956,37.6315248618,24.04120587,34.9821278322,39.8593537688,43.3826402352,30.5074875,20.088,23.2915450814,15.5764685304,17.28,0.0004329096,11.201230853,16.3863493275,7.2568736428,,5.664875892,5.884734146,4.9498160515,7.219e-07,14.035065135,2.3936358768,1.18670908,15.37080192,1.2795742416,0.7089560484,0.5892108,,,,0.0,0.04461024,,0.186,,,,0.001302,,0.00370512,,,7.36e-07,,0.0,,,,,,,3252.6645205151
232,2023-11-18,901.2802514516,,466.4230914367,485.9671005821,374.2734940117,,72.7146028033,133.4178702486,53.0949105905,165.8384480493,119.2190926501,73.3438601054,51.8143725279,47.2960823592,45.8946867483,37.6315248669,33.858255645,38.7990781392,37.4983434026,36.8726402352,26.679375,20.088,31.6719469439,15.5764685304,17.28,,12.9529704674,17.1066514455,7.2606722587,,5.664260976,8.5932240038,6.6311812971,9.446e-07,4.0540000008,2.7784466268,1.1470410749,15.37080192,1.24279758,0.7039386984,0.1528362,,,,0.0,0.0440448,,0.1302,,,,0.001302,,0.00029016,,,9.617e-07,,0.0,,,,,,,3370.3681577436
233,2023-11-19,932.1465567153,,466.3241425911,479.3428150543,367.7746653853,,84.2833948307,134.3880570148,53.1857898591,168.8159329268,119.1911315627,70.1697202469,51.8143793054,47.2960823618,45.8177240053,37.6315248564,35.55851094,34.8325330458,34.6212269873,36.5936402352,20.77155,20.088,37.6165666274,15.57646853,17.28,,13.3889000827,16.6539457311,7.2635697456,,5.66394366,5.252479202,6.7753549575,9.535e-07,3.9311953873,2.9260571568,1.0845330968,15.37080192,0.9743085373,0.7024599984,0.12978615,,,,0.0,0.04310271,,0.1302,,,,0.001302,,0.0080631,,,7.36e-07,,0.0,,,,,,,3391.4204182066
234,2023-11-20,1046.1546460875,,466.5118864556,493.8793690535,442.5650953654,,120.4131386091,155.9211465962,54.7949205257,223.8458423631,119.2215582011,95.9558902527,51.8143824432,49.4118321741,48.6575880744,37.6315248563,53.18614293,34.9677221584,33.5639213014,39.7542452352,35.898,20.088,23.0537456506,15.57646853,17.28,0.0008800347,17.078522401,14.5207537818,7.3044440642,,5.664459624,5.3521347218,4.3788681305,7.141e-07,3.9046442476,3.1049603268,1.2306060553,15.37080192,1.3500694683,0.7167711504,0.5946978,,,,0.0,0.0451608,,0.1674,,,,0.033201,,0.00058032,,,7.298e-07,,0.0,,,,0.0,,,3760.9660241538
235,2023-11-21,988.2329124753,,465.5764446754,492.583425215,331.586774094,,106.0362006159,143.368079166,54.4777171132,207.1457817364,119.2222978672,88.2002546347,51.8143765998,47.2960823692,50.5236102922,37.6315248616,44.306402955,34.9504091298,33.6847300087,37.4306402352,36.2455875,20.088,23.1709666176,15.5764685304,17.24,0.0026253049,16.4824355478,13.2139092094,7.3045781932,,5.665678296,2.6863835356,4.4797126894,1.0212e-06,2.7573218281,2.8759794468,1.2223101024,15.37080192,1.7497821147,0.7185102516,0.33035925,,,,0.0,0.04465023,,0.1674,,,,0.002604,,0.00356004,,,9.555e-07,,0.0,,,,0.0,,,3521.4672906292
236,2023-11-22,1240.4326328337,,464.186886073,491.5315431416,420.0486009932,,99.8298951096,147.0234534232,54.1018312489,350.5192972848,119.3301383211,98.5979926942,51.8143759202,47.2960823668,53.4841789518,37.6315248451,89.16436473,34.9957578268,35.2537830341,37.9886402352,34.7854875,20.088,23.3198527578,15.5764685304,17.28,0.0001776042,23.9909743516,13.3714155706,7.3092361923,,5.665091652,3.1960805014,4.4551196091,9.482e-07,2.7832861383,3.3782798868,1.211860704,15.4136047802,1.3329917594,0.7162085016,0.51842385,,,,0.0,0.04436286,,0.1116,,,,0.002604,,0.00319734,,,4.855e-07,1.9779e-06,0.0,,,,,,,4067.7853065346
237,2023-11-23,1216.8330086589,,463.7800315241,493.7597203003,490.4867936029,,109.1528303207,135.2229234646,191.7493252329,324.5669447157,119.1917590203,77.8098962066,51.8143779627,47.2960823648,51.0668172857,37.6315248609,86.550137055,35.0095571425,36.555328227,40.2206402352,36.2793,20.088,23.3535354145,15.5764685304,17.24,0.0,24.3571954805,16.0630642355,7.332667538,,5.664673152,2.9842543306,4.5640321738,1.1381e-06,9.6940453628,3.6870994068,1.2139876432,15.37080192,1.203478142,0.7163056348,0.1603971,,,,0.0,0.04500363,,0.1767,,,,0.003906,,0.00065286,,,9.586e-07,,0.0,,,,,,,4214.4732688324
238,2023-11-24,1040.708208465,,464.1986290636,486.033308964,304.4511262414,,121.733688782,144.6632672615,940.3416934992,248.265961855,119.2441703758,85.4712840831,51.8143711037,47.2960823688,46.5852577629,37.6315248507,50.89566267,34.9539229721,38.4942697338,39.8486402352,32.4349125,20.088,31.2408752566,15.57646853,17.24,0.0047014614,18.2383017307,17.8206753379,7.3570417489,,5.664280692,3.3553624769,5.8970590874,9.482e-07,35.9070687925,2.3256882168,1.2102166136,15.37080192,1.57913655,0.7545942516,0.2489424,,,,0.0,0.04662183,,0.1674,,,,0.003906,,0.00058032,,,9.617e-07,,0.0,,,,,,,4535.163707914
239,2023-11-25,881.7722738386,,464.3107639486,479.0008554953,85.3360765381,,98.4399506708,141.3558280362,108.9790001808,124.8545675169,119.2191748349,65.762945487,51.8143644593,47.296082369,38.6709212958,37.6315248666,9.43660863,34.852131656,37.7025193802,36.5936402352,31.2607875,20.088,15.8282849774,15.57646853,17.28,,10.1204892427,17.2275715777,7.360185447,,5.662616736,2.8575948911,3.1895386843,7.139e-07,12.921863779,1.5786573468,1.1555967221,15.37080192,1.5569928551,0.7717713516,0.12389925,,,,0.0,0.0435519,,0.1767,,,,0.003906,,0.00101556,,,7.236e-07,,0.0,,,,0.0,,,3043.1855251476
240,2023-11-26,820.1656486753,,464.2199474787,472.1805057924,81.7003289628,,103.0091562932,139.4481210758,108.8668766665,124.5403454138,119.1911548893,58.0421591796,51.8143775101,47.2960823706,37.2784386688,37.6315248613,7.979185635,34.0675516278,36.1277261062,36.5936402352,23.601075,20.088,8.02322945,15.57646853,17.28,,10.1020521086,17.3277831243,7.3626614715,,5.664127056,2.6885547629,1.8132461468,9.406e-07,3.6718223635,1.5126040968,1.0921995406,15.37080192,1.1895562623,0.7548314016,0.12554535,,,,0.0,0.04367745,,0.2046,,,,0.003906,,0.00029016,,,7.081e-07,,0.0,,,,0.0,,,2933.649805286
241,2023-11-27,821.1747002168,,461.6979383738,470.3258958082,74.9084488644,,151.5443223845,197.1874958663,110.9066892284,124.1915498039,123.4090965616,92.0014899376,51.8143733782,47.598332266,38.6562744191,37.631524856,9.303555855,34.3032790885,34.2784250353,38.1746402352,31.0561875,20.088,15.8971856838,15.5764685304,17.28,0.0091617793,10.1216980414,17.7342545026,7.367493935,,5.664593544,2.7074645614,3.2674179255,7.162e-07,6.9103750272,1.5209127168,1.1687405837,15.37080192,1.3567130053,0.7616064516,0.126945,,,,0.0,0.04870596,,0.1767,,0.0,,0.003906,,0.00101556,,,7.329e-07,1.7405e-06,0.0,,,,,,,3093.3243835964
242,2023-11-28,829.6024255141,,460.1654544445,466.406304366,74.6165428382,,137.4030407308,149.3481694484,110.921855247,123.8337228004,119.7287073117,75.3482721157,51.8143739291,47.296082364,40.012490028,37.6315248506,20.420855835,34.9045059045,33.9270539008,40.4982452352,31.073625,20.088,23.8438854631,15.5764685304,17.28,0.0034841124,10.1374354931,17.9909238563,7.407657312,,5.664732672,3.5856817966,4.6663152112,8.55e-07,6.456082019,1.5134857368,1.2365070505,15.3744048639,1.5284322661,0.7196309016,0.1456845,,,,0.0,0.0446121,,0.186,,0.0,,0.003906,,0.00101556,,,9.71e-07,,0.0,,,,,,,3038.407599135
243,2023-11-29,816.4537040504,,459.5519882595,465.7023810492,74.8031865656,,147.0185419504,142.8857889297,113.1593114648,123.5006871692,120.4550649984,78.5538097686,51.8143748589,47.2960823642,39.6713914473,37.6315250448,10.4242863,35.0940314429,31.5079213497,38.7326402352,35.82825,20.088,23.9623579805,15.57646853,17.28,0.0042292764,10.1454432367,17.6744088028,7.4154788932,,5.664764292,2.632173187,4.7404080391,7.029e-07,12.0070151657,1.5262081368,1.2711265625,15.37080192,1.3642542547,0.7240251516,0.14733525,,,,0.0,0.04667577,,0.1674,,0.0,,0.005208,,0.00377766,,,9.617e-07,1.7039e-06,0.0,,,,,,,3027.9025307263
244,2023-11-30,819.9094406619,,460.4443659764,466.3763603925,73.5666574323,,151.8452856174,143.3229418397,111.9034573343,123.0088762404,118.2495532368,70.947479734,51.8143792913,49.7140820717,39.7369202813,37.6315248563,9.89322282,35.3885083396,30.505206445,37.4306402352,34.4460375,20.088,16.0415927155,15.576468528,17.28,2.48645e-05,10.1631236763,17.7647122303,7.4388889782,,5.664917556,10.1937333896,3.2242485301,7.029e-07,3.8331419582,1.5580866768,1.3363522253,10.5358236249,1.1716087927,0.7156226016,0.14888835,,,,0.0,0.04850973,,0.1581,,0.0,,0.031248,,7.254e-05,,,4.824e-07,,0.0,,,,0.0,,,3009.1081064594
245,2023-12-01,834.8398082184,19540.46,455.392700157,456.5077272892,99.8622520648,7367.4694129172,134.4218180578,192.3018793317,3701.8639066905,122.1564766919,115.3302772757,71.1823102411,51.5340766203,47.296082289,41.7560548188,37.6315264752,8.32153677,36.670038381,29.593832446,48.809639412,36.0851625,20.088,31.1484800889,15.0740018039,17.26,0.0050651136,6.2022843192,10.9027131836,7.2145865663,,5.6650578,2.6705358207,4.5479313567,7.16e-07,4.0592548497,1.52343477,1.3308421758,,0.0614653623,0.7081962,0.1685997,,,,0.0,0.04842045,,0.1953,,0.0,,0.0,,0.00352377,,,7.298e-07,,0.0,,,,0.0,,-515.72,33042.6442134241
246,2023-12-02,802.6839290372,,454.656981901,451.7889581421,95.0655933383,,97.4934400728,199.6933341408,107.5610300716,121.8697408946,107.9481631346,64.9498491257,51.5340731386,47.2960822824,41.0812487212,37.6315264753,5.06268657,36.0203252484,29.58622808,45.089639412,34.5506625,20.088,20.435033134,15.0740018039,17.28,,7.1705375056,18.0322489065,7.2421410068,,5.663834292,2.6589469056,3.1595346969,9.408e-07,5.13134529,1.50443487,1.245735361,,0.0221257854,0.69176775,0.1487349,,,,0.0,0.04676691,,0.186,,,,0.0,,0.00043524,,,9.586e-07,,0.0,,,,,,,2957.3451185437
247,2023-12-03,786.3997451295,,453.683717565,449.8677680255,87.4473656874,,84.6748139856,150.5323785507,107.7040993636,121.3620597262,107.9468481731,60.6697734147,51.5340732235,47.2960822824,39.4375972863,37.631526475,3.72709311,34.8011415269,29.4558371346,40.346639412,29.7565125,20.088,10.0018092735,15.0740018035,17.28,,9.9614869329,18.4119546232,7.2478416962,,5.660029848,1.2741734366,1.6990912089,7.194e-07,3.7303831,1.47592665,1.1658107408,,0.0678703593,0.6939951,0.1287306,,,,0.0,0.04604616,,0.186,,,,0.0,,,,,9.586e-07,,0.0,,,,,,,2838.4682257829
248,2023-12-04,790.2700271064,,453.2596913197,456.4846701924,96.85324169,,138.3623092556,237.2923314084,108.8459728301,120.8721826992,114.225864242,66.7399939225,51.5340703443,47.5983321858,40.2604574043,37.6315250459,4.377337485,35.4134889426,29.5430195083,44.531639412,35.491125,21.8194459707,7.9320337323,15.0740018031,17.28,0.0001741665,9.9955895671,17.8527501953,7.29818156,,5.660472156,1.51246028,1.8026353197,9.44e-07,4.0463396862,1.50791783,1.3054359055,,1.5741265043,0.69865905,0.15289665,,,,0.0,0.04764948,,0.1767,,,,0.0,,7.254e-05,,,7.298e-07,,0.0,,,,,,,3025.324824065
249,2023-12-05,825.3495613003,,453.1731592469,460.4860250416,104.9240949309,,175.4639887377,236.2334554494,113.4841707297,120.4229608231,124.7032461939,75.7982521347,62.0113095842,53.3410808547,40.9495624725,37.6315250293,6.87016203,35.3014385966,29.5992942725,43.973639412,35.788725,23.7193931135,32.8018014561,15.0740018047,17.28,9.01389e-05,9.9947494148,14.1648736446,7.3076238919,,5.650569888,2.4606138943,5.9346742082,9.893e-07,8.4151157784,1.53606264,1.3039276428,,1.7166917199,0.70960515,0.1498137,,,,0.0,0.04909749,,0.186,,,,0.0,,0.00021762,,,9.555e-07,,0.0,2.8116e-06,,,0.0,,,3183.9605797925
250,2023-12-06,818.3779593277,,452.20713073,459.779641143,98.7683662566,,150.1933674508,148.3914389985,111.9234180405,120.0616824192,124.8599377729,65.8922070224,72.4886841765,52.4343309581,39.730627563,37.6315250346,31.470970755,35.5849240297,30.3954439715,40.160639412,37.4243625,24.552,30.8198364154,15.0740018047,17.28,0.0014747416,9.9870602834,12.1218041178,7.4400145388,,5.6359120197,2.275319698,5.6362116029,9.465e-07,6.0752969767,1.5718758,1.2817496592,,1.5624633695,0.70510395,0.1505298,,,,0.49104,0.04761042,,0.1674,,,,0.0,,0.0003627,,,7.298e-07,,0.0,0.0,,,0.0,,,3070.653727136
251,2023-12-07,825.4207331208,,447.2779813487,460.5849881566,101.3444580151,,190.8670267245,148.5193901841,110.9489683682,119.6393948015,111.6370473365,70.7764730025,72.4886291484,60.292830672,40.8236043918,37.6315250407,23.101813335,36.8097998111,30.0258971587,42.020639412,36.4687875,24.552,39.396680104,15.0740018043,17.26,0.0021326998,9.9851925581,15.5828755233,7.4458560813,,5.6366233732,2.447364355,7.037528572,9.408e-07,1.7730121608,1.56201036,1.263811112,,1.1717736638,0.70871235,0.3754875,,,,0.45012,0.04807728,,0.1767,,,,,,0.00043524,,,9.617e-07,,0.0,0.0,,,,,,3118.6303841683
252,2023-12-08,809.6617943479,,441.7134535876,460.6533390874,104.3126435621,,253.5954056884,191.1351203223,108.3317006239,119.1566864302,107.1843510785,67.664789983,72.4886032203,65.431080001,40.8610954359,37.63152504,4.909693665,37.2989057369,30.0842850324,42.299639412,37.453425,24.552,15.8018438184,15.0740018043,17.28,0.0010838879,9.9793163243,18.4275197408,7.4522499225,,5.642392956,2.0048383688,3.0972312497,7.462e-07,1.7730121608,1.58380584,1.2501328753,,1.2927074362,0.71081415,0.2203356,,,,0.38874,0.05097795,,0.2046,,,,0.0,,0.00319734,,,7.298e-07,,0.0,0.0,,,,,,3158.6583401558
253,2023-12-09,815.0431269692,,441.7600965313,455.1397735041,103.3973475552,,253.060372964,143.5039247454,109.9689297854,118.8180081947,107.104960245,62.0683783937,72.4886073181,61.80408,39.5024285408,37.6315250231,5.170666545,36.1014583301,30.1639618055,37.091639412,30.148275,24.552,8.0398269313,15.0740018047,17.22,0.0002459723,9.9565416362,18.3488002046,7.4717411132,,5.640157236,2.3486743898,1.7213721326,9.446e-07,1.773076141,1.60353393,1.178916459,,1.5087468811,0.7011747,0.1304418,,,,0.271095,0.04634283,,0.1209,,,,0.0,,0.00021762,,,9.586e-07,,0.0,0.0,,,,,,3077.6753695476
254,2023-12-10,804.074005735,,441.2802146893,454.2033085143,105.138749442,,259.345324044,183.5202033555,109.3902070558,118.4010986409,107.1057820958,59.5989859282,72.4886145491,61.80408,38.5732398874,37.6315250397,7.096072515,36.4975543516,30.0536368336,38.021639412,30.6795375,24.552,8.0914892474,15.0740018051,17.28,0.0007215833,9.8657466017,18.0512222202,7.4792911335,,5.64045372,1.8888535966,1.7159301983,7.141e-07,1.7734184256,1.58318367,0.9989548604,,0.9044577263,0.69832425,0.128247,,,,0.23529,0.04654185,,0.186,,,,0.0,,0.0003627,,,7.298e-07,,0.0,0.0,,,0.0,,,3111.0982716215
255,2023-12-11,833.5476911378,,440.9235600231,470.327146526,113.0207958814,,215.1826477995,185.4565715982,2459.9679644162,117.9474592442,107.1103022749,77.1515230008,72.4886105617,63.01308,40.1303717593,37.6315250406,6.40220649,36.9394661981,30.1312764047,40.718639412,35.3504625,24.552,15.9093252629,15.0740018033,17.26,0.0004659646,9.8845749763,14.438107632,7.4876197995,,5.642229276,2.4420910484,3.0757632727,1.0062e-06,2.8235495299,1.60403055,1.0665465794,,1.5035466955,0.7237551,0.1451172,,,,0.27807,0.05248083,,0.1674,,,,0.0,,0.00297972,,,9.555e-07,4.8697e-06,0.0,0.0,,,0.0,,,5507.5749623404
256,2023-12-12,821.2050780346,,439.9848280352,490.1203700429,127.6492652205,,197.6995840778,162.7849236624,57.7793412108,117.7825960199,105.3530113363,70.0844901524,72.4886123165,63.3153300012,40.5248231708,37.6315254661,37.478841435,37.3459168185,29.6910004623,41.555639412,40.2225,24.552,23.8578860429,15.0740018051,17.28,0.0,9.9501190418,13.4922247883,7.4995952524,,5.641438404,2.7313807643,4.4717821061,1.0237e-06,3.7232791037,1.71697812,1.0678541837,,1.307826144,0.68513745,0.2056602,,,,0.397854,0.0498201,,0.1953,,0.0,,0.0,,0.00319176,,,7.329e-07,,0.0,0.0,,,,,,3124.6010078981
257,2023-12-13,827.9314709083,,439.4607891705,504.7003321675,146.4250889384,,305.1283996639,176.6262315492,52.0197382709,117.7805869753,103.956810921,102.2859927308,72.4886118777,63.9198300109,40.3701268321,37.6315254375,41.47491705,37.5227790102,29.8838565101,39.509639412,37.839375,24.552,16.0572499569,15.0740018043,17.28,0.0014069619,9.9551109974,13.4888151182,7.5155004946,,5.641213344,2.6978354139,3.0440672783,7.162e-07,1.7734184256,1.77749043,1.0539280733,,1.1921618226,0.71990955,0.2024052,,,,0.419244,0.05152851,,0.1953,,,,0.039711,,0.00631656,,,9.586e-07,,0.0,3.5822e-06,,,,,,3299.6947226343
258,2023-12-14,837.9742234548,,439.5495797301,490.3512966721,124.573148773,,262.7683035429,183.320940858,52.2579930745,117.7813116262,107.6597712527,93.597894156,72.4886064362,57.8748302034,40.5729089753,37.6315250292,41.117908185,38.3196486559,29.8758593498,38.114639412,35.295825,24.552,24.1049696318,15.0740018039,17.26,0.0115262496,9.9024363816,13.1539196349,7.5381068481,,5.641691364,3.0931125257,4.3863045961,9.41e-07,1.7734184256,1.62239991,1.0440741462,,1.3981566518,0.6941981,0.224316,,,,0.402132,0.05199165,,0.1767,,,,0.024738,,0.00224874,,,9.586e-07,,0.0,0.0,,,,,,3233.258658946
