date-time,date-time,EC2-Instances($),S3($),Relational Database Service($),EC2-Other($),Glue($),DocumentDB (with MongoDB compatibility)($),Elastic MapReduce($),CloudWatch($),VPC($),OpenSearch Service($),Redshift($),Managed Streaming for Apache Kafka($),SageMaker($),ElastiCache($),DMS($),Elastic Load Balancing($),QuickSight($),Elastic File System($),SNS($),Lambda($),Elastic Container Service for Kubernetes($),Rekognition($),Hardened Red Hat Enterprise 7 (RHEL 7)($),Step Functions($),Glacier($),DynamoDB($),Backup($),AppFlow($),Route 53($),SQS($),EC2 Container Registry (ECR)($),Key Management Service($),API Gateway($),CloudFront($),Athena($),Secrets Manager($),CloudWatch Events($),Cognito($),X-Ray($),Cost Explorer($),Service Catalog($),Systems Manager($),SES($),Simple Workflow Service($),Direct Connect($),CloudTrail($),CodeArtifact($),Elastic Container Service($),Migration Hub Refactor Spaces($),Location Service($)
2023-04-01,2023-04-01,,2.7290421737,,,0.0,,,0.0765857481,,,,,,,,,0.0,,1.86e-06,0.0812177717,,,,0.0,0.0,,,,,3.72e-07,,0.00014508,,,0.0,4.65e-06,,,,0.0,0.0,0.0,,0.0,,0.01140459,0.0,,,
2023-04-02,2023-04-02,,2.7344835661,,,0.0,,,0.0773177328,,,,,,,,,0.0,,1.395e-06,0.1447460478,,,,0.0,0.0,,,,,3.72e-07,,9.765e-05,,,0.0,4.65e-06,,,,0.0,0.0,0.0,,0.0,,0.01198119,0.0,,,
2023-04-03,2023-04-03,,2.7016063138,,,0.0,,,0.0788618493,,,,,,,,,0.0,,9.3e-07,0.153914213,,,,0.0,0.0,,,,,7.44e-07,,1.395e-05,,,0.0,9.3e-06,,,,0.0,0.0,0.0,,0.0,,0.012276,0.0,,,
2023-04-04,2023-04-04,,2.6845206862,,,0.0,,,0.0754330946,,,,,,,,,0.0,,1.86e-06,0.1447180249,,,,0.0,0.0,,,,,3.72e-07,,0.00016182,,,0.0,4.65e-06,,,,0.0,0.0,0.0,,0.0,,0.01110327,0.0,,,
2023-04-05,2023-04-05,,2.68499009,,,0.0,,,0.0753702965,,,,,,,,,0.0,,1.86e-06,0.1510464209,,,,0.0,0.0,,,,,7.44e-07,,0.00010044,,,0.0,9.3e-06,,,,0.0,0.0,0.0,,0.0,,0.01160826,0.0,,,
2023-04-06,2023-04-06,,2.6850095253,,,0.0,,,0.0756694032,,,,,,,,,0.0,,1.395e-06,0.1607960306,,,,0.0,0.0,,,,,3.72e-07,,9.765e-05,,,0.0,4.65e-06,,,,0.0,0.0,0.0,,0.0,,0.0117087,0.0,,,
2023-04-07,2023-04-07,,2.6941922657,,,0.0,,,0.0748255823,,,,,,,,,0.0,,1.395e-06,0.1561955038,,,,0.0,0.0,,,,,3.72e-07,,9.765e-05,,,0.0,4.65e-06,,,,0.0,0.0,0.0,,0.0,,0.0113832,0.0,,,
2023-04-08,2023-04-08,,2.6961729985,,,0.0,,,0.0747018956,,,,,,,,,0.0,,1.395e-06,0.1487866616,,,,0.0,0.0,,,,,3.72e-07,,0.00010323,,,0.0,4.65e-06,,,,0.0,0.0,0.0,,0.0,,0.01134135,0.0,,,
2023-04-09,2023-04-09,,2.6920276765,,,0.0,,,0.074218234,,,,,,,,,0.0,,1.395e-06,0.1454629866,,,,0.0,0.0,,,,,3.72e-07,,9.765e-05,,,0.0,4.65e-06,,,,0.0,0.0,0.0,,0.0,,0.01119348,0.0,,,
2023-04-10,2023-04-10,,2.690911494,,,0.0,,,0.0751795328,,,,,,,,,0.0,,1.86e-06,0.1527080782,,,,0.0,0.0,,,,,7.44e-07,,0.00010044,,,0.0,9.3e-06,,,,0.0,0.0,0.0,,0.0,,0.0115413,0.0,,,
